hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev
文意,bûn-ì,25,bûn-ì,bun5i3,bun5i3,buni,buni,bi,bi
文物,bûn-bu̍t,25,bûn-bu̍t,bun5but8,bun5but8,bunbut,bunbut,bb,bb
文讀,bûn-tho̍k,25,bûn-tho̍k,bun5thok8,bun5thok8,bunthok,bunthok,bt,bt
文面,bûn-bīn,25,bûn-bīn,bun5bin7,bun5bin7,bunbin,bunbin,bb,bb
文音,bûn-im,25,bûn-im,bun5im1,bun5im1,bunim,bunim,bi,bi
文體,bûn-thé,25,bûn-thé,bun5the2,bun5the2,bunthe,bunthe,bt,bt
斜角,tshua̍h-kak,25,chhoa̍h-kak,tshuah8kak4,chhoah8kak4,tshuahkak,chhoahkak,tk,ck
斜鉤,tshiâ-kau,25,chhiâ-kau,tshia5kau1,chhia5kau1,tshiakau,chhiakau,tk,ck
斧足,hú-tsiok,25,hú-chiok,hu2tsiok4,hu2chiok4,hutsiok,huchiok,ht,hc
新曆,sin-li̍k,25,sin-le̍k,sin1lik8,sin1lek8,sinlik,sinlek,sl,sl
新聞,sin-bûn,25,sin-bûn,sin1bun5,sin1bun5,sinbun,sinbun,sb,sb
新詩,sin-si,25,sin-si,sin1si1,sin1si1,sinsi,sinsi,ss,ss
斷路,tn̄g-lōo,25,tn̄g-lō͘,tng7loo7,tng7loo7,tngloo,tngloo,tl,tl
方位,hong-uī,25,hong-ūi,hong1ui7,hong1ui7,hongui,hongui,hu,hu
方向,hong-hiòng,25,hong-hiòng,hong1hiong3,hong1hiong3,honghiong,honghiong,hh,hh
施力,si-li̍k,25,si-le̍k,si1lik8,si1lek8,silik,silek,sl,sl
施琅,si-lông,25,si-lông,si1long5,si1long5,silong,silong,sl,sl
旁白,pông-pe̍h,25,pông-pe̍h,pong5peh8,pong5peh8,pongpeh,pongpeh,pp,pp
旋律,suân-lu̍t,25,soân-lu̍t,suan5lut8,soan5lut8,suanlut,soanlut,sl,sl
旋藤,suan-tîn,25,soan-tîn,suan1tin5,soan1tin5,suantin,soantin,st,st
族群,tso̍k-kûn,25,cho̍k-kûn,tsok8kun5,chok8kun5,tsokkun,chokkun,tk,ck
族譜,tso̍k-phóo,25,cho̍k-phó͘,tsok8phoo2,chok8phoo2,tsokphoo,chokphoo,tp,cp
日晷,ji̍t-kuí,25,ji̍t-kúi,jit8kui2,jit8kui2,jitkui,jitkui,jk,jk
日記,ji̍t-kì,25,ji̍t-kì,jit8ki3,jit8ki3,jitki,jitki,jk,jk
日誌,ji̍t-tsì,25,ji̍t-chì,jit8tsi3,jit8chi3,jittsi,jitchi,jt,jc
日頭,ji̍t-thâu,25,ji̍t-thâu,jit8thau5,jit8thau5,jitthau,jitthau,jt,jt
日鬚,ji̍t-tshiu,25,ji̍t-chhiu,jit8tshiu1,jit8chhiu1,jittshiu,jitchhiu,jt,jc
昆蟲,khun-thiông,25,khun-thiông,khun1thiong5,khun1thiong5,khunthiong,khunthiong,kt,kt
明喻,bîng-jū,25,bêng-jū,bing5ju7,beng5ju7,bingju,bengju,bj,bj
明礬,bîng-huân,25,bêng-hoân,bing5huan5,beng5hoan5,binghuan,benghoan,bh,bh
星光,tshenn-kng,25,chheⁿ-kng,tshenn1kng1,chhenn1kng1,tshennkng,chhennkng,tk,ck
星宿,sing-siù,25,seng-siù,sing1siu3,seng1siu3,singsiu,sengsiu,ss,ss
星空,sing-khong,25,seng-khong,sing1khong1,seng1khong1,singkhong,sengkhong,sk,sk
星等,tshenn-tíng,25,chheⁿ-téng,tshenn1ting2,chhenn1teng2,tshennting,chhennteng,tt,ct
春分,tshun-hun,25,chhun-hun,tshun1hun1,chhun1hun1,tshunhun,chhunhun,th,ch
春節,tshun-tseh,25,chhun-cheh,tshun1tseh4,chhun1cheh4,tshuntseh,chhuncheh,tt,cc
春聯,tshun-liân,25,chhun-liân,tshun1lian5,chhun1lian5,tshunlian,chhunlian,tl,cl
時刻,sî-khik,25,sî-khek,si5khik4,si5khek4,sikhik,sikhek,sk,sk
時數,sî-sòo,25,sî-sò͘,si5soo3,si5soo3,sisoo,sisoo,ss,ss
時行,sî-kiânn,25,sî-kiâⁿ,si5kiann5,si5kiann5,sikiann,sikiann,sk,sk
時速,sî-sok,25,sî-sok,si5sok4,si5sok4,sisok,sisok,ss,ss
時針,sî-tsiam,25,sî-chiam,si5tsiam1,si5chiam1,sitsiam,sichiam,st,sc
時間,sî-kan,25,sî-kan,si5kan1,si5kan1,sikan,sikan,sk,sk
普及,phóo-ki̍p,25,phó͘-ki̍p,phoo2kip8,phoo2kip8,phookip,phookip,pk,pk
普渡,póo-tōo,25,pó͘-tō͘,poo2too7,poo2too7,pootoo,pootoo,pt,pt
智識,tì-sik,25,tì-sek,ti3sik4,ti3sek4,tisik,tisek,ts,ts
暑假,sú-ká,25,sú-ká,su2ka2,su2ka2,suka,suka,sk,sk
暖化,luán-huà,25,loán-hòa,luan2hua3,loan2hoa3,luanhua,loanhoa,lh,lh
暖鋒,luán-hong,25,loán-hong,luan2hong1,loan2hong1,luanhong,loanhong,lh,lh
暗唸,àm-liām,25,àm-liām,am3liam7,am3liam7,amliam,amliam,al,al
暗喻,àm-jū,25,àm-jū,am3ju7,am3ju7,amju,amju,aj,aj
暗號,àm-hō,25,àm-hō,am3ho7,am3ho7,amho,amho,ah,ah
曆日,la̍h-ji̍t,25,la̍h-ji̍t,lah8jit8,lah8jit8,lahjit,lahjit,lj,lj
曆法,li̍k-huat,25,le̍k-hoat,lik8huat4,lek8hoat4,likhuat,lekhoat,lh,lh
曲式,khik-sik,25,khek-sek,khik4sik4,khek4sek4,khiksik,kheksek,ks,ks
曲流,khiok-lâu,25,khiok-lâu,khiok4lau5,khiok4lau5,khioklau,khioklau,kl,kl
曲盤,khik-puânn,25,khek-pôaⁿ,khik4puann5,khek4poann5,khikpuann,khekpoann,kp,kp
曲目,khik-bo̍k,25,khek-bo̍k,khik4bok8,khek4bok8,khikbok,khekbok,kb,kb
曲線,khiok-suànn,25,khiok-sòaⁿ,khiok4suann3,khiok4soann3,khioksuann,khioksoann,ks,ks
曲調,khik-tiāu,25,khek-tiāu,khik4tiau7,khek4tiau7,khiktiau,khektiau,kt,kt
曲譜,khik-phóo,25,khek-phó͘,khik4phoo2,khek4phoo2,khikphoo,khekphoo,kp,kp
曲風,khik-hong,25,khek-hong,khik4hong1,khek4hong1,khikhong,khekhong,kh,kh
書寫,su-siá,25,su-siá,su1sia2,su1sia2,susia,susia,ss,ss
書櫥,tsu-tû,25,chu-tû,tsu1tu5,chu1tu5,tsutu,chutu,tt,ct
書法,su-huat,25,su-hoat,su1huat4,su1hoat4,suhuat,suhoat,sh,sh
書聖,su-sìng,25,su-sèng,su1sing3,su1seng3,susing,suseng,ss,ss
書評,su-phîng,25,su-phêng,su1phing5,su1pheng5,suphing,supheng,sp,sp
會意,huē-ì,25,hōe-ì,hue7i3,hoe7i3,huei,hoei,hi,hi
會社,huē-siā,25,hōe-siā,hue7sia7,hoe7sia7,huesia,hoesia,hs,hs
會議,huē-gī,25,hōe-gī,hue7gi7,hoe7gi7,huegi,hoegi,hg,hg
月事,gu̍eh-sū,25,goe̍h-sū,gueh8su7,goeh8su7,guehsu,goehsu,gs,gs
月娘,gue̍h-niû,25,goe̍h-niû,gueh8niu5,goeh8niu5,guehniu,goehniu,gn,gn
月形,gue̍h-hîng,25,goe̍h-hêng,gueh8hing5,goeh8heng5,guehhing,goehheng,gh,gh
月球,gue̍h-kiû,25,goe̍h-kiû,gueh8kiu5,goeh8kiu5,guehkiu,goehkiu,gk,gk
月琴,gue̍h-khîm,25,goe̍h-khîm,gueh8khim5,goeh8khim5,guehkhim,goehkhim,gk,gk
月相,gue̍h-siòng,25,goe̍h-siòng,gueh8siong3,goeh8siong3,guehsiong,goehsiong,gs,gs
月經,gu̍eh-king,25,goe̍h-keng,gueh8king1,goeh8keng1,guehking,goehkeng,gk,gk
朋友,pîng-iú,25,pêng-iú,ping5iu2,peng5iu2,pingiu,pengiu,pi,pi
服飾,ho̍k-sik,25,ho̍k-sek,hok8sik4,hok8sek4,hoksik,hoksek,hs,hs
朗讀,lóng-tho̍k,25,lóng-tho̍k,long2thok8,long2thok8,longthok,longthok,lt,lt
朝露,tiau-lōo,25,tiau-lō͘,tiau1loo7,tiau1loo7,tiauloo,tiauloo,tl,tl
木匠,ba̍k-tshiūnn,25,ba̍k-chhiūⁿ,bak8tshiunn7,bak8chhiunn7,baktshiunn,bakchhiunn,bt,bc
木星,bo̍k-tshenn,25,bo̍k-chheⁿ,bok8tshenn1,bok8chhenn1,boktshenn,bokchhenn,bt,bc
木琴,bo̍k-khîm,25,bo̍k-khîm,bok8khim5,bok8khim5,bokkhim,bokkhim,bk,bk
木管,bo̍k-kuán,25,bo̍k-koán,bok8kuan2,bok8koan2,bokkuan,bokkoan,bk,bk
本壘,pún-luí,25,pún-lúi,pun2lui2,pun2lui2,punlui,punlui,pl,pl
本島,pún-tó,25,pún-tó,pun2to2,pun2to2,punto,punto,pt,pt
本葉,pún-hio̍h,25,pún-hio̍h,pun2hioh8,pun2hioh8,punhioh,punhioh,ph,ph
本領,pún-líng,25,pún-léng,pun2ling2,pun2leng2,punling,punleng,pl,pl
材質,tsâi-tsit,25,châi-chit,tsai5tsit4,chai5chit4,tsaitsit,chaichit,tt,cc
東海,tang-hái,25,tang-hái,tang1hai2,tang1hai2,tanghai,tanghai,th,th
東經,tang-king,25,tang-keng,tang1king1,tang1keng1,tangking,tangkeng,tk,tk
板嘹,pán-liâu,25,pán-liâu,pan2liau5,pan2liau5,panliau,panliau,pl,pl
枝葉,ki-hio̍h,25,ki-hio̍h,ki1hioh8,ki1hioh8,kihioh,kihioh,kh,kh
架構,kà-kòo,25,kà-kò͘,ka3koo3,ka3koo3,kakoo,kakoo,kk,kk
染布,ní-pòo,25,ní-pò͘,ni2poo3,ni2poo3,nipoo,nipoo,np,np
柔道,jiû-tō,25,jiû-tō,jiu5to7,jiu5to7,jiuto,jiuto,jt,jt
柝仔,kho̍k-á,25,kho̍k-á,khok8a2,khok8a2,khoka,khoka,ka,ka
查讀,tshâ-tha̍k,25,chhâ-tha̍k,tsha5thak8,chha5thak8,tshathak,chhathak,tt,ct
柱懸,thiāu-kuân,25,thiāu-koân,thiau7kuan5,thiau7koan5,thiaukuan,thiaukoan,tk,tk
柱薯,thiāu-tsî,25,thiāu-chî,thiau7tsi5,thiau7chi5,thiautsi,thiauchi,tt,tc
柳琴,liú-khîm,25,liú-khîm,liu2khim5,liu2khim5,liukhim,liukhim,lk,lk
柴油,tshâ-iû,25,chhâ-iû,tsha5iu5,chha5iu5,tshaiu,chhaiu,ti,ci
校園,hāu-hn̂g,25,hāu-hn̂g,hau7hng5,hau7hng5,hauhng,hauhng,hh,hh
校隊,hāu-tuī,25,hāu-tūi,hau7tui7,hau7tui7,hautui,hautui,ht,ht
根部,kin-pōo,25,kin-pō͘,kin1poo7,kin1poo7,kinpoo,kinpoo,kp,kp
格式,keh-sik,25,keh-sek,keh4sik4,keh4sek4,kehsik,kehsek,ks,ks
格言,kik-giân,25,kek-giân,kik4gian5,kek4gian5,kikgian,kekgian,kg,kg
栽水,tsai-tsuí,25,chai-chúi,tsai1tsui2,chai1chui2,tsaitsui,chaichui,tt,cc
桌布,toh-pòo,25,toh-pò͘,toh4poo3,toh4poo3,tohpoo,tohpoo,tp,tp
桌球,toh-kiû,25,toh-kiû,toh4kiu5,toh4kiu5,tohkiu,tohkiu,tk,tk
梁柱,niû-thiāu,25,niû-thiāu,niu5thiau7,niu5thiau7,niuthiau,niuthiau,nt,nt
梆笛,pang-ti̍k,25,pang-te̍k,pang1tik8,pang1tek8,pangtik,pangtek,pt,pt
條約,tiâu-iok,25,tiâu-iok,tiau5iok4,tiau5iok4,tiauiok,tiauiok,ti,ti
梯形,thui-hîng,25,thui-hêng,thui1hing5,thui1heng5,thuihing,thuiheng,th,th
械鬥,hāi-tàu,25,hāi-tàu,hai7tau3,hai7tau3,haitau,haitau,ht,ht
棄嬰,khì-ing,25,khì-eng,khi3ing1,khi3eng1,khiing,khieng,ki,ke
棋藝,kî-gē,25,kî-gē,ki5ge7,ki5ge7,kige,kige,kg,kg
棒球,pāng-kiû,25,pāng-kiû,pang7kiu5,pang7kiu5,pangkiu,pangkiu,pk,pk
棕色,tsang-sik,25,chang-sek,tsang1sik4,chang1sek4,tsangsik,changsek,ts,cs
棧房,tsàn-pâng,25,chàn-pâng,tsan3pang5,chan3pang5,tsanpang,chanpang,tp,cp
棧間,tsàn-king,25,chàn-keng,tsan3king1,chan3keng1,tsanking,chankeng,tk,ck
森林,sim-lîm,25,sim-lîm,sim1lim5,sim1lim5,simlim,simlim,sl,sl
棺柴,kuann-tshâ,25,koaⁿ-chhâ,kuann1tsha5,koann1chha5,kuanntsha,koannchha,kt,kc
植物,si̍t-bu̍t,25,si̍t-bu̍t,sit8but8,sit8but8,sitbut,sitbut,sb,sb
極地,ki̍k-tē,25,ke̍k-tē,kik8te7,kek8te7,kikte,kekte,kt,kt
楷書,khái-su,25,khái-su,khai2su1,khai2su1,khaisu,khaisu,ks,ks
楷模,khái-bôo,25,khái-bô͘,khai2boo5,khai2boo5,khaiboo,khaiboo,kb,kb
概數,khài-sòo,25,khài-sò͘,khai3soo3,khai3soo3,khaisoo,khaisoo,ks,ks
構造,kòo-tsō,25,kò͘-chō,koo3tso7,koo3cho7,kootso,koocho,kt,kc
槓桿,kǹg-kuáinn,25,kǹg-koáiⁿ,kng3kuainn2,kng3koainn2,kngkuainn,kngkoainn,kk,kk
樂器,ga̍k-khì,25,ga̍k-khì,gak8khi3,gak8khi3,gakkhi,gakkhi,gk,gk
樂團,ga̍k-thuân,25,ga̍k-thoân,gak8thuan5,gak8thoan5,gakthuan,gakthoan,gt,gt
樂曲,ga̍k-khik,25,ga̍k-khek,gak8khik4,gak8khek4,gakkhik,gakkhek,gk,gk
樂段,ga̍k-tuānn,25,ga̍k-tōaⁿ,gak8tuann7,gak8toann7,gaktuann,gaktoann,gt,gt
樂章,ga̍k-tsiong,25,ga̍k-chiong,gak8tsiong1,gak8chiong1,gaktsiong,gakchiong,gt,gc
樂音,ga̍k-im,25,ga̍k-im,gak8im1,gak8im1,gakim,gakim,gi,gi
樹仔,tshiū-á,25,chhiū-á,tshiu7a2,chhiu7a2,tshiua,chhiua,ta,ca
樹枝,tshiū-ki,25,chhiū-ki,tshiu7ki1,chhiu7ki1,tshiuki,chhiuki,tk,ck
橫式,huâinn-sik,25,hoâiⁿ-sek,huainn5sik4,hoainn5sek4,huainnsik,hoainnsek,hs,hs
橫箍,huâinn-khoo,25,hoâiⁿ-kho͘,huainn5khoo1,hoainn5khoo1,huainnkhoo,hoainnkhoo,hk,hk
檨仔,suāinn-á,25,soāiⁿ-á,suainn7a2,soainn7a2,suainna,soainna,sa,sa
欠血,khiàm-hueh,25,khiàm-hoeh,khiam3hueh4,khiam3hoeh4,khiamhueh,khiamhoeh,kh,kh
欣賞,him-sióng,25,him-sióng,him1siong2,him1siong2,himsiong,himsiong,hs,hs
歇寒,hioh-kuânn,25,hioh-kôaⁿ,hioh4kuann5,hioh4koann5,hiohkuann,hiohkoann,hk,hk
歇熱,hioh-jua̍h,25,hioh-joa̍h,hioh4juah8,hioh4joah8,hiohjuah,hiohjoah,hj,hj
歌仔,kua-á,25,koa-á,kua1a2,koa1a2,kuaa,koaa,ka,ka
歌曲,kua-khik,25,koa-khek,kua1khik4,koa1khek4,kuakhik,koakhek,kk,kk
歌聲,kua-siann,25,koa-siaⁿ,kua1siann1,koa1siann1,kuasiann,koasiann,ks,ks
歌詞,kua-sû,25,koa-sû,kua1su5,koa1su5,kuasu,koasu,ks,ks
歌詩,kua-si,25,koa-si,kua1si1,koa1si1,kuasi,koasi,ks,ks
歌謠,kua-iâu,25,koa-iâu,kua1iau5,koa1iau5,kuaiau,koaiau,ki,ki
歐洲,au-tsiu,25,au-chiu,au1tsiu1,au1chiu1,autsiu,auchiu,at,ac
歐盟,au-bîng,25,au-bêng,au1bing5,au1beng5,aubing,aubeng,ab,ab
歕空,pûn-khang,25,pûn-khang,pun5khang1,pun5khang1,punkhang,punkhang,pk,pk
歡唱,huan-tshiùnn,25,hoan-chhiùⁿ,huan1tshiunn3,hoan1chhiunn3,huantshiunn,hoanchhiunn,ht,hc
歡迎,huan-gîng,25,hoan-gêng,huan1ging5,hoan1geng5,huanging,hoangeng,hg,hg
止血,tsí-hueh,25,chí-hoeh,tsi2hueh4,chi2hoeh4,tsihueh,chihoeh,th,ch
正廳,tsiànn-thian,25,chiàⁿ-thian,tsiann3thian1,chiann3thian1,tsiannthian,chiannthian,tt,ct
正拳,tsiànn-kûn,25,chiàⁿ-kûn,tsiann3kun5,chiann3kun5,tsiannkun,chiannkun,tk,ck
正文,tsiànn-bûn,25,chiàⁿ-bûn,tsiann3bun5,chiann3bun5,tsiannbun,chiannbun,tb,cb
正極,tsiànn-ki̍k,25,chiàⁿ-ke̍k,tsiann3kik8,chiann3kek8,tsiannkik,chiannkek,tk,ck
正楷,tsiànn-khái,25,chiàⁿ-khái,tsiann3khai2,chiann3khai2,tsiannkhai,chiannkhai,tk,ck
正比,tsìng-pí,25,chèng-pí,tsing3pi2,cheng3pi2,tsingpi,chengpi,tp,cp
武術,bú-su̍t,25,bú-su̍t,bu2sut8,bu2sut8,busut,busut,bs,bs
歹菌,pháinn-khún,25,pháiⁿ-khún,phainn2khun2,phainn2khun2,phainnkhun,phainnkhun,pk,pk
死亡,sí-bông,25,sí-bông,si2bong5,si2bong5,sibong,sibong,sb,sb
殕色,phú-sik,25,phú-sek,phu2sik4,phu2sek4,phusik,phusek,ps,ps
殖民,si̍t-bîn,25,si̍t-bîn,sit8bin5,sit8bin5,sitbin,sitbin,sb,sb
段落,tuānn-lo̍h,25,tōaⁿ-lo̍h,tuann7loh8,toann7loh8,tuannloh,toannloh,tl,tl
毒品,to̍k-phín,25,to̍k-phín,tok8phin2,tok8phin2,tokphin,tokphin,tp,tp
比例,pí-lē,25,pí-lē,pi2le7,pi2le7,pile,pile,pl,pl
比值,pí-ta̍t,25,pí-ta̍t,pi2tat8,pi2tat8,pitat,pitat,pt,pt
比喻,pí-jū,25,pí-jū,pi2ju7,pi2ju7,piju,piju,pj,pj
比率,pí-lu̍t,25,pí-lu̍t,pi2lut8,pi2lut8,pilut,pilut,pl,pl
比論,pí-lūn,25,pí-lūn,pi2lun7,pi2lun7,pilun,pilun,pl,pl
比較,pí-kàu,25,pí-kàu,pi2kau3,pi2kau3,pikau,pikau,pk,pk
比重,pí-tāng,25,pí-tāng,pi2tang7,pi2tang7,pitang,pitang,pt,pt
毛重,môo-tāng,25,mô͘-tāng,moo5tang7,moo5tang7,mootang,mootang,mt,mt
毫升,hô-tsin,25,hô-chin,ho5tsin1,ho5chin1,hotsin,hochin,ht,hc
毽子,kiàn-tsí,25,kiàn-chí,kian3tsi2,kian3chi2,kiantsi,kianchi,kt,kc
毽球,kiàn-kiû,25,kiàn-kiû,kian3kiu5,kian3kiu5,kiankiu,kiankiu,kk,kk
民主,bîn-tsú,25,bîn-chú,bin5tsu2,bin5chu2,bintsu,binchu,bt,bc
民俗,bîn-sio̍k,25,bîn-sio̍k,bin5siok8,bin5siok8,binsiok,binsiok,bs,bs
民歌,bîn-kua,25,bîn-koa,bin5kua1,bin5koa1,binkua,binkoa,bk,bk
民謠,bîn-iâu,25,bîn-iâu,bin5iau5,bin5iau5,biniau,biniau,bi,bi
民變,bîn-piàn,25,bîn-piàn,bin5pian3,bin5pian3,binpian,binpian,bp,bp
氣候,khì-hāu,25,khì-hāu,khi3hau7,khi3hau7,khihau,khihau,kh,kh
氣口,khuì-kháu,25,khùi-kháu,khui3khau2,khui3khau2,khuikhau,khuikhau,kk,kk
氣味,khì-bī,25,khì-bī,khi3bi7,khi3bi7,khibi,khibi,kb,kb
氣團,khì-thuân,25,khì-thoân,khi3thuan5,khi3thoan5,khithuan,khithoan,kt,kt
氣壓,khì-ap,25,khì-ap,khi3ap4,khi3ap4,khiap,khiap,ka,ka
氣室,khì-sik,25,khì-sek,khi3sik4,khi3sek4,khisik,khisek,ks,ks
氣態,khì-thài,25,khì-thài,khi3thai3,khi3thai3,khithai,khithai,kt,kt
氣流,khì-liû,25,khì-liû,khi3liu5,khi3liu5,khiliu,khiliu,kl,kl
氣溫,khì-un,25,khì-un,khi3un1,khi3un1,khiun,khiun,ku,ku
氣空,khì-khang,25,khì-khang,khi3khang1,khi3khang1,khikhang,khikhang,kk,kk
氣象,khì-siōng,25,khì-siōng,khi3siong7,khi3siong7,khisiong,khisiong,ks,ks
氣門,khì-mn̂g,25,khì-mn̂g,khi3mng5,khi3mng5,khimng,khimng,km,km
氣體,khì-thé,25,khì-thé,khi3the2,khi3the2,khithe,khithe,kt,kt
氧化,ióng-huà,25,ióng-hòa,iong2hua3,iong2hoa3,ionghua,ionghoa,ih,ih
水份,tsuí-hūn,25,chúi-hūn,tsui2hun7,chui2hun7,tsuihun,chuihun,th,ch
水位,tsuí-uī,25,chúi-ūi,tsui2ui7,chui2ui7,tsuiui,chuiui,tu,cu
水力,tsuí-li̍k,25,chúi-le̍k,tsui2lik8,chui2lek8,tsuilik,chuilek,tl,cl
水印,tsuí-ìn,25,chúi-ìn,tsui2in3,chui2in3,tsuiin,chuiin,ti,ci
水圳,tsuí-tsùn,25,chúi-chùn,tsui2tsun3,chui2chun3,tsuitsun,chuichun,tt,cc
水塔,tsuí-thah,25,chúi-thah,tsui2thah4,chui2thah4,tsuithah,chuithah,tt,ct
水墨,tsuí-ba̍k,25,chúi-ba̍k,tsui2bak8,chui2bak8,tsuibak,chuibak,tb,cb
水壓,tsuí-ap,25,chúi-ap,tsui2ap4,chui2ap4,tsuiap,chuiap,ta,ca
水壺,tsuí-ôo,25,chúi-ô͘,tsui2oo5,chui2oo5,tsuioo,chuioo,to,co
水尾,tsuí-bué,25,chúi-bóe,tsui2bue2,chui2boe2,tsuibue,chuiboe,tb,cb
水庫,tsuí-khòo,25,chúi-khò͘,tsui2khoo3,chui2khoo3,tsuikhoo,chuikhoo,tk,ck
水彩,tsuí-tshái,25,chúi-chhái,tsui2tshai2,chui2chhai2,tsuitshai,chuichhai,tt,cc
水星,tsuí-tshenn,25,chúi-chheⁿ,tsui2tshenn1,chui2chhenn1,tsuitshenn,chuichhenn,tt,cc
水晶,tsuí-tsinn,25,chúi-chiⁿ,tsui2tsinn1,chui2chinn1,tsuitsinn,chuichinn,tt,cc
水氣,tsuí-khì,25,chúi-khì,tsui2khi3,chui2khi3,tsuikhi,chuikhi,tk,ck
水流,tsuí-liû,25,chúi-liû,tsui2liu5,chui2liu5,tsuiliu,chuiliu,tl,cl
水溫,tsuí-un,25,chúi-un,tsui2un1,chui2un1,tsuiun,chuiun,tu,cu
水煙,tsuí-ian,25,chúi-ian,tsui2ian1,chui2ian1,tsuiian,chuiian,ti,ci
水珠,tsuí-tsu,25,chúi-chu,tsui2tsu1,chui2chu1,tsuitsu,chuichu,tt,cc
水疱,tsuí-phā,25,chúi-phā,tsui2pha7,chui2pha7,tsuipha,chuipha,tp,cp
水蛆,tsuí-tshi,25,chúi-chhi,tsui2tshi1,chui2chhi1,tsuitshi,chuichhi,tt,cc
水質,tsuí-tsit,25,chúi-chit,tsui2tsit4,chui2chit4,tsuitsit,chuichit,tt,cc
水跡,tsuí-jiah,25,chúi-jiah,tsui2jiah4,chui2jiah4,tsuijiah,chuijiah,tj,cj
水路,tsuí-lōo,25,chúi-lō͘,tsui2loo7,chui2loo7,tsuiloo,chuiloo,tl,cl
水量,tsuí-liōng,25,chúi-liōng,tsui2liong7,chui2liong7,tsuiliong,chuiliong,tl,cl
水韭,tsuí-kú,25,chúi-kú,tsui2ku2,chui2ku2,tsuiku,chuiku,tk,ck
水頭,tsuí-thâu,25,chúi-thâu,tsui2thau5,chui2thau5,tsuithau,chuithau,tt,ct
永夜,íng-iā,25,éng-iā,ing2ia7,eng2ia7,ingia,engia,ii,ei
永晝,íng-tiù,25,éng-tiù,ing2tiu3,eng2tiu3,ingtiu,engtiu,it,et
池仔,tî-á,25,tî-á,ti5a2,ti5a2,tia,tia,ta,ta
決賽,kuat-sài,25,koat-sài,kuat4sai3,koat4sai3,kuatsai,koatsai,ks,ks
汽油,khì-iû,25,khì-iû,khi3iu5,khi3iu5,khiiu,khiiu,ki,ki
汽艇,khì-thíng,25,khì-théng,khi3thing2,khi3theng2,khithing,khitheng,kt,kt
沖浴,tshiâng-i̍k,25,chhiâng-e̍k,tshiang5ik8,chhiang5ek8,tshiangik,chhiangek,ti,ce
沖積,tshiong-tsik,25,chhiong-chek,tshiong1tsik4,chhiong1chek4,tshiongtsik,chhiongchek,tt,cc
沙池,sua-tî,25,soa-tî,sua1ti5,soa1ti5,suati,soati,st,st
沙漠,sua-bo̍k,25,soa-bo̍k,sua1bok8,soa1bok8,suabok,soabok,sb,sb
沙線,sua-suànn,25,soa-sòaⁿ,sua1suann3,soa1soann3,suasuann,soasoann,ss,ss
沙鈴,sua-lîng,25,soa-lêng,sua1ling5,soa1leng5,sualing,soaleng,sl,sl
沙雕,sua-tiau,25,soa-tiau,sua1tiau1,soa1tiau1,suatiau,soatiau,st,st
河床,hô-tshn̂g,25,hô-chhn̂g,ho5tshng5,ho5chhng5,hotshng,hochhng,ht,hc
河流,hô-liû,25,hô-liû,ho5liu5,ho5liu5,holiu,holiu,hl,hl
河谷,hô-kok,25,hô-kok,ho5kok4,ho5kok4,hokok,hokok,hk,hk
河道,hô-tō,25,hô-tō,ho5to7,ho5to7,hoto,hoto,ht,ht
油彩,iû-tshái,25,iû-chhái,iu5tshai2,iu5chhai2,iutshai,iuchhai,it,ic
油畫,iû-uē,25,iû-ōe,iu5ue7,iu5oe7,iuue,iuoe,iu,io
油脂,iû-tsi,25,iû-chi,iu5tsi1,iu5chi1,iutsi,iuchi,it,ic
油跡,iû-jiah,25,iû-jiah,iu5jiah4,iu5jiah4,iujiah,iujiah,ij,ij
泄尿,tshuā-jiō,25,chhōa-jiō,tshua7jio7,chhoa7jio7,tshuajio,chhoajio,tj,cj
泅水,siû-tsuí,25,siû-chúi,siu5tsui2,siu5chui2,siutsui,siuchui,st,sc
法律,huat-lu̍t,25,hoat-lu̍t,huat4lut8,hoat4lut8,huatlut,hoatlut,hl,hl
法治,huat-tī,25,hoat-tī,huat4ti7,hoat4ti7,huatti,hoatti,ht,ht
法規,huat-kui,25,hoat-kui,huat4kui1,hoat4kui1,huatkui,hoatkui,hk,hk
注意,tsù-ì,25,chù-ì,tsu3i3,chu3i3,tsui,chui,ti,ci
注釋,tsù-sik,25,chù-sek,tsu3sik4,chu3sek4,tsusik,chusek,ts,cs
注音,tsù-im,25,chù-im,tsu3im1,chu3im1,tsuim,chuim,ti,ci
洗喙,sé-tshuì,25,sé-chhùi,se2tshui3,se2chhui3,setshui,sechhui,st,sc
洘流,khó-lâu,25,khó-lâu,kho2lau5,kho2lau5,kholau,kholau,kl,kl
洞簫,tōng-siau,25,tōng-siau,tong7siau1,tong7siau1,tongsiau,tongsiau,ts,ts
活塞,ua̍h-that,25,oa̍h-that,uah8that4,oah8that4,uahthat,oahthat,ut,ot
活栓,ua̍h-sng,25,oa̍h-sng,uah8sng1,oah8sng1,uahsng,oahsng,us,os
活鈕,ua̍h-liú,25,oa̍h-liú,uah8liu2,oah8liu2,uahliu,oahliu,ul,ol
流感,liû-kám,25,liû-kám,liu5kam2,liu5kam2,liukam,liukam,lk,lk
流行,liû-hîng,25,liû-hêng,liu5hing5,liu5heng5,liuhing,liuheng,lh,lh
