hanzi,tl,frequency,poj,tl_num,poj_num,tps_num,tps_num_var,tl_notone,poj_notone,tps_notone,tps_notone_var,tl_abbrev,poj_abbrev,tps_abbrev,tps_abbrev_var,taigitv,is_variant
功能齒,kong-lîng-khí,16,kong-lêng-khí,kong1ling5khi2,kong1leng5khi2,ㄍㆲㄌㄧㄥˊㄎㄧˋ,,konglingkhi,konglengkhi,ㄍㆲㄌㄧㄥㄎㄧ,,klk,klk,ㄍㄌㄎ,,True,False
加熱薰,ka-jia̍t-hun,16,ka-jia̍t-hun,ka1jiat8hun1,ka1jiat8hun1,ㄍㄚㆢㄧㄚㆵ̇ㄏㄨㄣ,,kajiathun,kajiathun,ㄍㄚㆢㄧㄚㆵㄏㄨㄣ,,kjh,kjh,ㄍㆢㄏ,,True,True
加熱薰,ka-lia̍t-hun,16,ka-lia̍t-hun,ka1liat8hun1,ka1liat8hun1,ㄍㄚㄌㄧㄚㆵ̇ㄏㄨㄣ,,kaliathun,kaliathun,ㄍㄚㄌㄧㄚㆵㄏㄨㄣ,,klh,klh,ㄍㄌㄏ,,True,True
助聽器,tsōo-thiann-khì,16,chō͘-thiaⁿ-khì,tsoo7thiann1khi3,choo7thiann1khi3,ㄗㆦ˫ㄊㄧㆩㄎㄧ˪,,tsoothiannkhi,choothiannkhi,ㄗㆦㄊㄧㆩㄎㄧ,,ttk,ctk,ㄗㄊㄎ,,True,False
化妝台,huà-tsong-tâi,16,hòa-chong-tâi,hua3tsong1tai5,hoa3chong1tai5,ㄏㄨㄚ˪ㄗㆲㄉㄞˊ,,huatsongtai,hoachongtai,ㄏㄨㄚㄗㆲㄉㄞ,,htt,hct,ㄏㄗㄉ,,True,False
化妝棉,huà-tsong-mî,16,hòa-chong-mî,hua3tsong1mi5,hoa3chong1mi5,ㄏㄨㄚ˪ㄗㆲㄇㄧˊ,,huatsongmi,hoachongmi,ㄏㄨㄚㄗㆲㄇㄧ,,htm,hcm,ㄏㄗㄇ,,True,False
化妝水,huà-tsong-tsuí,16,hòa-chong-chúi,hua3tsong1tsui2,hoa3chong1chui2,ㄏㄨㄚ˪ㄗㆲㄗㄨㄧˋ,,huatsongtsui,hoachongchui,ㄏㄨㄚㄗㆲㄗㄨㄧ,,htt,hcc,ㄏㄗㄗ,,True,False
化妝筅,huà-tsong-tshíng,16,hòa-chong-chhéng,hua3tsong1tshing2,hoa3chong1chheng2,ㄏㄨㄚ˪ㄗㆲㄑㄧㄥˋ,,huatsongtshing,hoachongchheng,ㄏㄨㄚㄗㆲㄑㄧㄥ,,htt,hcc,ㄏㄗㄑ,,True,False
化妝鏡,huà-tsong-kiànn,16,hòa-chong-kiàⁿ,hua3tsong1kiann3,hoa3chong1kiann3,ㄏㄨㄚ˪ㄗㆲㄍㄧㆩ˪,,huatsongkiann,hoachongkiann,ㄏㄨㄚㄗㆲㄍㄧㆩ,,htk,hck,ㄏㄗㄍ,,True,False
匿名者,li̍k-miâ-tsiá,16,le̍k-miâ-chiá,lik8mia5tsia2,lek8mia5chia2,ㄌㄧㆻ̇ㄇㄧㄚˊㄐㄧㄚˋ,,likmiatsia,lekmiachia,ㄌㄧㆻㄇㄧㄚㄐㄧㄚ,,lmt,lmc,ㄌㄇㄐ,,True,False
十進位,tsa̍p-tsìn-uī,16,cha̍p-chìn-ūi,tsap8tsin3ui7,chap8chin3ui7,ㄗㄚㆴ̇ㄐㄧㄣ˪ㄨㄧ˫,,tsaptsinui,chapchinui,ㄗㄚㆴㄐㄧㄣㄨㄧ,,ttu,ccu,ㄗㄐㄨ,,True,False
千島醬,tshian-tó-tsiùnn,16,chhian-tó-chiùⁿ,tshian1to2tsiunn3,chhian1to2chiunn3,ㄑㄧㄢㄉㄛˋㄐㄧㆫ˪,,tshiantotsiunn,chhiantochiunn,ㄑㄧㄢㄉㄛㄐㄧㆫ,,ttt,ctc,ㄑㄉㄐ,,True,False
升利息,sing-lī-sik,16,seng-lī-sek,sing1li7sik4,seng1li7sek4,ㄒㄧㄥㄌㄧ˫ㄒㄧㆻ,,singlisik,senglisek,ㄒㄧㄥㄌㄧㄒㄧㆻ,,sls,sls,ㄒㄌㄒ,,True,False
半熟卵,puànn-si̍k-nn̄g,16,pòaⁿ-se̍k-nn̄g,puann3sik8nng7,poann3sek8nng7,ㄅㄨㆩ˪ㄒㄧㆻ̇ㄋㆭ˫,,puannsiknng,poannseknng,ㄅㄨㆩㄒㄧㆻㄋㆭ,,psn,psn,ㄅㄒㄋ,,True,False
半衰期,puàn-sue-kî,16,poàn-soe-kî,puan3sue1ki5,poan3soe1ki5,ㄅㄨㄢ˪ㄙㄨㆤㄍㄧˊ,,puansueki,poansoeki,ㄅㄨㄢㄙㄨㆤㄍㄧ,,psk,psk,ㄅㄙㄍ,,True,False
半衰期,puànn-sue-kî,16,pòaⁿ-soe-kî,puann3sue1ki5,poann3soe1ki5,ㄅㄨㆩ˪ㄙㄨㆤㄍㄧˊ,,puannsueki,poannsoeki,ㄅㄨㆩㄙㄨㆤㄍㄧ,,psk,psk,ㄅㄙㄍ,,True,False
協同肌,hia̍p-tông-ki,16,hia̍p-tông-ki,hiap8tong5ki1,hiap8tong5ki1,ㄏㄧㄚㆴ̇ㄉㆲˊㄍㄧ,,hiaptongki,hiaptongki,ㄏㄧㄚㆴㄉㆲㄍㄧ,,htk,htk,ㄏㄉㄍ,,True,False
卡巴迪,kha-pá-tih,16,kha-pá-tih,kha1pa2tih4,kha1pa2tih4,ㄎㄚㄅㄚˋㄉㄧㆷ,,khapatih,khapatih,ㄎㄚㄅㄚㄉㄧㆷ,,kpt,kpt,ㄎㄅㄉ,,True,False
卵白霜,nn̄g-pe̍h-song,16,nn̄g-pe̍h-song,nng7peh8song1,nng7peh8song1,ㄋㆭ˫ㄅㆤㆷ̇ㄙㆲ,,nngpehsong,nngpehsong,ㄋㆭㄅㆤㆷㄙㆲ,,nps,nps,ㄋㄅㄙ,,True,False
卸妝乳,sià-tsong-jú,16,sià-chong-jú,sia3tsong1ju2,sia3chong1ju2,ㄒㄧㄚ˪ㄗㆲㆡㄨˋ,,siatsongju,siachongju,ㄒㄧㄚㄗㆲㆡㄨ,,stj,scj,ㄒㄗㆡ,,True,False
卸妝水,sià-tsong-tsuí,16,sià-chong-chúi,sia3tsong1tsui2,sia3chong1chui2,ㄒㄧㄚ˪ㄗㆲㄗㄨㄧˋ,,siatsongtsui,siachongchui,ㄒㄧㄚㄗㆲㄗㄨㄧ,,stt,scc,ㄒㄗㄗ,,True,False
卸妝油,sià-tsong-iû,16,sià-chong-iû,sia3tsong1iu5,sia3chong1iu5,ㄒㄧㄚ˪ㄗㆲㄧㄨˊ,,siatsongiu,siachongiu,ㄒㄧㄚㄗㆲㄧㄨ,,sti,sci,ㄒㄗㄧ,,True,False
厚喙脣,kāu tshuì-tûn,16,kāu chhùi-tûn,kau7tshui3tun5,kau7chhui3tun5,ㄍㄠ˫ㄘㄨㄧ˪ㄉㄨㄣˊ,,kautshuitun,kauchhuitun,ㄍㄠㄘㄨㄧㄉㄨㄣ,,ktt,kct,ㄍㄘㄉ,,True,False
厚藻鹽,kāu-tsó-iâm,16,kāu-chó-iâm,kau7tso2iam5,kau7cho2iam5,ㄍㄠ˫ㄗㄛˋㄧㆰˊ,,kautsoiam,kauchoiam,ㄍㄠㄗㄛㄧㆰ,,kti,kci,ㄍㄗㄧ,,True,False
原始碼,guân-sí-bé,16,goân-sí-bé,guan5si2be2,goan5si2be2,ㆣㄨㄢˊㄒㄧˋㆠㆤˋ,,guansibe,goansibe,ㆣㄨㄢㄒㄧㆠㆤ,,gsb,gsb,ㆣㄒㆠ,,True,False
去角質,khì kak-tsit,16,khì kak-chit,khi3kak4tsit4,khi3kak4chit4,ㄎㄧ˪ㄍㄚㆻㄐㄧㆵ,,khikaktsit,khikakchit,ㄎㄧㄍㄚㆻㄐㄧㆵ,,kkt,kkc,ㄎㄍㄐ,,True,False
反曲弓,huán-khiok king,16,hoán-khiok keng,huan2khiok4king1,hoan2khiok4keng1,ㄏㄨㄢˋㄎㄧㆦㆻㄍㄧㄥ,,huankhiokking,hoankhiokkeng,ㄏㄨㄢㄎㄧㆦㆻㄍㄧㄥ,,hkk,hkk,ㄏㄎㄍ,,True,False
古銅粉,kóo-tâng-hún,16,kó͘-tâng-hún,koo2tang5hun2,koo2tang5hun2,ㄍㆦˋㄉㄤˊㄏㄨㄣˋ,,kootanghun,kootanghun,ㄍㆦㄉㄤㄏㄨㄣ,,kth,kth,ㄍㄉㄏ,,True,False
叨撚批,lo-lián-phue,16,lo-lián-phoe,lo1lian2phue1,lo1lian2phoe1,ㄌㄛㄌㄧㄢˋㄆㄨㆤ,,lolianphue,lolianphoe,ㄌㄛㄌㄧㄢㄆㄨㆤ,,llp,llp,ㄌㄌㄆ,,True,False
可可仔,khoo-khóo-ah,16,kho͘-khó͘-ah,khoo1khoo2ah4,khoo1khoo2ah4,ㄎㆦㄎㆦˋㄚㆷ,,khookhooah,khookhooah,ㄎㆦㄎㆦㄚㆷ,,kka,kka,ㄎㄎㄚ,,True,False
可樂餅,khó-lo̍k-piánn,16,khó-lo̍k-piáⁿ,kho2lok8piann2,kho2lok8piann2,ㄎㄛˋㄌㆦㆻ̇ㄅㄧㆩˋ,,kholokpiann,kholokpiann,ㄎㄛㄌㆦㆻㄅㄧㆩ,,klp,klp,ㄎㄌㄅ,,True,False
可蘭經,khó-lân-king,16,khó-lân-keng,kho2lan5king1,kho2lan5keng1,ㄎㄛˋㄌㄢˊㄍㄧㄥ,,kholanking,kholankeng,ㄎㄛㄌㄢㄍㄧㄥ,,klk,klk,ㄎㄌㄍ,,True,False
可麗露,khó-lē-lōo,16,khó-lē-lō͘,kho2le7loo7,kho2le7loo7,ㄎㄛˋㄌㆤ˫ㄌㆦ˫,,kholeloo,kholeloo,ㄎㄛㄌㆤㄌㆦ,,kll,kll,ㄎㄌㄌ,,True,False
台積電,tâi-tsik-tiān,16,tâi-chek-tiān,tai5tsik4tian7,tai5chek4tian7,ㄉㄞˊㄐㄧㆻㄉㄧㄢ˫,,taitsiktian,taichektian,ㄉㄞㄐㄧㆻㄉㄧㄢ,,ttt,tct,ㄉㄐㄉ,,True,False
右打者,iū-tánn-tsiá,16,iū-táⁿ-chiá,iu7tann2tsia2,iu7tann2chia2,ㄧㄨ˫ㄉㆩˋㄐㄧㄚˋ,,iutanntsia,iutannchia,ㄧㄨㄉㆩㄐㄧㄚ,,itt,itc,ㄧㄉㄐ,,True,False
合氣道,ha̍p-khì-tō,16,ha̍p-khì-tō,hap8khi3to7,hap8khi3to7,ㄏㄚㆴ̇ㄎㄧ˪ㄉㄛ˫,,hapkhito,hapkhito,ㄏㄚㆴㄎㄧㄉㄛ,,hkt,hkt,ㄏㄎㄉ,,True,False
吉娃娃,tshi-uá-uah,16,chhi-óa-oah,tshi1ua2uah4,chhi1oa2oah4,ㄑㄧㄨㄚˋㄨㄚㆷ,,tshiuauah,chhioaoah,ㄑㄧㄨㄚㄨㄚㆷ,,tuu,coo,ㄑㄨㄨ,,True,False
吊熨機,tiàu-ut-ki,16,tiàu-ut-ki,tiau3ut4ki1,tiau3ut4ki1,ㄉㄧㄠ˪ㄨㆵㄍㄧ,,tiauutki,tiauutki,ㄉㄧㄠㄨㆵㄍㄧ,,tuk,tuk,ㄉㄨㄍ,,True,False
吐血鯃,thòo-hueh-ngôo,16,thò͘-hoeh-ngô͘,thoo3hueh4ngoo5,thoo3hoeh4ngoo5,ㄊㆦ˪ㄏㄨㆤㆷㄫㆦˊ,,thoohuehngoo,thoohoehngoo,ㄊㆦㄏㄨㆤㆷㄫㆦ,,thn,thn,ㄊㄏㄫ,,True,False
吐血鯃,thòo-huih-ngôo,16,thò͘-huih-ngô͘,thoo3huih4ngoo5,thoo3huih4ngoo5,ㄊㆦ˪ㄏㄨㄧㆷㄫㆦˊ,,thoohuihngoo,thoohuihngoo,ㄊㆦㄏㄨㄧㆷㄫㆦ,,thn,thn,ㄊㄏㄫ,,True,False
向量圖,hiòng-liōng-tôo,16,hiòng-liōng-tô͘,hiong3liong7too5,hiong3liong7too5,ㄏㄧㆲ˪ㄌㄧㆲ˫ㄉㆦˊ,,hiongliongtoo,hiongliongtoo,ㄏㄧㆲㄌㄧㆲㄉㆦ,,hlt,hlt,ㄏㄌㄉ,,True,False
和肉佮,hām-bah-kah,16,hām-bah-kah,ham7bah4kah4,ham7bah4kah4,ㄏㆰ˫ㆠㄚㆷㄍㄚㆷ,,hambahkah,hambahkah,ㄏㆰㆠㄚㆷㄍㄚㆷ,,hbk,hbk,ㄏㆠㄍ,,True,False
和風醬,hô-hong-tsiùnn,16,hô-hong-chiùⁿ,ho5hong1tsiunn3,ho5hong1chiunn3,ㄏㄛˊㄏㆲㄐㄧㆫ˪,,hohongtsiunn,hohongchiunn,ㄏㄛㄏㆲㄐㄧㆫ,,hht,hhc,ㄏㄏㄐ,,True,False
咖啡因,ka-pi-in,16,ka-pi-in,ka1pi1in1,ka1pi1in1,ㄍㄚㄅㄧㄧㄣ,,kapiin,kapiin,ㄍㄚㄅㄧㄧㄣ,,kpi,kpi,ㄍㄅㄧ,,True,False
咖啡磚,ka-pi-tsng,16,ka-pi-chng,ka1pi1tsng1,ka1pi1chng1,ㄍㄚㄅㄧㄗㆭ,,kapitsng,kapichng,ㄍㄚㄅㄧㄗㆭ,,kpt,kpc,ㄍㄅㄗ,,True,False
哈士奇,ha-sū-kî,16,ha-sū-kî,ha1su7ki5,ha1su7ki5,ㄏㄚㄙㄨ˫ㄍㄧˊ,,hasuki,hasuki,ㄏㄚㄙㄨㄍㄧ,,hsk,hsk,ㄏㄙㄍ,,True,False
哈密瓜,ha-bi̍t-kue,16,ha-bi̍t-koe,ha1bit8kue1,ha1bit8koe1,ㄏㄚㆠㄧㆵ̇ㄍㄨㆤ,,habitkue,habitkoe,ㄏㄚㆠㄧㆵㄍㄨㆤ,,hbk,hbk,ㄏㆠㄍ,,True,True
哈巴狗,ha-pa-káu,16,ha-pa-káu,ha1pa1kau2,ha1pa1kau2,ㄏㄚㄅㄚㄍㄠˋ,,hapakau,hapakau,ㄏㄚㄅㄚㄍㄠ,,hpk,hpk,ㄏㄅㄍ,,True,False
喙䫌骨,tshuì-phué-kut,16,chhùi-phóe-kut,tshui3phue2kut4,chhui3phoe2kut4,ㄘㄨㄧ˪ㄆㄨㆤˋㄍㄨㆵ,,tshuiphuekut,chhuiphoekut,ㄘㄨㄧㄆㄨㆤㄍㄨㆵ,,tpk,cpk,ㄘㄆㄍ,,True,False
喙脣彩,tshuì-tûn-tshái,16,chhùi-tûn-chhái,tshui3tun5tshai2,chhui3tun5chhai2,ㄘㄨㄧ˪ㄉㄨㄣˊㄘㄞˋ,,tshuituntshai,chhuitunchhai,ㄘㄨㄧㄉㄨㄣㄘㄞ,,ttt,ctc,ㄘㄉㄘ,,True,False
喙脣痕,tshuì-tûn-hûn,16,chhùi-tûn-hûn,tshui3tun5hun5,chhui3tun5hun5,ㄘㄨㄧ˪ㄉㄨㄣˊㄏㄨㄣˊ,,tshuitunhun,chhuitunhun,ㄘㄨㄧㄉㄨㄣㄏㄨㄣ,,tth,cth,ㄘㄉㄏ,,True,False
喙脣膏,tshuì-tûn-ko,16,chhùi-tûn-ko,tshui3tun5ko1,chhui3tun5ko1,ㄘㄨㄧ˪ㄉㄨㄣˊㄍㄛ,,tshuitunko,chhuitunko,ㄘㄨㄧㄉㄨㄣㄍㄛ,,ttk,ctk,ㄘㄉㄍ,,True,False
喙脣膜,tshuì-tûn-mo̍oh,16,chhùi-tûn-mo̍͘h,tshui3tun5mooh8,chhui3tun5mooh8,ㄘㄨㄧ˪ㄉㄨㄣˊㄇㆦㆷ̇,,tshuitunmooh,chhuitunmooh,ㄘㄨㄧㄉㄨㄣㄇㆦㆷ,,ttm,ctm,ㄘㄉㄇ,,True,False
喙脣蜜,tshuì-tûn-bi̍t,16,chhùi-tûn-bi̍t,tshui3tun5bit8,chhui3tun5bit8,ㄘㄨㄧ˪ㄉㄨㄣˊㆠㄧㆵ̇,,tshuitunbit,chhuitunbit,ㄘㄨㄧㄉㄨㄣㆠㄧㆵ,,ttb,ctb,ㄘㄉㆠ,,True,False
單選鈕,tan-suán-liú,16,tan-soán-liú,tan1suan2liu2,tan1soan2liu2,ㄉㄢㄙㄨㄢˋㄌㄧㄨˋ,,tansuanliu,tansoanliu,ㄉㄢㄙㄨㄢㄌㄧㄨ,,tsl,tsl,ㄉㄙㄌ,,True,False
噗仔紙,phok-á-tsuá,16,phok-á-chóa,phok4a2tsua2,phok4a2choa2,ㄆㆦㆻㄚˋㄗㄨㄚˋ,,phokatsua,phokachoa,ㄆㆦㆻㄚㄗㄨㄚ,,pat,pac,ㄆㄚㄗ,,True,False
噴射球,phùn-siā-kiû,16,phùn-siā-kiû,phun3sia7kiu5,phun3sia7kiu5,ㄆㄨㄣ˪ㄒㄧㄚ˫ㄍㄧㄨˊ,,phunsiakiu,phunsiakiu,ㄆㄨㄣㄒㄧㄚㄍㄧㄨ,,psk,psk,ㄆㄒㄍ,,True,False
四䆀球,sì-bái-kiû,16,sì-bái-kiû,si3bai2kiu5,si3bai2kiu5,ㄒㄧ˪ㆠㄞˋㄍㄧㄨˊ,,sibaikiu,sibaikiu,ㄒㄧㆠㄞㄍㄧㄨ,,sbk,sbk,ㄒㆠㄍ,,True,False
團體賽,thuân-thé-sài,16,thoân-thé-sài,thuan5the2sai3,thoan5the2sai3,ㄊㄨㄢˊㄊㆤˋㄙㄞ˪,,thuanthesai,thoanthesai,ㄊㄨㄢㄊㆤㄙㄞ,,tts,tts,ㄊㄊㄙ,,True,False
坦笑泅,thán-tshiò-siû,16,thán-chhiò-siû,than2tshio3siu5,than2chhio3siu5,ㄊㄢˋㄑㄧㄛ˪ㄒㄧㄨˊ,,thantshiosiu,thanchhiosiu,ㄊㄢㄑㄧㄛㄒㄧㄨ,,tts,tcs,ㄊㄑㄒ,,True,False
執行緒,tsip-hîng-sī,16,chip-hêng-sī,tsip4hing5si7,chip4heng5si7,ㄐㄧㆴㄏㄧㄥˊㄒㄧ˫,,tsiphingsi,chiphengsi,ㄐㄧㆴㄏㄧㄥㄒㄧ,,ths,chs,ㄐㄏㄒ,,True,False
執行緒,tsip-hîng-sū,16,chip-hêng-sū,tsip4hing5su7,chip4heng5su7,ㄐㄧㆴㄏㄧㄥˊㄙㄨ˫,,tsiphingsu,chiphengsu,ㄐㄧㆴㄏㄧㄥㄙㄨ,,ths,chs,ㄐㄏㄙ,,True,False
塔利班,thah-lī-pan,16,thah-lī-pan,thah4li7pan1,thah4li7pan1,ㄊㄚㆷㄌㄧ˫ㄅㄢ,,thahlipan,thahlipan,ㄊㄚㆷㄌㄧㄅㄢ,,tlp,tlp,ㄊㄌㄅ,,True,False
塔塔醬,thah-thah-tsiùnn,16,thah-thah-chiùⁿ,thah4thah4tsiunn3,thah4thah4chiunn3,ㄊㄚㆷㄊㄚㆷㄐㄧㆫ˪,,thahthahtsiunn,thahthahchiunn,ㄊㄚㆷㄊㄚㆷㄐㄧㆫ,,ttt,ttc,ㄊㄊㄐ,,True,False
塗豆醬,thôo-tāu-tsiùnn,16,thô͘-tāu-chiùⁿ,thoo5tau7tsiunn3,thoo5tau7chiunn3,ㄊㆦˊㄉㄠ˫ㄐㄧㆫ˪,,thootautsiunn,thootauchiunn,ㄊㆦㄉㄠㄐㄧㆫ,,ttt,ttc,ㄊㄉㄐ,,True,False
壓炒房,ah tshá-pâng,16,ah chhá-pâng,ah4tsha2pang5,ah4chha2pang5,ㄚㆷㄘㄚˋㄅㄤˊ,,ahtshapang,ahchhapang,ㄚㆷㄘㄚㄅㄤ,,atp,acp,ㄚㄘㄅ,,True,False
壓縮檔,ap-sok-tòng,16,ap-sok-tòng,ap4sok4tong3,ap4sok4tong3,ㄚㆴㄙㆦㆻㄉㆲ˪,,apsoktong,apsoktong,ㄚㆴㄙㆦㆻㄉㆲ,,ast,ast,ㄚㄙㄉ,,True,False
壓縮檔,ap-sok-tóng,16,ap-sok-tóng,ap4sok4tong2,ap4sok4tong2,ㄚㆴㄙㆦㆻㄉㆲˋ,,apsoktong,apsoktong,ㄚㆴㄙㆦㆻㄉㆲ,,ast,ast,ㄚㄙㄉ,,True,False
壘打數,luí-tánn-sòo,16,lúi-táⁿ-sò͘,lui2tann2soo3,lui2tann2soo3,ㄌㄨㄧˋㄉㆩˋㄙㆦ˪,,luitannsoo,luitannsoo,ㄌㄨㄧㄉㆩㄙㆦ,,lts,lts,ㄌㄉㄙ,,True,False
外役監,guā-i̍k-kann,16,gōa-e̍k-kaⁿ,gua7ik8kann1,goa7ek8kann1,ㆣㄨㄚ˫ㄧㆻ̇ㄍㆩ,,guaikkann,goaekkann,ㆣㄨㄚㄧㆻㄍㆩ,,gik,gek,ㆣㄧㄍ,,True,True
外角球,guā-kak-kiû,16,gōa-kak-kiû,gua7kak4kiu5,goa7kak4kiu5,ㆣㄨㄚ˫ㄍㄚㆻㄍㄧㄨˊ,,guakakkiu,goakakkiu,ㆣㄨㄚㄍㄚㆻㄍㄧㄨ,,gkk,gkk,ㆣㄍㄍ,,True,True
外野手,guā-iá-tshiú,16,gōa-iá-chhiú,gua7ia2tshiu2,goa7ia2chhiu2,ㆣㄨㄚ˫ㄧㄚˋㄑㄧㄨˋ,,guaiatshiu,goaiachhiu,ㆣㄨㄚㄧㄚㄑㄧㄨ,,git,gic,ㆣㄧㄑ,,True,True
多壘打,to-luí-tánn,16,to-lúi-táⁿ,to1lui2tann2,to1lui2tann2,ㄉㄛㄌㄨㄧˋㄉㆩˋ,,toluitann,toluitann,ㄉㄛㄌㄨㄧㄉㆩ,,tlt,tlt,ㄉㄌㄉ,,True,False
多巴胺,to-pa-an,16,to-pa-an,to1pa1an1,to1pa1an1,ㄉㄛㄅㄚㄢ,,topaan,topaan,ㄉㄛㄅㄚㄢ,,tpa,tpa,ㄉㄅㄢ,,True,False
多選框,to-suán-khing,16,to-soán-kheng,to1suan2khing1,to1soan2kheng1,ㄉㄛㄙㄨㄢˋㄎㄧㄥ,,tosuankhing,tosoankheng,ㄉㄛㄙㄨㄢㄎㄧㄥ,,tsk,tsk,ㄉㄙㄎ,,True,False
夜光粉,iā-kng-hún,16,iā-kng-hún,ia7kng1hun2,ia7kng1hun2,ㄧㄚ˫ㄍㆭㄏㄨㄣˋ,,iaknghun,iaknghun,ㄧㄚㄍㆭㄏㄨㄣ,,ikh,ikh,ㄧㄍㄏ,,True,False
大人齒,tuā-lâng-khí,16,tōa-lâng-khí,tua7lang5khi2,toa7lang5khi2,ㄉㄨㄚ˫ㄌㄤˊㄎㄧˋ,,tualangkhi,toalangkhi,ㄉㄨㄚㄌㄤㄎㄧ,,tlk,tlk,ㄉㄌㄎ,,True,False
大使館,tāi-sài-kuán,16,tāi-sài-koán,tai7sai3kuan2,tai7sai3koan2,ㄉㄞ˫ㄙㄞ˪ㄍㄨㄢˋ,,taisaikuan,taisaikoan,ㄉㄞㄙㄞㄍㄨㄢ,,tsk,tsk,ㄉㄙㄍ,,True,False
大數據,tuā sòo-kì,16,tōa sò͘-kì,tua7soo3ki3,toa7soo3ki3,ㄉㄨㄚ˫ㄙㆦ˪ㄍㄧ˪,,tuasooki,toasooki,ㄉㄨㄚㄙㆦㄍㄧ,,tsk,tsk,ㄉㄙㄍ,,True,False
大數據,tuā sòo-kù,16,tōa sò͘-kù,tua7soo3ku3,toa7soo3ku3,ㄉㄨㄚ˫ㄙㆦ˪ㄍㄨ˪,,tuasooku,toasooku,ㄉㄨㄚㄙㆦㄍㄨ,,tsk,tsk,ㄉㄙㄍ,,True,False
大水雨,tuā-tsuí-hōo,16,tōa-chúi-hō͘,tua7tsui2hoo7,toa7chui2hoo7,ㄉㄨㄚ˫ㄗㄨㄧˋㄏㆦ˫,,tuatsuihoo,toachuihoo,ㄉㄨㄚㄗㄨㄧㄏㆦ,,tth,tch,ㄉㄗㄏ,,True,False
大粒攄,tuā-lia̍p-lu,16,tōa-lia̍p-lu,tua7liap8lu1,toa7liap8lu1,ㄉㄨㄚ˫ㄌㄧㄚㆴ̇ㄌㄨ,,tualiaplu,toaliaplu,ㄉㄨㄚㄌㄧㄚㆴㄌㄨ,,tll,tll,ㄉㄌㄌ,,True,False
大頭貼,tuā-thâu-tah,16,tōa-thâu-tah,tua7thau5tah4,toa7thau5tah4,ㄉㄨㄚ˫ㄊㄠˊㄉㄚㆷ,,tuathautah,toathautah,ㄉㄨㄚㄊㄠㄉㄚㆷ,,ttt,ttt,ㄉㄊㄉ,,True,False
大骨湯,tuā-kut-thng,16,tōa-kut-thng,tua7kut4thng1,toa7kut4thng1,ㄉㄨㄚ˫ㄍㄨㆵㄊㆭ,,tuakutthng,toakutthng,ㄉㄨㄚㄍㄨㆵㄊㆭ,,tkt,tkt,ㄉㄍㄊ,,True,False
大麥町,tuā-be̍h-ting,16,tōa-be̍h-teng,tua7beh8ting1,toa7beh8teng1,ㄉㄨㄚ˫ㆠㆤㆷ̇ㄉㄧㄥ,,tuabehting,toabehteng,ㄉㄨㄚㆠㆤㆷㄉㄧㄥ,,tbt,tbt,ㄉㆠㄉ,,True,False
天然氣,thian-jiân-khì,16,thian-jiân-khì,thian1jian5khi3,thian1jian5khi3,ㄊㄧㄢㆢㄧㄢˊㄎㄧ˪,,thianjiankhi,thianjiankhi,ㄊㄧㄢㆢㄧㄢㄎㄧ,,tjk,tjk,ㄊㆢㄎ,,True,False
天然氣,thian-liân-khì,16,thian-liân-khì,thian1lian5khi3,thian1lian5khi3,ㄊㄧㄢㄌㄧㄢˊㄎㄧ˪,,thianliankhi,thianliankhi,ㄊㄧㄢㄌㄧㄢㄎㄧ,,tlk,tlk,ㄊㄌㄎ,,True,False
天然痘,thian-jiân-tōo,16,thian-jiân-tō͘,thian1jian5too7,thian1jian5too7,ㄊㄧㄢㆢㄧㄢˊㄉㆦ˫,,thianjiantoo,thianjiantoo,ㄊㄧㄢㆢㄧㄢㄉㆦ,,tjt,tjt,ㄊㆢㄉ,,True,False
天然痘,thian-liân-tōo,16,thian-liân-tō͘,thian1lian5too7,thian1lian5too7,ㄊㄧㄢㄌㄧㄢˊㄉㆦ˫,,thianliantoo,thianliantoo,ㄊㄧㄢㄌㄧㄢㄉㆦ,,tlt,tlt,ㄊㄌㄉ,,True,False
太極劍,thài-ki̍k-kiàm,16,thài-ke̍k-kiàm,thai3kik8kiam3,thai3kek8kiam3,ㄊㄞ˪ㄍㄧㆻ̇ㄍㄧㆰ˪,,thaikikkiam,thaikekkiam,ㄊㄞㄍㄧㆻㄍㄧㆰ,,tkk,tkk,ㄊㄍㄍ,,True,False
太極拳,thài-ki̍k-kûn,16,thài-ke̍k-kûn,thai3kik8kun5,thai3kek8kun5,ㄊㄞ˪ㄍㄧㆻ̇ㄍㄨㄣˊ,,thaikikkun,thaikekkun,ㄊㄞㄍㄧㆻㄍㄨㄣ,,tkk,tkk,ㄊㄍㄍ,,True,False
夯石碾,giâ-tsio̍h-lián,16,giâ-chio̍h-lián,gia5tsioh8lian2,gia5chioh8lian2,ㆣㄧㄚˊㄐㄧㄛㆷ̇ㄌㄧㄢˋ,,giatsiohlian,giachiohlian,ㆣㄧㄚㄐㄧㄛㆷㄌㄧㄢ,,gtl,gcl,ㆣㄐㄌ,,True,True
失分率,sit-hun-lu̍t,16,sit-hun-lu̍t,sit4hun1lut8,sit4hun1lut8,ㄒㄧㆵㄏㄨㄣㄌㄨㆵ̇,,sithunlut,sithunlut,ㄒㄧㆵㄏㄨㄣㄌㄨㆵ,,shl,shl,ㄒㄏㄌ,,True,False
