tl,hanzi,frequency,poj,tl_num,poj_num,tps_num,tl_notone,poj_notone,tps_notone,tl_abbrev,poj_abbrev,tps_abbrev,itaigi,is_variant
ìm,蔭,200,ìm,im3,im3,ㄧㆬ˪,im,im,ㄧㆬ,,,,True,False
giô,蟯,200,giô,gio5,gio5,ㆣㄧㄛˊ,gio,gio,ㆣㄧㄛ,,,,True,False
bih,覕,200,bih,bih4,bih4,ㆠㄧㆷ,bih,bih,ㆠㄧㆷ,,,,True,False
tsiān,賤,200,chiān,tsian7,chian7,ㄐㄧㄢ˫,tsian,chian,ㄐㄧㄢ,,,,True,False
tiô,趒,200,tiô,tio5,tio5,ㄉㄧㄛˊ,tio,tio,ㄉㄧㄛ,,,,True,False
khiâ,騎,200,khiâ,khia5,khia5,ㄎㄧㄚˊ,khia,khia,ㄎㄧㄚ,,,,True,False
khau,鬮,200,khau,khau1,khau1,ㄎㄠ,khau,khau,ㄎㄠ,,,,True,False
jî-tshiánn,而且,199,jî-chhiáⁿ,ji5tshiann2,ji5chhiann2,ㆢㄧˊㄑㄧㆩˋ,jitshiann,jichhiann,ㆢㄧㄑㄧㆩ,jt,jc,ㆢㄑ,True,False
tiong-kan,中間,198,tiong-kan,tiong1kan1,tiong1kan1,ㄉㄧㆲㄍㄢ,tiongkan,tiongkan,ㄉㄧㆲㄍㄢ,tk,tk,ㄉㄍ,True,False
sin-senn,先生,198,sin-seⁿ,sin1senn1,sin1senn1,ㄒㄧㄣㄙㆥ,sinsenn,sinsenn,ㄒㄧㄣㄙㆥ,ss,ss,ㄒㄙ,True,False
tâi-gú,台語,197,tâi-gú,tai5gu2,tai5gu2,ㄉㄞˊㆣㄨˋ,taigu,taigu,ㄉㄞㆣㄨ,tg,tg,ㄉㆣ,True,False
lé-pài,禮拜,193,lé-pài,le2pai3,le2pai3,ㄌㆤˋㄅㄞ˪,lepai,lepai,ㄌㆤㄅㄞ,lp,lp,ㄌㄅ,True,False
thâu-tsîng,頭前,186,thâu-chêng,thau5tsing5,thau5cheng5,ㄊㄠˊㄐㄧㄥˊ,thautsing,thaucheng,ㄊㄠㄐㄧㄥ,tt,tc,ㄊㄐ,True,False
ge̍h-niû,月娘,185,ge̍h-niû,geh8niu5,geh8niu5,ㆣㆤㆷ̇ㄋㄧㄨˊ,gehniu,gehniu,ㆣㆤㆷㄋㄧㄨ,gn,gn,ㆣㄋ,True,False
gue̍h-niû,月娘,185,goe̍h-niû,gueh8niu5,goeh8niu5,ㆣㄨㆤㆷ̇ㄋㄧㄨˊ,guehniu,goehniu,ㆣㄨㆤㆷㄋㄧㄨ,gn,gn,ㆣㄋ,True,False
siū-khì,受氣,174,siū-khì,siu7khi3,siu7khi3,ㄒㄧㄨ˫ㄎㄧ˪,siukhi,siukhi,ㄒㄧㄨㄎㄧ,sk,sk,ㄒㄎ,True,False
tshut-guā,出外,172,chhut-gōa,tshut4gua7,chhut4goa7,ㄘㄨㆵㆣㄨㄚ˫,tshutgua,chhutgoa,ㄘㄨㆵㆣㄨㄚ,tg,cg,ㄘㆣ,True,True
tâi-uân-lâng,台灣人,169,tâi-oân-lâng,tai5uan5lang5,tai5oan5lang5,ㄉㄞˊㄨㄢˊㄌㄤˊ,taiuanlang,taioanlang,ㄉㄞㄨㄢㄌㄤ,tul,tol,ㄉㄨㄌ,True,False
pak-tóo,腹肚,164,pak-tó͘,pak4too2,pak4too2,ㄅㄚㆻㄉㆦˋ,paktoo,paktoo,ㄅㄚㆻㄉㆦ,pt,pt,ㄅㄉ,True,False
peh,百,162,peh,peh4,peh4,ㄅㆤㆷ,peh,peh,ㄅㆤㆷ,,,,True,False
tiong-kok,中國,152,tiong-kok,tiong1kok4,tiong1kok4,ㄉㄧㆲㄍㆦㆻ,tiongkok,tiongkok,ㄉㄧㆲㄍㆦㆻ,tk,tk,ㄉㄍ,True,False
hiong,兇,150,hiong,hiong1,hiong1,ㄏㄧㆲ,hiong,hiong,ㄏㄧㆲ,,,,True,False
ki,吱,150,ki,ki1,ki1,ㄍㄧ,ki,ki,ㄍㄧ,,,,True,False
khòng,壙,150,khòng,khong3,khong3,ㄎㆲ˪,khong,khong,ㄎㆲ,,,,True,False
tshe,妻,150,chhe,tshe1,chhe1,ㄘㆤ,tshe,chhe,ㄘㆤ,,,,True,False
hàinn,幌,150,hàiⁿ,hainn3,hainn3,ㄏㆮ˪,hainn,hainn,ㄏㆮ,,,,True,False
phôo,扶,150,phô͘,phoo5,phoo5,ㄆㆦˊ,phoo,phoo,ㄆㆦ,,,,True,False
am,掩,150,am,am1,am1,ㆰ,am,am,ㆰ,,,,True,True
tshiám,攕,150,chhiám,tshiam2,chhiam2,ㄑㄧㆰˋ,tshiam,chhiam,ㄑㄧㆰ,,,,True,False
thuann,攤,150,thoaⁿ,thuann1,thoann1,ㄊㄨㆩ,thuann,thoann,ㄊㄨㆩ,,,,True,False
thuā,汰,150,thōa,thua7,thoa7,ㄊㄨㄚ˫,thua,thoa,ㄊㄨㄚ,,,,True,False
iû,游,150,iû,iu5,iu5,ㄧㄨˊ,iu,iu,ㄧㄨ,,,,True,False
lông,濃,150,lông,long5,long5,ㄌㆲˊ,long,long,ㄌㆲ,,,,True,False
tsuànn,炸,150,chòaⁿ,tsuann3,choann3,ㄗㄨㆩ˪,tsuann,choann,ㄗㄨㆩ,,,,True,False
siāu,紹,150,siāu,siau7,siau7,ㄒㄧㄠ˫,siau,siau,ㄒㄧㄠ,,,,True,False
hak,蓄,150,hak,hak4,hak4,ㄏㄚㆻ,hak,hak,ㄏㄚㆻ,,,,True,False
sian,鉎,150,sian,sian1,sian1,ㄒㄧㄢ,sian,sian,ㄒㄧㄢ,,,,True,False
tân,霆,150,tân,tan5,tan5,ㄉㄢˊ,tan,tan,ㄉㄢ,,,,True,False
jī,餌,150,jī,ji7,ji7,ㆢㄧ˫,ji,ji,ㆢㄧ,,,,True,False
kán,𡢃,150,kán,kan2,kan2,ㄍㄢˋ,kan,kan,ㄍㄢ,,,,True,False
tòo,𪐞,150,tò͘,too3,too3,ㄉㆦ˪,too,too,ㄉㆦ,,,,True,False
tsia̍h-pn̄g,食飯,144,chia̍h-pn̄g,tsiah8png7,chiah8png7,ㄐㄧㄚㆷ̇ㄅㆭ˫,tsiahpng,chiahpng,ㄐㄧㄚㆷㄅㆭ,tp,cp,ㄐㄅ,True,False
bô-huat-tōo,無法度,143,bô-hoat-tō͘,bo5huat4too7,bo5hoat4too7,ㆠㄛˊㄏㄨㄚㆵㄉㆦ˫,bohuattoo,bohoattoo,ㆠㄛㄏㄨㄚㆵㄉㆦ,bht,bht,ㆠㄏㄉ,True,False
tsóng-sī,總是,140,chóng-sī,tsong2si7,chong2si7,ㄗㆲˋㄒㄧ˫,tsongsi,chongsi,ㄗㆲㄒㄧ,ts,cs,ㄗㄒ,True,False
tāi-sing,代先,134,tāi-seng,tai7sing1,tai7seng1,ㄉㄞ˫ㄒㄧㄥ,taising,taiseng,ㄉㄞㄒㄧㄥ,ts,ts,ㄉㄒ,True,False
tshing-khì,清氣,130,chheng-khì,tshing1khi3,chheng1khi3,ㄑㄧㄥㄎㄧ˪,tshingkhi,chhengkhi,ㄑㄧㄥㄎㄧ,tk,ck,ㄑㄎ,True,False
tâi-bûn,台文,128,tâi-bûn,tai5bun5,tai5bun5,ㄉㄞˊㆠㄨㄣˊ,taibun,taibun,ㄉㄞㆠㄨㄣ,tb,tb,ㄉㆠ,True,False
thàu-tsá,透早,128,thàu-chá,thau3tsa2,thau3cha2,ㄊㄠ˪ㄗㄚˋ,thautsa,thaucha,ㄊㄠㄗㄚ,tt,tc,ㄊㄗ,True,False
tsìn-tsîng,進前,123,chìn-chêng,tsin3tsing5,chin3cheng5,ㄐㄧㄣ˪ㄐㄧㄥˊ,tsintsing,chincheng,ㄐㄧㄣㄐㄧㄥ,tt,cc,ㄐㄐ,True,False
tshiū-nâ-á,樹林仔,110,chhiū-nâ-á,tshiu7na5a2,chhiu7na5a2,ㄑㄧㄨ˫ㄋㄚˊㄚˋ,tshiunaa,chhiunaa,ㄑㄧㄨㄋㄚㄚ,tna,cna,ㄑㄋㄚ,True,False
lâm,嵐,101,lâm,lam5,lam5,ㄌㆰˊ,lam,lam,ㄌㆰ,,,,True,False
khan-tshiú,牽手,101,khan-chhiú,khan1tshiu2,khan1chhiu2,ㄎㄢㄑㄧㄨˋ,khantshiu,khanchhiu,ㄎㄢㄑㄧㄨ,kt,kc,ㄎㄑ,True,False
bē-īng-tit,袂用得,101,bē-ēng-tit,be7ing7tit4,be7eng7tit4,ㆠㆤ˫ㄧㄥ˫ㄉㄧㆵ,beingtit,beengtit,ㆠㆤㄧㄥㄉㄧㆵ,bit,bet,ㆠㄧㄉ,True,False
gê,㤉,100,gê,ge5,ge5,ㆣㆤˊ,ge,ge,ㆣㆤ,,,,True,False
tsi̍t-ê,一个,100,chi̍t-ê,tsit8e5,chit8e5,ㄐㄧㆵ̇ㆤˊ,tsite,chite,ㄐㄧㆵㆤ,te,ce,ㄐㆤ,True,True
tsi̍t-pah,一百,100,chi̍t-pah,tsit8pah4,chit8pah4,ㄐㄧㆵ̇ㄅㄚㆷ,tsitpah,chitpah,ㄐㄧㆵㄅㄚㆷ,tp,cp,ㄐㄅ,True,False
tshit-tiám,七點,100,chhit-tiám,tshit4tiam2,chhit4tiam2,ㄑㄧㆵㄉㄧㆰˋ,tshittiam,chhittiam,ㄑㄧㆵㄉㄧㆰ,tt,ct,ㄑㄉ,True,False
sam-put-gōo-sî,三不五時,100,sam-put-gō͘-sî,sam1put4goo7si5,sam1put4goo7si5,ㄙㆰㄅㄨㆵㆣㆦ˫ㄒㄧˊ,samputgoosi,samputgoosi,ㄙㆰㄅㄨㆵㆣㆦㄒㄧ,spgs,spgs,ㄙㄅㆣㄒ,True,False
e-tsái-á,下早仔,100,e-chái-á,e1tsai2a2,e1chai2a2,ㆤㄗㄞˋㄚˋ,etsaia,echaia,ㆤㄗㄞㄚ,eta,eca,ㆤㄗㄚ,True,False
jī-tsa̍p,二十,100,jī-cha̍p,ji7tsap8,ji7chap8,ㆢㄧ˫ㄗㄚㆴ̇,jitsap,jichap,ㆢㄧㄗㄚㆴ,jt,jc,ㆢㄗ,True,False
tsoh-sit,作穡,100,choh-sit,tsoh4sit4,choh4sit4,ㄗㄛㆷㄒㄧㆵ,tsohsit,chohsit,ㄗㄛㆷㄒㄧㆵ,ts,cs,ㄗㄒ,True,False
piān-sóo,便所,100,piān-só͘,pian7soo2,pian7soo2,ㄅㄧㄢ˫ㄙㆦˋ,piansoo,piansoo,ㄅㄧㄢㄙㆦ,ps,ps,ㄅㄙ,True,False
piān-tong,便當,100,piān-tong,pian7tong1,pian7tong1,ㄅㄧㄢ˫ㄉㆲ,piantong,piantong,ㄅㄧㄢㄉㆲ,pt,pt,ㄅㄉ,True,False
tò-tshiú,倒手,100,tò-chhiú,to3tshiu2,to3chhiu2,ㄉㄛ˪ㄑㄧㄨˋ,totshiu,tochhiu,ㄉㄛㄑㄧㄨ,tt,tc,ㄉㄑ,True,False
uá-tàu,倚晝,100,óa-tàu,ua2tau3,oa2tau3,ㄨㄚˋㄉㄠ˪,uatau,oatau,ㄨㄚㄉㄠ,ut,ot,ㄨㄉ,True,False
thîng-tshia-tiûnn,停車場,100,thêng-chhia-tiûⁿ,thing5tshia1tiunn5,theng5chhia1tiunn5,ㄊㄧㄥˊㄑㄧㄚㄉㄧㆫˊ,thingtshiatiunn,thengchhiatiunn,ㄊㄧㄥㄑㄧㄚㄉㄧㆫ,ttt,tct,ㄊㄑㄉ,True,False
khing,傾,100,kheng,khing1,kheng1,ㄎㄧㄥ,khing,kheng,ㄎㄧㄥ,,,,True,False
bián-kheh-khì,免客氣,100,bián-kheh-khì,bian2kheh4khi3,bian2kheh4khi3,ㆠㄧㄢˋㄎㆤㆷㄎㄧ˪,biankhehkhi,biankhehkhi,ㆠㄧㄢㄎㆤㆷㄎㄧ,bkk,bkk,ㆠㄎㄎ,True,False
la̍k-tiám,六點,100,la̍k-tiám,lak8tiam2,lak8tiam2,ㄌㄚㆻ̇ㄉㄧㆰˋ,laktiam,laktiam,ㄌㄚㆻㄉㄧㆰ,lt,lt,ㄌㄉ,True,False
kā-guá,共我,100,kā-góa,ka7gua2,ka7goa2,ㄍㄚ˫ㆣㄨㄚˋ,kagua,kagoa,ㄍㄚㆣㄨㄚ,kg,kg,ㄍㆣ,True,False
kàu-tann,到今,100,kàu-taⁿ,kau3tann1,kau3tann1,ㄍㄠ˪ㄉㆩ,kautann,kautann,ㄍㄠㄉㆩ,kt,kt,ㄍㄉ,True,False
khiàng,勥,100,khiàng,khiang3,khiang3,ㄎㄧㄤ˪,khiang,khiang,ㄎㄧㄤ,,,,True,False
tsa̍p-peh,十八,100,cha̍p-peh,tsap8peh4,chap8peh4,ㄗㄚㆴ̇ㄅㆤㆷ,tsappeh,chappeh,ㄗㄚㆴㄅㆤㆷ,tp,cp,ㄗㄅ,True,False
kóo-tsui,古錐,100,kó͘-chui,koo2tsui1,koo2chui1,ㄍㆦˋㄗㄨㄧ,kootsui,koochui,ㄍㆦㄗㄨㄧ,kt,kc,ㄍㄗ,True,False
tâi-uân-uē,台灣話,100,tâi-oân-ōe,tai5uan5ue7,tai5oan5oe7,ㄉㄞˊㄨㄢˊㄨㆤ˫,taiuanue,taioanoe,ㄉㄞㄨㄢㄨㆤ,tuu,too,ㄉㄨㄨ,True,False
tâi-phiò,台票,100,tâi-phiò,tai5phio3,tai5phio3,ㄉㄞˊㄆㄧㄛ˪,taiphio,taiphio,ㄉㄞㄆㄧㄛ,tp,tp,ㄉㄆ,True,False
ànn,向,100,àⁿ,ann3,ann3,ㆩ˪,ann,ann,ㆩ,,,,True,False
tiat,哲,100,tiat,tiat4,tiat4,ㄉㄧㄚㆵ,tiat,tiat,ㄉㄧㄚㆵ,,,,True,False
siânn,唌,100,siâⁿ,siann5,siann5,ㄒㄧㆩˊ,siann,siann,ㄒㄧㆩ,,,,True,False
pho̍k,噗,100,pho̍k,phok8,phok8,ㄆㆦㆻ̇,phok,phok,ㄆㆦㆻ,,,,True,False
kok-bîn-tóng,國民黨,100,kok-bîn-tóng,kok4bin5tong2,kok4bin5tong2,ㄍㆦㆻㆠㄧㄣˊㄉㆲˋ,kokbintong,kokbintong,ㄍㆦㆻㆠㄧㄣㄉㆲ,kbt,kbt,ㄍㆠㄉ,True,False
tsāi-tē,在地,100,chāi-tē,tsai7te7,chai7te7,ㄗㄞ˫ㄉㆤ˫,tsaite,chaite,ㄗㄞㄉㆤ,tt,ct,ㄗㄉ,True,False
huāi,壞,100,hoāi,huai7,hoai7,ㄏㄨㄞ˫,huai,hoai,ㄏㄨㄞ,,,,True,False
guā-síng-lâng,外省人,100,gōa-séng-lâng,gua7sing2lang5,goa7seng2lang5,ㆣㄨㄚ˫ㄒㄧㄥˋㄌㄤˊ,guasinglang,goasenglang,ㆣㄨㄚㄒㄧㄥㄌㄤ,gsl,gsl,ㆣㄒㄌ,True,True
hó-sè,好勢,100,hó-sè,ho2se3,ho2se3,ㄏㄛˋㄙㆤ˪,hose,hose,ㄏㄛㄙㆤ,hs,hs,ㄏㄙ,True,False
hiâu,嬈,100,hiâu,hiau5,hiau5,ㄏㄧㄠˊ,hiau,hiau,ㄏㄧㄠ,,,,True,False
kheh-gí,客語,100,kheh-gí,kheh4gi2,kheh4gi2,ㄎㆤㆷㆣㄧˋ,khehgi,khehgi,ㄎㆤㆷㆣㄧ,kg,kg,ㄎㆣ,True,False
kià-hù,寄付,100,kià-hù,kia3hu3,kia3hu3,ㄍㄧㄚ˪ㄏㄨ˪,kiahu,kiahu,ㄍㄧㄚㄏㄨ,kh,kh,ㄍㄏ,True,False
siâm,尋,100,siâm,siam5,siam5,ㄒㄧㆰˊ,siam,siam,ㄒㄧㆰ,,,,True,False
tuì-bīn,對面,100,tùi-bīn,tui3bin7,tui3bin7,ㄉㄨㄧ˪ㆠㄧㄣ˫,tuibin,tuibin,ㄉㄨㄧㆠㄧㄣ,tb,tb,ㄉㆠ,True,False
khiáu,巧,100,khiáu,khiau2,khiau2,ㄎㄧㄠˋ,khiau,khiau,ㄎㄧㄠ,,,,True,False
kuí-hō,幾號,100,kúi-hō,kui2ho7,kui2ho7,ㄍㄨㄧˋㄏㄛ˫,kuiho,kuiho,ㄍㄨㄧㄏㄛ,kh,kh,ㄍㄏ,True,False
kuí-tiám,幾點,100,kúi-tiám,kui2tiam2,kui2tiam2,ㄍㄨㄧˋㄉㄧㆰˋ,kuitiam,kuitiam,ㄍㄨㄧㄉㄧㆰ,kt,kt,ㄍㄉ,True,False
sìng-tē,性地,100,sèng-tē,sing3te7,seng3te7,ㄒㄧㄥ˪ㄉㆤ˫,singte,sengte,ㄒㄧㄥㄉㆤ,st,st,ㄒㄉ,True,False
siūnn-khuànn-māi,想看覓,100,siūⁿ-khòaⁿ-māi,siunn7khuann3mai7,siunn7khoann3mai7,ㄒㄧㆫ˫ㄎㄨㆩ˪ㄇㄞ˫,siunnkhuannmai,siunnkhoannmai,ㄒㄧㆫㄎㄨㆩㄇㄞ,skm,skm,ㄒㄎㄇ,True,False
siūnn-bē-kàu,想袂到,100,siūⁿ-bē-kàu,siunn7be7kau3,siunn7be7kau3,ㄒㄧㆫ˫ㆠㆤ˫ㄍㄠ˪,siunnbekau,siunnbekau,ㄒㄧㆫㆠㆤㄍㄠ,sbk,sbk,ㄒㆠㄍ,True,False
kám-un,感恩,100,kám-un,kam2un1,kam2un1,ㄍㆰˋㄨㄣ,kamun,kamun,ㄍㆰㄨㄣ,ku,ku,ㄍㄨ,True,False
kng,扛,100,kng,kng1,kng1,ㄍㆭ,kng,kng,ㄍㆭ,,,,True,False
pài-sann,拜三,100,pài-saⁿ,pai3sann1,pai3sann1,ㄅㄞ˪ㄙㆩ,paisann,paisann,ㄅㄞㄙㆩ,ps,ps,ㄅㄙ,True,False
pài-jī,拜二,100,pài-jī,pai3ji7,pai3ji7,ㄅㄞ˪ㆢㄧ˫,paiji,paiji,ㄅㄞㆢㄧ,pj,pj,ㄅㆢ,True,False
pài-gōo,拜五,100,pài-gō͘,pai3goo7,pai3goo7,ㄅㄞ˪ㆣㆦ˫,paigoo,paigoo,ㄅㄞㆣㆦ,pg,pg,ㄅㆣ,True,False
pài-la̍k,拜六,100,pài-la̍k,pai3lak8,pai3lak8,ㄅㄞ˪ㄌㄚㆻ̇,pailak,pailak,ㄅㄞㄌㄚㆻ,pl,pl,ㄅㄌ,True,False
tsíng-thâu-á,指頭仔,100,chéng-thâu-á,tsing2thau5a2,cheng2thau5a2,ㄐㄧㄥˋㄊㄠˊㄚˋ,tsingthaua,chengthaua,ㄐㄧㄥㄊㄠㄚ,tta,cta,ㄐㄊㄚ,True,False
tsiap-siū,接受,100,chiap-siū,tsiap4siu7,chiap4siu7,ㄐㄧㄚㆴㄒㄧㄨ˫,tsiapsiu,chiapsiu,ㄐㄧㄚㆴㄒㄧㄨ,ts,cs,ㄐㄒ,True,False
tshiau,搜,100,chhiau,tshiau1,chhiau1,ㄑㄧㄠ,tshiau,chhiau,ㄑㄧㄠ,,,,True,False
tiah,摘,100,tiah,tiah4,tiah4,ㄉㄧㄚㆷ,tiah,tiah,ㄉㄧㄚㆷ,,,,True,False
tsik,擠,100,chek,tsik4,chek4,ㄐㄧㆻ,tsik,chek,ㄐㄧㆻ,,,,True,False
tioh,擢,100,tioh,tioh4,tioh4,ㄉㄧㄛㆷ,tioh,tioh,ㄉㄧㄛㆷ,,,,True,False
pàng-jiō,放尿,100,pàng-jiō,pang3jio7,pang3jio7,ㄅㄤ˪ㆢㄧㄛ˫,pangjio,pangjio,ㄅㄤㆢㄧㄛ,pj,pj,ㄅㆢ,True,False
pàng-sái,放屎,100,pàng-sái,pang3sai2,pang3sai2,ㄅㄤ˪ㄙㄞˋ,pangsai,pangsai,ㄅㄤㄙㄞ,ps,ps,ㄅㄙ,True,False
hòng-sàng,放送,100,hòng-sàng,hong3sang3,hong3sang3,ㄏㆲ˪ㄙㄤ˪,hongsang,hongsang,ㄏㆲㄙㄤ,hs,hs,ㄏㄙ,True,False
sàn-tshiah,散赤,100,sàn-chhiah,san3tshiah4,san3chhiah4,ㄙㄢ˪ㄑㄧㄚㆷ,santshiah,sanchhiah,ㄙㄢㄑㄧㄚㆷ,st,sc,ㄙㄑ,True,False
phóo-thong,普通,100,phó͘-thong,phoo2thong1,phoo2thong1,ㄆㆦˋㄊㆲ,phoothong,phoothong,ㄆㆦㄊㆲ,pt,pt,ㄆㄊ,True,False
huē-sit-lé,會失禮,100,hōe-sit-lé,hue7sit4le2,hoe7sit4le2,ㄏㄨㆤ˫ㄒㄧㆵㄌㆤˋ,huesitle,hoesitle,ㄏㄨㆤㄒㄧㆵㄌㆤ,hsl,hsl,ㄏㄒㄌ,True,False
sim,森,100,sim,sim1,sim1,ㄒㄧㆬ,sim,sim,ㄒㄧㆬ,,,,True,False
tsìng-siông,正常,100,chèng-siông,tsing3siong5,cheng3siong5,ㄐㄧㄥ˪ㄒㄧㆲˊ,tsingsiong,chengsiong,ㄐㄧㄥㄒㄧㆲ,ts,cs,ㄐㄒ,True,False
tsiànn-káng,正港,100,chiàⁿ-káng,tsiann3kang2,chiann3kang2,ㄐㄧㆩ˪ㄍㄤˋ,tsiannkang,chiannkang,ㄐㄧㆩㄍㄤ,tk,ck,ㄐㄍ,True,False
khuì-la̍t,氣力,100,khùi-la̍t,khui3lat8,khui3lat8,ㄎㄨㄧ˪ㄌㄚㆵ̇,khuilat,khuilat,ㄎㄨㄧㄌㄚㆵ,kl,kl,ㄎㄌ,True,False
thài,汰,100,thài,thai3,thai3,ㄊㄞ˪,thai,thai,ㄊㄞ,,,,True,False
tsù-bûn,注文,100,chù-bûn,tsu3bun5,chu3bun5,ㄗㄨ˪ㆠㄨㄣˊ,tsubun,chubun,ㄗㄨㆠㄨㄣ,tb,cb,ㄗㆠ,True,False
tsuānn,濺,100,chōaⁿ,tsuann7,choann7,ㄗㄨㆩ˫,tsuann,choann,ㄗㄨㆩ,,,,True,False
oo-pe̍h-kóng,烏白講,100,o͘-pe̍h-kóng,oo1peh8kong2,oo1peh8kong2,ㆦㄅㆤㆷ̇ㄍㆲˋ,oopehkong,oopehkong,ㆦㄅㆤㆷㄍㆲ,opk,opk,ㆦㄅㄍ,True,False
bô-būn-tê,無問題,100,bô-būn-tê,bo5bun7te5,bo5bun7te5,ㆠㄛˊㆠㄨㄣ˫ㄉㆤˊ,bobunte,bobunte,ㆠㄛㆠㄨㄣㄉㆤ,bbt,bbt,ㆠㆠㄉ,True,False
bô-tik-khak,無的確,100,bô-tek-khak,bo5tik4khak4,bo5tek4khak4,ㆠㄛˊㄉㄧㆻㄎㄚㆻ,botikkhak,botekkhak,ㆠㄛㄉㄧㆻㄎㄚㆻ,btk,btk,ㆠㄉㄎ,True,False
sio-kāng,相仝,100,sio-kāng,sio1kang7,sio1kang7,ㄒㄧㄛㄍㄤ˫,siokang,siokang,ㄒㄧㄛㄍㄤ,sk,sk,ㄒㄍ,True,False
khuànn-ū,看有,100,khòaⁿ-ū,khuann3u7,khoann3u7,ㄎㄨㆩ˪ㄨ˫,khuannu,khoannu,ㄎㄨㆩㄨ,ku,ku,ㄎㄨ,True,False
khuànn-māi,看覓,100,khòaⁿ-māi,khuann3mai7,khoann3mai7,ㄎㄨㆩ˪ㄇㄞ˫,khuannmai,khoannmai,ㄎㄨㆩㄇㄞ,km,km,ㄎㄇ,True,False
bîn-bāng,眠夢,100,bîn-bāng,bin5bang7,bin5bang7,ㆠㄧㄣˊㆠㄤ˫,binbang,binbang,ㆠㄧㄣㆠㄤ,bb,bb,ㆠㆠ,True,False
kuáinn,稈,100,koáiⁿ,kuainn2,koainn2,ㄍㄨㆮˋ,kuainn,koainn,ㄍㄨㆮ,,,,True,False
tshīng-sann,穿衫,100,chhēng-saⁿ,tshing7sann1,chheng7sann1,ㄑㄧㄥ˫ㄙㆩ,tshingsann,chhengsann,ㄑㄧㄥㄙㆩ,ts,cs,ㄑㄙ,True,False
bí-kok,米國,100,bí-kok,bi2kok4,bi2kok4,ㆠㄧˋㄍㆦㆻ,bikok,bikok,ㆠㄧㄍㆦㆻ,bk,bk,ㆠㄍ,True,False
muâi,糜,100,moâi,muai5,moai5,ㄇㄨㄞˊ,muai,moai,ㄇㄨㄞ,,,,True,False
bāng-lōo,網路,100,bāng-lō͘,bang7loo7,bang7loo7,ㆠㄤ˫ㄌㆦ˫,bangloo,bangloo,ㆠㄤㄌㆦ,bl,bl,ㆠㄌ,True,False
iân-tâu,緣投,100,iân-tâu,ian5tau5,ian5tau5,ㄧㄢˊㄉㄠˊ,iantau,iantau,ㄧㄢㄉㄠ,it,it,ㄧㄉ,True,False
tsîn,繩,100,chîn,tsin5,chin5,ㄐㄧㄣˊ,tsin,chin,ㄐㄧㄣ,,,,True,False
kiān,胘,100,kiān,kian7,kian7,ㄍㄧㄢ˫,kian,kian,ㄍㄧㄢ,,,,True,False
tsínn,茈,100,chíⁿ,tsinn2,chinn2,ㄐㆪˋ,tsinn,chinn,ㄐㆪ,,,,True,False
tshài-póo,菜脯,100,chhài-pó͘,tshai3poo2,chhai3poo2,ㄘㄞ˪ㄅㆦˋ,tshaipoo,chhaipoo,ㄘㄞㄅㆦ,tp,cp,ㄘㄅ,True,False
tshài-thâu,菜頭,100,chhài-thâu,tshai3thau5,chhai3thau5,ㄘㄞ˪ㄊㄠˊ,tshaithau,chhaithau,ㄘㄞㄊㄠ,tt,ct,ㄘㄊ,True,False
bē-sóng,袂爽,100,bē-sóng,be7song2,be7song2,ㆠㆤ˫ㄙㆲˋ,besong,besong,ㆠㆤㄙㆲ,bs,bs,ㆠㄙ,True,False
bē-su,袂輸,100,bē-su,be7su1,be7su1,ㆠㆤ˫ㄙㄨ,besu,besu,ㆠㆤㄙㄨ,bs,bs,ㆠㄙ,True,False
kok,谷,100,kok,kok4,kok4,ㄍㆦㆻ,kok,kok,ㄍㆦㆻ,,,,True,False
lōo-bué,路尾,100,lō͘-bóe,loo7bue2,loo7boe2,ㄌㆦ˫ㆠㄨㆤˋ,loobue,looboe,ㄌㆦㆠㄨㆤ,lb,lb,ㄌㆠ,True,False
ta̍k-kang,逐工,100,ta̍k-kang,tak8kang1,tak8kang1,ㄉㄚㆻ̇ㄍㄤ,takkang,takkang,ㄉㄚㆻㄍㄤ,tk,tk,ㄉㄍ,True,False
kueh,郭,100,koeh,kueh4,koeh4,ㄍㄨㆤㆷ,kueh,koeh,ㄍㄨㆤㆷ,,,,True,False
khok,酷,100,khok,khok4,khok4,ㄎㆦㆻ,khok,khok,ㄎㆦㆻ,,,,True,False
giap,鋏,100,giap,giap4,giap4,ㆣㄧㄚㆴ,giap,giap,ㆣㄧㄚㆴ,,,,True,False
koh-tsài,閣再,100,koh-chài,koh4tsai3,koh4chai3,ㄍㄛㆷㄗㄞ˪,kohtsai,kohchai,ㄍㄛㆷㄗㄞ,kt,kc,ㄍㄗ,True,False
guán-tau,阮兜,100,goán-tau,guan2tau1,goan2tau1,ㆣㄨㄢˋㄉㄠ,guantau,goantau,ㆣㄨㄢㄉㄠ,gt,gt,ㆣㄉ,True,False
tiān-thui,電梯,100,tiān-thui,tian7thui1,tian7thui1,ㄉㄧㄢ˫ㄊㄨㄧ,tianthui,tianthui,ㄉㄧㄢㄊㄨㄧ,tt,tt,ㄉㄊ,True,False
ê-á,鞋仔,100,ê-á,e5a2,e5a2,ㆤˊㄚˋ,ea,ea,ㆤㄚ,ea,ea,ㆤㄚ,True,False
hâi,頦,100,hâi,hai5,hai5,ㄏㄞˊ,hai,hai,ㄏㄞ,,,,True,False
