hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,khpoo,is_variant
貨單,hèr-tuann,25,hèr-toaⁿ,her3tuann1,her3toann1,hertuann,hertoann,ht,ht,True,False
貨客,huè-kheh,25,hòe-kheh,hue3kheh4,hoe3kheh4,huekheh,hoekheh,hk,hk,True,False
貨客,hè-kheh,25,hè-kheh,he3kheh4,he3kheh4,hekheh,hekheh,hk,hk,True,False
貨客,hèr-kheh,25,hèr-kheh,her3kheh4,her3kheh4,herkheh,herkheh,hk,hk,True,False
貨尾,hèr-bér,25,hèr-bér,her3ber2,her3ber2,herber,herber,hb,hb,True,False
貨幣,hèr-pè,25,hèr-pè,her3pe3,her3pe3,herpe,herpe,hp,hp,True,False
貨底,hèr-teré,25,hèr-tére,her3tere2,her3tere2,hertere,hertere,ht,ht,True,False
貨底,hèr-tué,25,hèr-tóe,her3tue2,her3toe2,hertue,hertoe,ht,ht,True,False
貨物,huè-mi̍h,25,hòe-mi̍h,hue3mih8,hoe3mih8,huemih,hoemih,hm,hm,True,False
貨物,hè-mi̍h,25,hè-mi̍h,he3mih8,he3mih8,hemih,hemih,hm,hm,True,False
貨物,hè-mn̍gh,25,hè-mn̍gh,he3mngh8,he3mngh8,hemngh,hemngh,hm,hm,True,False
貨物,hèr-bu̍t,25,hèr-bu̍t,her3but8,her3but8,herbut,herbut,hb,hb,True,False
貨物,hèr-mn̍gh,25,hèr-mn̍gh,her3mngh8,her3mngh8,hermngh,hermngh,hm,hm,True,False
貨船,hèr-tsûn,25,hèr-chûn,her3tsun5,her3chun5,hertsun,herchun,ht,hc,True,False
貨色,hèr-sik,25,hèr-sek,her3sik4,her3sek4,hersik,hersek,hs,hs,True,False
貨草,hèr-tsháu,25,hèr-chháu,her3tshau2,her3chhau2,hertshau,herchhau,ht,hc,True,False
貨財,huè-tsâi,25,hòe-châi,hue3tsai5,hoe3chai5,huetsai,hoechai,ht,hc,True,False
貨財,hè-tsâi,25,hè-châi,he3tsai5,he3chai5,hetsai,hechai,ht,hc,True,False
貨財,hèr-tsâi,25,hèr-châi,her3tsai5,her3chai5,hertsai,herchai,ht,hc,True,False
貨車,hèr-tshia,25,hèr-chhia,her3tshia1,her3chhia1,hertshia,herchhia,ht,hc,True,False
貨錢,huè-tsînn,25,hòe-chîⁿ,hue3tsinn5,hoe3chinn5,huetsinn,hoechinn,ht,hc,True,False
貨錢,hè-tsînn,25,hè-chîⁿ,he3tsinn5,he3chinn5,hetsinn,hechinn,ht,hc,True,False
貨錢,hèr-tsînn,25,hèr-chîⁿ,her3tsinn5,her3chinn5,hertsinn,herchinn,ht,hc,True,False
貨頭,hèr-thâu,25,hèr-thâu,her3thau5,her3thau5,herthau,herthau,ht,ht,True,False
資料,tsir-liāu,25,chir-liāu,tsir1liau7,chir1liau7,tsirliau,chirliau,tl,cl,True,False
資訊,tsir-sìn,25,chir-sìn,tsir1sin3,chir1sin3,tsirsin,chirsin,ts,cs,True,False
賠命,pê-miā,25,pê-miā,pe5mia7,pe5mia7,pemia,pemia,pm,pm,True,False
賠命,pêr-miā,25,pêr-miā,per5mia7,per5mia7,permia,permia,pm,pm,True,False
賠窮,puê-kîng,25,pôe-kêng,pue5king5,poe5keng5,pueking,poekeng,pk,pk,True,False
賠窮,pê-kîng,25,pê-kêng,pe5king5,pe5keng5,peking,pekeng,pk,pk,True,False
賠窮,pêr-kîng,25,pêr-kêng,per5king5,per5keng5,perking,perkeng,pk,pk,True,False
賠補,puê-póo,25,pôe-pó͘,pue5poo2,poe5poo2,puepoo,poepoo,pp,pp,True,False
賠補,pê-póo,25,pê-pó͘,pe5poo2,pe5poo2,pepoo,pepoo,pp,pp,True,False
賠補,pêr-póo,25,pêr-pó͘,per5poo2,per5poo2,perpoo,perpoo,pp,pp,True,False
賠錢,pêr-tsînn,25,pêr-chîⁿ,per5tsinn5,per5chinn5,pertsinn,perchinn,pt,pc,True,False
賢士,hiân-sīr,25,hiân-sīr,hian5sir7,hian5sir7,hiansir,hiansir,hs,hs,True,False
賢士,hiân-sū,25,hiân-sū,hian5su7,hian5su7,hiansu,hiansu,hs,hs,True,False
賢士,hiân-sǐr,25,hiân-sǐr,hian5sir6,hian5sir6,hiansir,hiansir,hs,hs,True,False
足袋,that-bí,25,that-bí,that4bi2,that4bi2,thatbi,thatbi,tb,tb,True,False
跟綴,kirn-tèr,25,kirn-tèr,kirn1ter3,kirn1ter3,kirnter,kirnter,kt,kt,True,False
跟綴,kun-tèr,25,kun-tèr,kun1ter3,kun1ter3,kunter,kunter,kt,kt,True,False
踅街,se̍rh-kere,25,se̍rh-kere,serh8kere1,serh8kere1,serhkere,serhkere,sk,sk,True,False
踅街,se̍rh-kue,25,se̍rh-koe,serh8kue1,serh8koe1,serhkue,serhkoe,sk,sk,True,False
軍事,kun-sīr,25,kun-sīr,kun1sir7,kun1sir7,kunsir,kunsir,ks,ks,True,False
軍士,kun-sīr,25,kun-sīr,kun1sir7,kun1sir7,kunsir,kunsir,ks,ks,True,False
軍士,kun-sū,25,kun-sū,kun1su7,kun1su7,kunsu,kunsu,ks,ks,True,False
軍士,kun-sǐr,25,kun-sǐr,kun1sir6,kun1sir6,kunsir,kunsir,ks,ks,True,False
軍師,kun-sir,25,kun-sir,kun1sir1,kun1sir1,kunsir,kunsir,ks,ks,True,False
轉去,tńg-khìr,25,tńg-khìr,tng2khir3,tng2khir3,tngkhir,tngkhir,tk,tk,True,False
辭世,sîr-sè,25,sîr-sè,sir5se3,sir5se3,sirse,sirse,ss,ss,True,False
辭世,sû-sè,25,sû-sè,su5se3,su5se3,suse,suse,ss,ss,True,True
辭令,sîr-līng,25,sîr-lēng,sir5ling7,sir5leng7,sirling,sirleng,sl,sl,True,False
辭令,sû-līng,25,sû-lēng,su5ling7,su5leng7,suling,suleng,sl,sl,True,True
辭典,sîr-tián,25,sîr-tián,sir5tian2,sir5tian2,sirtian,sirtian,st,st,True,False
辭書,sîr-sir,25,sîr-sir,sir5sir1,sir5sir1,sirsir,sirsir,ss,ss,True,False
迦葉,ka-sia̍p,25,ka-sia̍p,ka1siap8,ka1siap8,kasiap,kasiap,ks,ks,True,False
迦葉,kia-sia̍p,25,kia-sia̍p,kia1siap8,kia1siap8,kiasiap,kiasiap,ks,ks,True,False
迵過,thàng-kèr,25,thàng-kèr,thang3ker3,thang3ker3,thangker,thangker,tk,tk,True,False
退味,thè-bī,25,thè-bī,the3bi7,the3bi7,thebi,thebi,tb,tb,True,False
退味,thèr-bī,25,thèr-bī,ther3bi7,ther3bi7,therbi,therbi,tb,tb,True,False
退悔,thè-hué,25,thè-hóe,the3hue2,the3hoe2,thehue,thehoe,th,th,True,False
退悔,thèr-hué,25,thèr-hóe,ther3hue2,ther3hoe2,therhue,therhoe,th,th,True,False
退火,thèr-hér,25,thèr-hér,ther3her2,ther3her2,therher,therher,th,th,True,False
退約,thè-iok,25,thè-iok,the3iok4,the3iok4,theiok,theiok,ti,ti,True,False
退約,thèr-iok,25,thèr-iok,ther3iok4,ther3iok4,theriok,theriok,ti,ti,True,False
退讓,thè-jiōng,25,thè-jiōng,the3jiong7,the3jiong7,thejiong,thejiong,tj,tj,True,False
退讓,thè-liōng,25,thè-liōng,the3liong7,the3liong7,theliong,theliong,tl,tl,True,False
退讓,thèr-jiōng,25,thèr-jiōng,ther3jiong7,ther3jiong7,therjiong,therjiong,tj,tj,True,False
退讓,thèr-liōng,25,thèr-liōng,ther3liong7,ther3liong7,therliong,therliong,tl,tl,True,False
退貨,thè-hè,25,thè-hè,the3he3,the3he3,thehe,thehe,th,th,True,False
退貨,thèr-hèr,25,thèr-hèr,ther3her3,ther3her3,therher,therher,th,th,True,False
退避,thuè-pī,25,thòe-pī,thue3pi7,thoe3pi7,thuepi,thoepi,tp,tp,True,False
透過,thàu-kèr,25,thàu-kèr,thau3ker3,thau3ker3,thauker,thauker,tk,tk,True,False
通過,thong-kèr,25,thong-kèr,thong1ker3,thong1ker3,thongker,thongker,tk,tk,True,False
遁辭,tūn-sîr,25,tūn-sîr,tun7sir5,tun7sir5,tunsir,tunsir,ts,ts,True,False
遁辭,tūn-sû,25,tūn-sû,tun7su5,tun7su5,tunsu,tunsu,ts,ts,True,True
運ちゃん,ùn-tsiàng,25,ùn-chiàng,un3tsiang3,un3chiang3,untsiang,unchiang,ut,uc,True,False
過份,kèr-hūn,25,kèr-hūn,ker3hun7,ker3hun7,kerhun,kerhun,kh,kh,True,False
過分,kèr-hun,25,kèr-hun,ker3hun1,ker3hun1,kerhun,kerhun,kh,kh,True,False
過去,kèr-khìr,25,kèr-khìr,ker3khir3,ker3khir3,kerkhir,kerkhir,kk,kk,True,False
過年,kèr-nî,25,kèr-nî,ker3ni5,ker3ni5,kerni,kerni,kn,kn,True,False
過度,kèr-tōo,25,kèr-tō͘,ker3too7,ker3too7,kertoo,kertoo,kt,kt,True,False
過往,kèr-óng,25,kèr-óng,ker3ong2,ker3ong2,kerong,kerong,ko,ko,True,False
過敏,kèr-bín,25,kèr-bín,ker3bin2,ker3bin2,kerbin,kerbin,kb,kb,True,False
過水,kèr-tsuí,25,kèr-chúi,ker3tsui2,ker3chui2,kertsui,kerchui,kt,kc,True,False
過溪,kuè-khe,25,kòe-khe,kue3khe1,koe3khe1,kuekhe,koekhe,kk,kk,True,False
過溪,kè-khue,25,kè-khoe,ke3khue1,ke3khoe1,kekhue,kekhoe,kk,kk,True,False
過溪,kèr-khere,25,kèr-khere,ker3khere1,ker3khere1,kerkhere,kerkhere,kk,kk,True,False
過溪,kèr-khue,25,kèr-khoe,ker3khue1,ker3khoe1,kerkhue,kerkhoe,kk,kk,True,False
過濾,kèr-līr,25,kèr-līr,ker3lir7,ker3lir7,kerlir,kerlir,kl,kl,True,False
過磅,kèr-pōng,25,kèr-pōng,ker3pong7,ker3pong7,kerpong,kerpong,kp,kp,True,False
過磅,kèr-pǒng,25,kèr-pǒng,ker3pong6,ker3pong6,kerpong,kerpong,kp,kp,True,False
過面,kèr-bīn,25,kèr-bīn,ker3bin7,ker3bin7,kerbin,kerbin,kb,kb,True,False
過頭,kèr-thâu,25,kèr-thâu,ker3thau5,ker3thau5,kerthau,kerthau,kt,kt,True,False
遺書,uî-sir,25,ûi-sir,ui5sir1,ui5sir1,uisir,uisir,us,us,True,False
酒配,tsiú-phèr,25,chiú-phèr,tsiu2pher3,chiu2pher3,tsiupher,chiupher,tp,cp,True,False
酷暑,khok-sír,25,khok-sír,khok4sir2,khok4sir2,khoksir,khoksir,ks,ks,True,False
酷暑,khok-sú,25,khok-sú,khok4su2,khok4su2,khoksu,khoksu,ks,ks,True,False
醫師,i-sir,25,i-sir,i1sir1,i1sir1,isir,isir,is,is,True,False
鐮𠠝,liâm-li̍k,25,liâm-le̍k,liam5lik8,liam5lek8,liamlik,liamlek,ll,ll,True,False
闇,iá-mih,25,iá-mih,ia2mih4,ia2mih4,iamih,iamih,im,im,True,False
防火,hông-hér,25,hông-hér,hong5her2,hong5her2,hongher,hongher,hh,hh,True,False
隱士,ín-sū,25,ín-sū,in2su7,in2su7,insu,insu,is,is,True,False
隱士,írn-sīr,25,írn-sīr,irn2sir7,irn2sir7,irnsir,irnsir,is,is,True,False
隱士,írn-sǐr,25,írn-sǐr,irn2sir6,irn2sir6,irnsir,irnsir,is,is,True,False
隱士,ún-sīr,25,ún-sīr,un2sir7,un2sir7,unsir,unsir,us,us,True,False
隱士,ún-sǐr,25,ún-sǐr,un2sir6,un2sir6,unsir,unsir,us,us,True,False
隱居,ín-ki,25,ín-ki,in2ki1,in2ki1,inki,inki,ik,ik,True,False
隱居,írn-kir,25,írn-kir,irn2kir1,irn2kir1,irnkir,irnkir,ik,ik,True,False
隱居,ún-kir,25,ún-kir,un2kir1,un2kir1,unkir,unkir,uk,uk,True,False
隱私,ín-su,25,ín-su,in2su1,in2su1,insu,insu,is,is,True,False
隱私,írn-sir,25,írn-sir,irn2sir1,irn2sir1,irnsir,irnsir,is,is,True,False
隱私,ún-sir,25,ún-sir,un2sir1,un2sir1,unsir,unsir,us,us,True,False
隱語,ín-gí,25,ín-gí,in2gi2,in2gi2,ingi,ingi,ig,ig,True,False
隱語,írn-gír,25,írn-gír,irn2gir2,irn2gir2,irngir,irngir,ig,ig,True,False
隱語,ún-gír,25,ún-gír,un2gir2,un2gir2,ungir,ungir,ug,ug,True,False
隱語,ún-gú,25,ún-gú,un2gu2,un2gu2,ungu,ungu,ug,ug,True,False
隸書,lē-sir,25,lē-sir,le7sir1,le7sir1,lesir,lesir,ls,ls,True,False
隸書,lē-su,25,lē-su,le7su1,le7su1,lesu,lesu,ls,ls,True,False
雞頭,kere-thâu,25,kere-thâu,kere1thau5,kere1thau5,kerethau,kerethau,kt,kt,True,False
雞頭,kue-thâu,25,koe-thâu,kue1thau5,koe1thau5,kuethau,koethau,kt,kt,True,False
難事,lân-sīr,25,lân-sīr,lan5sir7,lan5sir7,lansir,lansir,ls,ls,True,False
難事,lân-sū,25,lân-sū,lan5su7,lan5su7,lansu,lansu,ls,ls,True,False
面會,biān-hē,25,biān-hē,bian7he7,bian7he7,bianhe,bianhe,bh,bh,True,False
面會,biān-hēr,25,biān-hēr,bian7her7,bian7her7,bianher,bianher,bh,bh,True,False
面皮,bīn-phêr,25,bīn-phêr,bin7pher5,bin7pher5,binpher,binpher,bp,bp,True,False
鞄,kha-báng,25,kha-báng,kha1bang2,kha1bang2,khabang,khabang,kb,kb,True,False
頓首,tùn-siú,25,tùn-siú,tun3siu2,tun3siu2,tunsiu,tunsiu,ts,ts,True,False
頭序,thâu-sīr,25,thâu-sīr,thau5sir7,thau5sir7,thausir,thausir,ts,ts,True,False
頭序,thâu-sū,25,thâu-sū,thau5su7,thau5su7,thausu,thausu,ts,ts,True,False
頭序,thâu-sǐr,25,thâu-sǐr,thau5sir6,thau5sir6,thausir,thausir,ts,ts,True,False
題序,terê-sīr,25,têre-sīr,tere5sir7,tere5sir7,teresir,teresir,ts,ts,True,False
題序,terê-sǐr,25,têre-sǐr,tere5sir6,tere5sir6,teresir,teresir,ts,ts,True,False
題序,tuê-sīr,25,tôe-sīr,tue5sir7,toe5sir7,tuesir,toesir,ts,ts,True,False
題序,tuê-sǐr,25,tôe-sǐr,tue5sir6,toe5sir6,tuesir,toesir,ts,ts,True,False
風呂,hú-looh,25,hú-lo͘h,hu2looh4,hu2looh4,hulooh,hulooh,hl,hl,True,False
風尾,hong-bér,25,hong-bér,hong1ber2,hong1ber2,hongber,hongber,hb,hb,True,False
風尾,huang-bér,25,hoang-bér,huang1ber2,hoang1ber2,huangber,hoangber,hb,hb,True,False
風火,hong-hér,25,hong-hér,hong1her2,hong1her2,hongher,hongher,hh,hh,True,False
食パン,sio̍k-pháng,25,sio̍k-pháng,siok8phang2,siok8phang2,siokphang,siokphang,sp,sp,True,False
飯盒,ha̋ng-góo,25,hăng-gó͘,hang1goo2,hang9goo2,hanggoo,hanggoo,hg,hg,True,False
饂飩,u-lóng,25,u-lóng,u1long2,u1long2,ulong,ulong,ul,ul,True,False
鬱色,ut-sik,25,ut-sek,ut4sik4,ut4sek4,utsik,utsek,us,us,True,False
魚拊,hîr-hú,25,hîr-hú,hir5hu2,hir5hu2,hirhu,hirhu,hh,hh,True,False
鯊魚,sua-hîr,25,soa-hîr,sua1hir5,soa1hir5,suahir,soahir,sh,sh,True,False
麵皮,mī-phê,25,mī-phê,mi7phe5,mi7phe5,miphe,miphe,mp,mp,True,False
麵皮,mī-phêr,25,mī-phêr,mi7pher5,mi7pher5,mipher,mipher,mp,mp,True,False
黴菌,ba̋i-khín,25,băi-khín,bai1khin2,bai9khin2,baikhin,baikhin,bk,bk,True,False
齊斬,tserê-tsánn,25,chêre-cháⁿ,tsere5tsann2,chere5chann2,tseretsann,cherechann,tt,cc,True,False
齊斬,tsuê-tsánn,25,chôe-cháⁿ,tsue5tsann2,choe5chann2,tsuetsann,choechann,tt,cc,True,False
齒科,khí-kher,25,khí-kher,khi2kher1,khi2kher1,khikher,khikher,kk,kk,True,False
龍眼,ngirî-ngirí,25,ngîri-ngíri,ngiri5ngiri2,ngiri5ngiri2,ngiringiri,ngiringiri,nn,nn,True,False
龍門,liông-bûn,25,liông-bûn,liong5bun5,liong5bun5,liongbun,liongbun,lb,lb,True,True
𫝛人,sâng-lâng,25,sâng-lâng,sang5lang5,sang5lang5,sanglang,sanglang,sl,sl,True,False
𫝛勻,sâng-ûn,25,sâng-ûn,sang5un5,sang5un5,sangun,sangun,su,su,True,False
𫝛年,sâng-nî,25,sâng-nî,sang5ni5,sang5ni5,sangni,sangni,sn,sn,True,False
𫝛時,sâng-sî,25,sâng-sî,sang5si5,sang5si5,sangsi,sangsi,ss,ss,True,False
𫝛款,sâng-khuán,25,sâng-khoán,sang5khuan2,sang5khoan2,sangkhuan,sangkhoan,sk,sk,True,False
𫝛途,sâng-tôo,25,sâng-tô͘,sang5too5,sang5too5,sangtoo,sangtoo,st,st,True,False
趙,tiāu,21,tiāu,tiau7,tiau7,tiau,tiau,,,True,False
齊,tsu,20,chu,tsu1,chu1,tsu,chu,,,True,False
あいさつ,a̋i-sat-tsuh,16,ăi-sat-chuh,ai1sat4tsuh4,ai9sat4chuh4,aisattsuh,aisatchuh,ast,asc,True,False
あにき,a-ní-khih,16,a-ní-khih,a1ni2khih4,a1ni2khih4,anikhih,anikhih,ank,ank,True,False
おじさん,oo-jí-sáng,16,o͘-jí-sáng,oo1ji2sang2,oo1ji2sang2,oojisang,oojisang,ojs,ojs,True,False
おにんぎょう,oo-lín-gióo,16,o͘-lín-gió͘,oo1lin2gioo2,oo1lin2gioo2,oolingioo,oolingioo,olg,olg,True,False
おねえさん,oo-nè-sàng,16,o͘-nè-sàng,oo1ne3sang3,oo1ne3sang3,oonesang,oonesang,ons,ons,True,False
おばさん,oo-bá-sáng,16,o͘-bá-sáng,oo1ba2sang2,oo1ba2sang2,oobasang,oobasang,obs,obs,True,False
お人形,oo-lín-gióo,16,o͘-lín-gió͘,oo1lin2gioo2,oo1lin2gioo2,oolingioo,oolingioo,olg,olg,True,False
お姉さん,oo-nè-sàng,16,o͘-nè-sàng,oo1ne3sang3,oo1ne3sang3,oonesang,oonesang,ons,ons,True,False
きもち,khi-móo-tsih,16,khi-mó͘-chih,khi1moo2tsih4,khi1moo2chih4,khimootsih,khimoochih,kmt,kmc,True,False
さくら,sa-khú-lah,16,sa-khú-lah,sa1khu2lah4,sa1khu2lah4,sakhulah,sakhulah,skl,skl,True,False
さしみ,sa-sí-mih,16,sa-sí-mih,sa1si2mih4,sa1si2mih4,sasimih,sasimih,ssm,ssm,True,False
しあげ,si-á-geh,16,si-á-geh,si1a2geh4,si1a2geh4,siageh,siageh,sag,sag,True,False
せびろ,se-bí-looh,16,se-bí-lo͘h,se1bi2looh4,se1bi2looh4,sebilooh,sebilooh,sbl,sbl,True,False
ぞうり,lóo-lí-á,16,ló͘-lí-á,loo2li2a2,loo2li2a2,loolia,loolia,lla,lla,True,False
たくあん,tha-khú-áng,16,tha-khú-áng,tha1khu2ang2,tha1khu2ang2,thakhuang,thakhuang,tka,tka,True,False
たたみ,tha-thá-mih,16,tha-thá-mih,tha1tha2mih4,tha1tha2mih4,thathamih,thathamih,ttm,ttm,True,False
だいじょうぶ,la̋i-jiòo-bù,16,lăi-jiò͘-bù,lai1jioo3bu3,lai9jioo3bu3,laijioobu,laijioobu,ljb,ljb,True,False
ちゃんばら,tshia̋n-pá-lah,16,chhiăn-pá-lah,tshian1pa2lah4,chhian9pa2lah4,tshianpalah,chhianpalah,tpl,cpl,True,False
ひのき,hi-nóo-khih,16,hi-nó͘-khih,hi1noo2khih4,hi1noo2khih4,hinookhih,hinookhih,hnk,hnk,True,False
ようちえん,iu-tsí-ián,16,iu-chí-ián,iu1tsi2ian2,iu1chi2ian2,iutsiian,iuchiian,iti,ici,True,False
わさび,ua-sá-bih,16,oa-sá-bih,ua1sa2bih4,oa1sa2bih4,uasabih,oasabih,usb,osb,True,False
アルミ,a-lú-mih,16,a-lú-mih,a1lu2mih4,a1lu2mih4,alumih,alumih,alm,alm,True,False
エプロン,e-pú-lóng,16,e-pú-lóng,e1pu2long2,e1pu2long2,epulong,epulong,epl,epl,True,False
オートバイ,oo-tóo-bái,16,o͘-tó͘-bái,oo1too2bai2,oo1too2bai2,ootoobai,ootoobai,otb,otb,True,False
カメラ,kha-mé-lah,16,kha-mé-lah,kha1me2lah4,kha1me2lah4,khamelah,khamelah,kml,kml,True,False
ガソリン,ga-sóo-lín,16,ga-só͘-lín,ga1soo2lin2,ga1soo2lin2,gasoolin,gasoolin,gsl,gsl,True,False
クラッチ,khu-lá-tsih,16,khu-lá-chih,khu1la2tsih4,khu1la2chih4,khulatsih,khulachih,klt,klc,True,False
クリーム,khu-lì-mù,16,khu-lì-mù,khu1li3mu3,khu1li3mu3,khulimu,khulimu,klm,klm,True,False
ケチャップ,khe-tsiap-puh,16,khe-chiap-puh,khe1tsiap4puh4,khe1chiap4puh4,khetsiappuh,khechiappuh,ktp,kcp,True,False
コミッション,khoo-mí-sióng,16,kho͘-mí-sióng,khoo1mi2siong2,khoo1mi2siong2,khoomisiong,khoomisiong,kms,kms,True,False
コレラ,khoo-lé-lah,16,kho͘-lé-lah,khoo1le2lah4,khoo1le2lah4,khoolelah,khoolelah,kll,kll,True,False
コンクリート,khōng-ku-lí,16,khōng-ku-lí,khong7ku1li2,khong7ku1li2,khongkuli,khongkuli,kkl,kkl,True,False
ゴルフ,goo-lú-huh,16,go͘-lú-huh,goo1lu2huh4,goo1lu2huh4,gooluhuh,gooluhuh,glh,glh,True,False
サンプル,sa̋m-phú-luh,16,săm-phú-luh,sam1phu2luh4,sam9phu2luh4,samphuluh,samphuluh,spl,spl,True,False
サービス,sa̋-bì-sù,16,să-bì-sù,sa1bi3su3,sa9bi3su3,sabisu,sabisu,sbs,sbs,True,False
ジルバ,ji-lú-bah,16,ji-lú-bah,ji1lu2bah4,ji1lu2bah4,jilubah,jilubah,jlb,jlb,True,False
スクーター,su-khù-tà,16,su-khù-tà,su1khu3ta3,su1khu3ta3,sukhuta,sukhuta,skt,skt,True,False
スパナ,si̍p-pán-ná,16,si̍p-pán-ná,sip8pan2na2,sip8pan2na2,sippanna,sippanna,spn,spn,True,False
スリッパ,su-lit-pah,16,su-lit-pah,su1lit4pah4,su1lit4pah4,sulitpah,sulitpah,slp,slp,True,False
タクシー,tha-khú-sih,16,tha-khú-sih,tha1khu2sih4,tha1khu2sih4,thakhusih,thakhusih,tks,tks,True,False
テニス,the-ní-suh,16,the-ní-suh,the1ni2suh4,the1ni2suh4,thenisuh,thenisuh,tns,tns,True,False
テンプラ,thia̋n-pú-lah,16,thiăn-pú-lah,thian1pu2lah4,thian9pu2lah4,thianpulah,thianpulah,tpl,tpl,True,False
トマト,thoo-má-tooh,16,tho͘-má-to͘h,thoo1ma2tooh4,thoo1ma2tooh4,thoomatooh,thoomatooh,tmt,tmt,True,False
トラック,thoo-lá-khuh,16,tho͘-lá-khuh,thoo1la2khuh4,thoo1la2khuh4,thoolakhuh,thoolakhuh,tlk,tlk,True,False
ドライバー,loo-lài-bà,16,lo͘-lài-bà,loo1lai3ba3,loo1lai3ba3,loolaiba,loolaiba,llb,llb,True,False
ネクタイ,ne-kut-tái,16,ne-kut-tái,ne1kut4tai2,ne1kut4tai2,nekuttai,nekuttai,nkt,nkt,True,False
ハイカラ,hái-kat-lá,16,hái-kat-lá,hai2kat4la2,hai2kat4la2,haikatla,haikatla,hkl,hkl,True,False
ハイーカラ,hái-kat-lá,16,hái-kat-lá,hai2kat4la2,hai2kat4la2,haikatla,haikatla,hkl,hkl,True,False
ハンドル,ha̋n-tóo-luh,16,hăn-tó͘-luh,han1too2luh4,han9too2luh4,hantooluh,hantooluh,htl,htl,True,False
バイオリン,bai-óo-lín,16,bai-ó͘-lín,bai1oo2lin2,bai1oo2lin2,baioolin,baioolin,bol,bol,True,False
バッテリー,ba̍t-té-lih,16,ba̍t-té-lih,bat8te2lih4,bat8te2lih4,battelih,battelih,btl,btl,True,False
パチンコ,pha-tsìn-kòo,16,pha-chìn-kò͘,pha1tsin3koo3,pha1chin3koo3,phatsinkoo,phachinkoo,ptk,pck,True,False
パーセント,pha̋-siàn-tòo,16,phă-siàn-tò͘,pha1sian3too3,pha9sian3too3,phasiantoo,phasiantoo,pst,pst,True,False
ビタミン,bi-tá-bín,16,bi-tá-bín,bi1ta2bin2,bi1ta2bin2,bitabin,bitabin,btb,btb,True,False
ピアノ,phi-á-nooh,16,phi-á-no͘h,phi1a2nooh4,phi1a2nooh4,phianooh,phianooh,pan,pan,True,False
ブラジャー,bu-là-jià,16,bu-là-jià,bu1la3jia3,bu1la3jia3,bulajia,bulajia,blj,blj,True,False
ブルース,pu-lù-sù,16,pu-lù-sù,pu1lu3su3,pu1lu3su3,pulusu,pulusu,pls,pls,True,False
ベニヤ,me-lí-á,16,me-lí-á,me1li2a2,me1li2a2,melia,melia,mla,mla,True,False
ホテル,hoo-té-luh,16,ho͘-té-luh,hoo1te2luh4,hoo1te2luh4,hooteluh,hooteluh,htl,htl,True,False
ホルモン,hoo-lú-bóng,16,ho͘-lú-bóng,hoo1lu2bong2,hoo1lu2bong2,hoolubong,hoolubong,hlb,hlb,True,False
ボクシング,bo̍k-sìn-gù,16,bo̍k-sìn-gù,bok8sin3gu3,bok8sin3gu3,boksingu,boksingu,bsg,bsg,True,False
マッサージ,ma-sà-tsì,16,ma-sà-chì,ma1sa3tsi3,ma1sa3chi3,masatsi,masachi,mst,msc,True,False
マラソン,ma-lá-sóng,16,ma-lá-sóng,ma1la2song2,ma1la2song2,malasong,malasong,mls,mls,True,False
ラケット,la-kiat-tooh,16,la-kiat-to͘h,la1kiat4tooh4,la1kiat4tooh4,lakiattooh,lakiattooh,lkt,lkt,True,False
ラジオ,la-jí-ooh,16,la-jí-o͘h,la1ji2ooh4,la1ji2ooh4,lajiooh,lajiooh,ljo,ljo,True,False
ラムネ,la-mú-neh,16,la-mú-neh,la1mu2neh4,la1mu2neh4,lamuneh,lamuneh,lmn,lmn,True,False
ランニング,la̋i-lìn-gù,16,lăi-lìn-gù,lai1lin3gu3,lai9lin3gu3,lailingu,lailingu,llg,llg,True,False
リヤカー,li-á-khah,16,li-á-khah,li1a2khah4,li1a2khah4,liakhah,liakhah,lak,lak,True,False
ワイシャツ,ua̋i-siat-tsuh,16,oăi-siat-chuh,uai1siat4tsuh4,oai9siat4chuh4,uaisiattsuh,oaisiatchuh,ust,osc,True,False
ワルツ,ua-lù-tsuh,16,oa-lù-chuh,ua1lu3tsuh4,oa1lu3chuh4,ualutsuh,oaluchuh,ult,olc,True,False
不二價,put-jī-kà,16,put-jī-kà,put4ji7ka3,put4ji7ka3,putjika,putjika,pjk,pjk,True,False
不二價,put-lī-kà,16,put-lī-kà,put4li7ka3,put4li7ka3,putlika,putlika,plk,plk,True,False
不二價,put-lī-kè,16,put-lī-kè,put4li7ke3,put4li7ke3,putlike,putlike,plk,plk,True,False
仕上げ,si-á-geh,16,si-á-geh,si1a2geh4,si1a2geh4,siageh,siageh,sag,sag,True,False
傀儡戲,ka-lér-hì,16,ka-lér-hì,ka1ler2hi3,ka1ler2hi3,kalerhi,kalerhi,klh,klh,True,False
兄貴,a-ní-khih,16,a-ní-khih,a1ni2khih4,a1ni2khih4,anikhih,anikhih,ank,ank,True,False
刺身,sa-sí-mih,16,sa-sí-mih,sa1si2mih4,sa1si2mih4,sasimih,sasimih,ssm,ssm,True,False
口頭話,kháu-thâu-uē,16,kháu-thâu-ōe,khau2thau5ue7,khau2thau5oe7,khauthauue,khauthauoe,ktu,kto,True,False
