tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,taihoa
tshuì-ān,嘴限,25,chhùi-ān,tshui3an7,chhui3an7,tshuian,chhuian,ta,ca,True
tshuì-bīn,嘴面,25,chhùi-bīn,tshui3bin7,chhui3bin7,tshuibin,chhuibin,tb,cb,True
tshuì-uì,嘴飫,25,chhùi-ùi,tshui3ui3,chhui3ui3,tshuiui,chhuiui,tu,cu,True
tshuì-sâi,嘴饞,25,chhùi-sâi,tshui3sai5,chhui3sai5,tshuisai,chhuisai,ts,cs,True
tshuì-tshiu,嘴鬚,25,chhùi-chhiu,tshui3tshiu1,chhui3chhiu1,tshuitshiu,chhuichhiu,tt,cc,True
tshuì-tshio,嘴鶺,25,chhùi-chhio,tshui3tshio1,chhui3chhio1,tshuitshio,chhuichhio,tt,cc,True
tshuì-pho,嘴麩,25,chhùi-pho,tshui3pho1,chhui3pho1,tshuipho,chhuipho,tp,cp,True
tshuì-phīnn,嘴鼻,25,chhùi-phīⁿ,tshui3phinn7,chhui3phinn7,tshuiphinn,chhuiphinn,tp,cp,True
tshuì-khí,嘴齒,25,chhùi-khí,tshui3khi2,chhui3khi2,tshuikhi,chhuikhi,tk,ck,True
si-jiō,嘶尿,25,si-jiō,si1jio7,si1jio7,sijio,sijio,sj,sj,True
sau-siann,嘶聲,25,sau-siaⁿ,sau1siann1,sau1siann1,sausiann,sausiann,ss,ss,True
liâu-liāng,嘹喨,25,liâu-liāng,liau5liang7,liau5liang7,liauliang,liauliang,ll,ll,True
hi-hiàu,嘻hiàu,25,hi-hiàu,hi1hiau3,hi1hiau3,hihiau,hihiau,hh,hh,True
eh-ling,噎奶,25,eh-leng,eh1ling1,eh1leng1,ehling,ehleng,el,el,True
hìnn-hannh,噓哈,25,hìⁿ-haⁿh,hinn3hannh1,hinn3hannh1,hinnhannh,hinnhannh,hh,hh,True
giám-siâu,噞siâu,25,giám-siâu,giam2siau5,giam2siau5,giamsiau,giamsiau,gs,gs,True
khì-khū,器具,25,khì-khū,khi3khu7,khi3khu7,khikhu,khikhu,kk,kk,True
khì-kuan,器官,25,khì-koan,khi3kuan1,khi3koan1,khikuan,khikoan,kk,kk,True
khì-tsâi,器材,25,khì-châi,khi3tsai5,khi3chai5,khitsai,khichai,kt,kc,True
khì-hâi,器械,25,khì-hâi,khi3hai5,khi3hai5,khihai,khihai,kh,kh,True
khì-bíng,器皿,25,khì-béng,khi3bing2,khi3beng2,khibing,khibeng,kb,kb,True
khì-tiōng,器重,25,khì-tiōng,khi3tiong7,khi3tiong7,khitiong,khitiong,kt,kt,True
tshò-im,噪音,25,chhò-im,tsho3im1,chho3im1,tshoim,chhoim,ti,ci,True
sē-káu,噬狗,25,sē-káu,se7kau2,se7kau2,sekau,sekau,sk,sk,True
ái-á,噯仔,25,ái-á,ai2a2,ai2a2,aia,aia,aa,aa,True
ai-ioh,噯喲,25,ai-ioh,ai1ioh1,ai1ioh1,aiioh,aiioh,ai,ai,True
phùn-tâm,噴tâm,25,phùn-tâm,phun3tam5,phun3tam5,phuntam,phuntam,pt,pt,True
phùn-tshut,噴出,25,phùn-chhut,phun3tshut1,phun3chhut1,phuntshut,phunchhut,pt,pc,True
phùn-tse,噴劑,25,phùn-che,phun3tse1,phun3che1,phuntse,phunche,pt,pc,True
phùn-tshuì,噴嘴,25,phùn-chhùi,phun3tshui3,phun3chhui3,phuntshui,phunchhui,pt,pc,True
phùn-phùn,噴噴,25,phùn-phùn,phun3phun3,phun3phun3,phunphun,phunphun,pp,pp,True
phùn-siā,噴射,25,phùn-siā,phun3sia7,phun3sia7,phunsia,phunsia,ps,ps,True
phùn-khì,噴氣,25,phùn-khì,phun3khi3,phun3khi3,phunkhi,phunkhi,pk,pk,True
phùn-tsuí,噴水,25,phùn-chúi,phun3tsui2,phun3chui2,phuntsui,phunchui,pt,pc,True
phùn-tsuânn,噴泉,25,phùn-chôaⁿ,phun3tsuann5,phun3choann5,phuntsuann,phunchoann,pt,pc,True
phùn-tshat,噴漆,25,phùn-chhat,phun3tshat1,phun3chhat1,phuntshat,phunchhat,pt,pc,True
phùn-tsuānn,噴濺,25,phùn-chōaⁿ,phun3tsuann7,phun3choann7,phuntsuann,phunchoann,pt,pc,True
phùn-hōo,噴雨,25,phùn-hō͘,phun3hoo7,phun3hoo7,phunhoo,phunhoo,ph,ph,True
phùn-seh,噴雪,25,phùn-seh,phun3seh1,phun3seh1,phunseh,phunseh,ps,ps,True
phùn-tiám,噴點,25,phùn-tiám,phun3tiam2,phun3tiam2,phuntiam,phuntiam,pt,pt,True
tùn-uī,噸位,25,tùn-ūi,tun3ui7,tun3ui7,tunui,tunui,tu,tu,True
tòng-sòo,噸數,25,tòng-sò͘,tong3soo3,tong3soo3,tongsoo,tongsoo,ts,ts,True
hiannh-kè,嚇價,25,hiaⁿh-kè,hiannh1ke3,hiannh1ke3,hiannhke,hiannhke,hk,hk,True
heh-sí,嚇死,25,heh-sí,heh1si2,heh1si2,hehsi,hehsi,hs,hs,True
heh-tio̍h,嚇著,25,heh-tio̍h,heh1tioh8,heh1tioh8,hehtioh,hehtioh,ht,ht,True
hiannh-hong,嚇風,25,hiaⁿh-hong,hiannh1hong1,hiannh1hong1,hiannhhong,hiannhhong,hh,hh,True
heh-kiann,嚇驚,25,heh-kiaⁿ,heh1kiann1,heh1kiann1,hehkiann,hehkiann,hk,hk,True
âu-kiò,嚎叫,25,âu-kiò,au5kio3,au5kio3,aukio,aukio,ak,ak,True
âu-tsau,嚎糟,25,âu-chau,au5tsau1,au5chau1,autsau,auchau,at,ac,True
ba̍k-bé,嚜碼,25,ba̍k-bé,bak8be2,bak8be2,bakbe,bakbe,bb,bb,True
iàn-khì,嚥氣,25,iàn-khì,ian3khi3,ian3khi3,iankhi,iankhi,ik,ik,True
nâ-âu,嚨喉,25,nâ-âu,na5au5,na5au5,naau,naau,na,na,True
hiáng-tō,嚮導,25,hiáng-tō,hiang2to7,hiang2to7,hiangto,hiangto,ht,ht,True
hiàng-sî,嚮時,25,hiàng-sî,hiang3si5,hiang3si5,hiangsi,hiangsi,hs,hs,True
giâm-tong,嚴冬,25,giâm-tong,giam5tong1,giam5tong1,giamtong,giamtong,gt,gt,True
giâm-hîng,嚴刑,25,giâm-hêng,giam5hing5,giam5heng5,giamhing,giamheng,gh,gh,True
giâm-lē,嚴厲,25,giâm-lē,giam5le7,giam5le7,giamle,giamle,gl,gl,True
giâm-lī,嚴厲,25,giâm-lī,giam5li7,giam5li7,giamli,giamli,gl,gl,True
giâm-gâi,嚴啀,25,giâm-gâi,giam5gai5,giam5gai5,giamgai,giamgai,gg,gg,True
giâm-siú,嚴守,25,giâm-siú,giam5siu2,giam5siu2,giamsiu,giamsiu,gs,gs,True
giâm-bi̍t,嚴密,25,giâm-bi̍t,giam5bit8,giam5bit8,giambit,giambit,gb,gb,True
giâm-hân,嚴寒,25,giâm-hân,giam5han5,giam5han5,giamhan,giamhan,gh,gh,True
giâm-sím,嚴審,25,giâm-sím,giam5sim2,giam5sim2,giamsim,giamsim,gs,gs,True
giâm-tsùn,嚴峻,25,giâm-chùn,giam5tsun3,giam5chun3,giamtsun,giamchun,gt,gc,True
giâm-tîng,嚴懲,25,giâm-têng,giam5ting5,giam5teng5,giamting,giamteng,gt,gt,True
giâm-bîng,嚴明,25,giâm-bêng,giam5bing5,giam5beng5,giambing,giambeng,gb,gb,True
giâm-sú,嚴暑,25,giâm-sú,giam5su2,giam5su2,giamsu,giamsu,gs,gs,True
giâm-keh,嚴格,25,giâm-keh,giam5keh1,giam5keh1,giamkeh,giamkeh,gk,gk,True
giâm-tsìng,嚴正,25,giâm-chèng,giam5tsing3,giam5cheng3,giamtsing,giamcheng,gt,gc,True
giâm-hū,嚴父,25,giâm-hū,giam5hu7,giam5hu7,giamhu,giamhu,gh,gh,True
giâm-kìm,嚴禁,25,giâm-kìm,giam5kim3,giam5kim3,giamkim,giamkim,gk,gk,True
giâm-hua̍t,嚴罰,25,giâm-hoa̍t,giam5huat8,giam5hoat8,giamhuat,giamhoat,gh,gh,True
giâm-siok,嚴肅,25,giâm-siok,giam5siok1,giam5siok1,giamsiok,giamsiok,gs,gs,True
giâm-kho,嚴苛,25,giâm-kho,giam5kho1,giam5kho1,giamkho,giamkho,gk,gk,True
giâm-sû,嚴詞,25,giâm-sû,giam5su5,giam5su5,giamsu,giamsu,gs,gs,True
giâm-kín,嚴謹,25,giâm-kín,giam5kin2,giam5kin2,giamkin,giamkin,gk,gk,True
giâm-pān,嚴辦,25,giâm-pān,giam5pan7,giam5pan7,giampan,giampan,gp,gp,True
giâm-tiōng,嚴重,25,giâm-tiōng,giam5tiong7,giam5tiong7,giamtiong,giamtiong,gt,gt,True
giām-tiōng,嚴重,25,giām-tiōng,giam7tiong7,giam7tiong7,giamtiong,giamtiong,gt,gt,True
giâm-hông,嚴防,25,giâm-hông,giam5hong5,giam5hong5,giamhong,giamhong,gh,gh,True
jióng-huah,嚷喝,25,jióng-hoah,jiong2huah1,jiong2hoah1,jionghuah,jionghoah,jh,jh,True
lióng-huah,嚷喝,25,lióng-hoah,liong2huah1,liong2hoah1,lionghuah,lionghoah,lh,lh,True
jióng-mē,嚷罵,25,jióng-mē,jiong2me7,jiong2me7,jiongme,jiongme,jm,jm,True
lióng-mē,嚷罵,25,lióng-mē,liong2me7,liong2me7,liongme,liongme,lm,lm,True
jióng-nāu,嚷鬧,25,jióng-nāu,jiong2nau7,jiong2nau7,jiongnau,jiongnau,jn,jn,True
uang-kuah,嚾葛,25,oang-koah,uang1kuah1,oang1koah1,uangkuah,oangkoah,uk,ok,True
hiau-pai,囂掰,25,hiau-pai,hiau1pai1,hiau1pai1,hiaupai,hiaupai,hp,hp,True
lô-tho,囉叨,25,lô-tho,lo5tho1,lo5tho1,lotho,lotho,lt,lt,True
lo-thi,囉啼,25,lo-thi,lo1thi1,lo1thi1,lothi,lothi,lt,lt,True
lo-so,囉嗦,25,lo-so,lo1so1,lo1so1,loso,loso,ls,ls,True
lô-so,囉嗦,25,lô-so,lo5so1,lo5so1,loso,loso,ls,ls,True
lō-so,囉嗦,25,lō-so,lo7so1,lo7so1,loso,loso,ls,ls,True
long-á,囊仔,25,long-á,long1a2,long1a2,longa,longa,la,la,True
lông-li̍p,囊入,25,lông-li̍p,long5lip8,long5lip8,longlip,longlip,ll,ll,True
lông-phe,囊批,25,lông-phe,long5phe1,long5phe1,longphe,longphe,lp,lp,True
lông-sann,囊衫,25,lông-saⁿ,long5sann1,long5sann1,longsann,longsann,ls,ls,True
tsiok-hù,囑咐,25,chiok-hù,tsiok1hu3,chiok1hu3,tsiokhu,chiokhu,th,ch,True
tsiok-thok,囑託,25,chiok-thok,tsiok1thok1,chiok1thok1,tsiokthok,chiokthok,tt,ct,True
giat-á,囓仔,25,giat-á,giat1a2,giat1a2,giata,giata,ga,ga,True
siû-huān,囚犯,25,siû-hoān,siu5huan7,siu5hoan7,siuhuan,siuhoan,sh,sh,True
siû-kìm,囚禁,25,siû-kìm,siu5kim3,siu5kim3,siukim,siukim,sk,sk,True
sì-tshut,四出,25,sì-chhut,si3tshut1,si3chhut1,sitshut,sichhut,st,sc,True
sì-tsiu,四周,25,sì-chiu,si3tsiu1,si3chiu1,sitsiu,sichiu,st,sc,True
sì-uî,四圍,25,sì-ûi,si3ui5,si3ui5,siui,siui,su,su,True
sì-tsàng,四壯,25,sì-chàng,si3tsang3,si3chang3,sitsang,sichang,st,sc,True
sì-thīn,四媵,25,sì-thīn,si3thin7,si3thin7,sithin,sithin,st,st,True
sù-thīn,四媵,25,sù-thīn,su3thin7,su3thin7,suthin,suthin,st,st,True
sù-kuì,四季,25,sù-kùi,su3kui3,su3kui3,sukui,sukui,sk,sk,True
sì-siā,四射,25,sì-siā,si3sia7,si3sia7,sisia,sisia,ss,ss,True
sù-tshuan,四川,25,sù-chhoan,su3tshuan1,su3chhoan1,sutshuan,suchhoan,st,sc,True
sù-siông,四常,25,sù-siông,su3siong5,su3siong5,susiong,susiong,ss,ss,True
sì-liām,四捻,25,sì-liām,si3liam7,si3liam7,siliam,siliam,sl,sl,True
sì-suànn,四散,25,sì-sòaⁿ,si3suann3,si3soann3,sisuann,sisoann,ss,ss,True
sì-hng,四方,25,sì-hng,si3hng1,si3hng1,sihng,sihng,sh,sh,True
sù-hong,四方,25,sù-hong,su3hong1,su3hong1,suhong,suhong,sh,sh,True
sì-pîng,四旁,25,sì-pêng,si3ping5,si3peng5,siping,sipeng,sp,sp,True
sù-sī,四是,25,sù-sī,su3si7,su3si7,susi,susi,ss,ss,True
sù-kó,四果,25,sù-kó,su3ko2,su3ko2,suko,suko,sk,sk,True
sì-pāng,四棒,25,sì-pāng,si3pang7,si3pang7,sipang,sipang,sp,sp,True
sì-tsiànn,四正,25,sì-chiàⁿ,si3tsiann3,si3chiann3,sitsiann,sichiann,st,sc,True
sù-hái,四海,25,sù-hái,su3hai2,su3hai2,suhai,suhai,sh,sh,True
sù-bu̍t,四物,25,sù-bu̍t,su3but8,su3but8,subut,subut,sb,sb,True
sì-kè,四界,25,sì-kè,si3ke3,si3ke3,sike,sike,sk,sk,True
sì-bâi,四眉,25,sì-bâi,si3bai5,si3bai5,sibai,sibai,sb,sb,True
sì-phuà,四破,25,sì-phòa,si3phua3,si3phoa3,siphua,siphoa,sp,sp,True
sù-sîn,四神,25,sù-sîn,su3sin5,su3sin5,susin,susin,ss,ss,True
sù-uî,四維,25,sù-ûi,su3ui5,su3ui5,suui,suui,su,su,True
sù-ki,四肢,25,sù-ki,su3ki1,su3ki1,suki,suki,sk,sk,True
sì-kha,四腳,25,sì-kha,si3kha1,si3kha1,sikha,sikha,sk,sk,True
sì-tshù,四處,25,sì-chhù,si3tshu3,si3chhu3,sitshu,sichhu,st,sc,True
sì-kak,四角,25,sì-kak,si3kak1,si3kak1,sikak,sikak,sk,sk,True
sì-tsiu,四週,25,sì-chiu,si3tsiu1,si3chiu1,sitsiu,sichiu,st,sc,True
sì-pinn,四邊,25,sì-piⁿ,si3pinn1,si3pinn1,sipinn,sipinn,sp,sp,True
sù-phuè,四配,25,sù-phòe,su3phue3,su3phoe3,suphue,suphoe,sp,sp,True
sì-bīn,四面,25,sì-bīn,si3bin7,si3bin7,sibin,sibin,sb,sb,True
sì-khí,四齒,25,sì-khí,si3khi2,si3khi2,sikhi,sikhi,sk,sk,True
kín-á,囝仔,25,kín-á,kin2a2,kin2a2,kina,kina,ka,ka,True
kiánn-jî,囝兒,25,kiáⁿ-jî,kiann2ji5,kiann2ji5,kiannji,kiannji,kj,kj,True
kiánn-lî,囝兒,25,kiáⁿ-lî,kiann2li5,kiann2li5,kiannli,kiannli,kl,kl,True
kiánn-sài,囝婿,25,kiáⁿ-sài,kiann2sai3,kiann2sai3,kiannsai,kiannsai,ks,ks,True
kiánn-sun,囝孫,25,kiáⁿ-sun,kiann2sun1,kiann2sun1,kiannsun,kiannsun,ks,ks,True
kiánn-tī,囝弟,25,kiáⁿ-tī,kiann2ti7,kiann2ti7,kiannti,kiannti,kt,kt,True
huê-sìn,回信,25,hôe-sìn,hue5sin3,hoe5sin3,huesin,hoesin,hs,hs,True
huê-kàu,回到,25,hôe-kàu,hue5kau3,hoe5kau3,huekau,hoekau,hk,hk,True
huê-lâm,回南,25,hôe-lâm,hue5lam5,hoe5lam5,huelam,hoelam,hl,hl,True
hê-lâm,回南,25,hê-lâm,he5lam5,he5lam5,helam,helam,hl,hl,True
huê-ha̍p,回合,25,hôe-ha̍p,hue5hap8,hoe5hap8,huehap,hoehap,hh,hh,True
huê-bī,回味,25,hôe-bī,hue5bi7,hoe5bi7,huebi,hoebi,hb,hb,True
hê-tshuì,回嘴,25,hê-chhùi,he5tshui3,he5chhui3,hetshui,hechhui,ht,hc,True
hê-kok,回國,25,hê-kok,he5kok1,he5kok1,hekok,hekok,hk,hk,True
huê-pò,回報,25,hôe-pò,hue5po3,hoe5po3,huepo,hoepo,hp,hp,True
hê-thiap,回帖,25,hê-thiap,he5thiap1,he5thiap1,hethiap,hethiap,ht,ht,True
hê-ho̍k,回復,25,hê-ho̍k,he5hok8,he5hok8,hehok,hehok,hh,hh,True
hê-sióng,回想,25,hê-sióng,he5siong2,he5siong2,hesiong,hesiong,hs,hs,True
hê-i̍k,回憶,25,hê-e̍k,he5ik8,he5ek8,heik,heek,hi,he,True
huê-ìng,回應,25,hôe-èng,hue5ing3,hoe5eng3,hueing,hoeeng,hi,he,True
hê-ìng,回應,25,hê-èng,he5ing3,he5eng3,heing,heeng,hi,he,True
huê-tshiú,回手,25,hôe-chhiú,hue5tshiu2,hoe5chhiu2,huetshiu,hoechhiu,ht,hc,True
hê-tshiú,回手,25,hê-chhiú,he5tshiu2,he5chhiu2,hetshiu,hechhiu,ht,hc,True
hê-khàu,回扣,25,hê-khàu,he5khau3,he5khau3,hekhau,hekhau,hk,hk,True
huê-phe,回批,25,hôe-phe,hue5phe1,hoe5phe1,huephe,hoephe,hp,hp,True
hê-phe,回批,25,hê-phe,he5phe1,he5phe1,hephe,hephe,hp,hp,True
huê-tiāu,回掉,25,hôe-tiāu,hue5tiau7,hoe5tiau7,huetiau,hoetiau,ht,ht,True
huê-siu,回收,25,hôe-siu,hue5siu1,hoe5siu1,huesiu,hoesiu,hs,hs,True
huê-kàu,回教,25,hôe-kàu,hue5kau3,hoe5kau3,huekau,hoekau,hk,hk,True
hê-kàu,回教,25,hê-kàu,he5kau3,he5kau3,hekau,hekau,hk,hk,True
hê-kìng,回敬,25,hê-kèng,he5king3,he5keng3,heking,hekeng,hk,hk,True
huê-pún,回本,25,hôe-pún,hue5pun2,hoe5pun2,huepun,hoepun,hp,hp,True
hê-tiâu,回條,25,hê-tiâu,he5tiau5,he5tiau5,hetiau,hetiau,ht,ht,True
huê-kî,回棋,25,hôe-kî,hue5ki5,hoe5ki5,hueki,hoeki,hk,hk,True
huê-pōo,回步,25,hôe-pō͘,hue5poo7,hoe5poo7,huepoo,hoepoo,hp,hp,True
huê-sok,回溯,25,hôe-sok,hue5sok1,hoe5sok1,huesok,hoesok,hs,hs,True
huê-lôo,回爐,25,hôe-lô͘,hue5loo5,hoe5loo5,hueloo,hoeloo,hl,hl,True
huê-lé,回禮,25,hôe-lé,hue5le2,hoe5le2,huele,hoele,hl,hl,True
hê-tap,回答,25,hê-tap,he5tap1,he5tap1,hetap,hetap,ht,ht,True
hê-láng,回籠,25,hê-láng,he5lang2,he5lang2,helang,helang,hl,hl,True
huê-tsua̍t,回絕,25,hôe-choa̍t,hue5tsuat8,hoe5choat8,huetsuat,hoechoat,ht,hc,True
hê-tsuē,回罪,25,hê-chōe,he5tsue7,he5choe7,hetsue,hechoe,ht,hc,True
hê-siann,回聲,25,hê-siaⁿ,he5siann1,he5siann1,hesiann,hesiann,hs,hs,True
huê-kū,回舊,25,hôe-kū,hue5ku7,hoe5ku7,hueku,hoeku,hk,hk,True
huê-lo̍h,回落,25,hôe-lo̍h,hue5loh8,hoe5loh8,hueloh,hoeloh,hl,hl,True
huê-hok,回覆,25,hôe-hok,hue5hok1,hoe5hok1,huehok,hoehok,hh,hh,True
hê-uē,回話,25,hê-ōe,he5ue7,he5oe7,heue,heoe,hu,ho,True
huê-tia̍t,回跌,25,hôe-tia̍t,hue5tiat8,hoe5tiat8,huetiat,hoetiat,ht,ht,True
huê-nńg,回軟,25,hôe-nńg,hue5nng2,hoe5nng2,huenng,hoenng,hn,hn,True
hê-nńg,回軟,25,hê-nńg,he5nng2,he5nng2,henng,henng,hn,hn,True
huê-tńg,回轉,25,hôe-tńg,hue5tng2,hoe5tng2,huetng,hoetng,ht,ht,True
hê-tsuán,回轉,25,hê-choán,he5tsuan2,he5choan2,hetsuan,hechoan,ht,hc,True
hê-pī,回避,25,hê-pī,he5pi7,he5pi7,hepi,hepi,hp,hp,True
hê-tāng,回重,25,hê-tāng,he5tang7,he5tang7,hetang,hetang,ht,ht,True
huê-iâng,回陽,25,hôe-iâng,hue5iang5,hoe5iang5,hueiang,hoeiang,hi,hi,True
hê-iông,回陽,25,hê-iông,he5iong5,he5iong5,heiong,heiong,hi,hi,True
huê-tiān,回電,25,hôe-tiān,hue5tian7,hoe5tian7,huetian,hoetian,ht,ht,True
huê-im,回音,25,hôe-im,hue5im1,hoe5im1,hueim,hoeim,hi,hi,True
hê-im,回音,25,hê-im,he5im1,he5im1,heim,heim,hi,hi,True
huê-hiáng,回響,25,hôe-hiáng,hue5hiang2,hoe5hiang2,huehiang,hoehiang,hh,hh,True
huê-thâu,回頭,25,hôe-thâu,hue5thau5,hoe5thau5,huethau,hoethau,ht,ht,True
hê-thâu,回頭,25,hê-thâu,he5thau5,he5thau5,hethau,hethau,ht,ht,True
hê-kòo,回顧,25,hê-kò͘,he5koo3,he5koo3,hekoo,hekoo,hk,hk,True
huê-kuī,回饋,25,hôe-kūi,hue5kui7,hoe5kui7,huekui,hoekui,hk,hk,True
huê-hûn,回魂,25,hôe-hûn,hue5hun5,hoe5hun5,huehun,hoehun,hh,hh,True
hê-hûn,回魂,25,hê-hûn,he5hun5,he5hun5,hehun,hehun,hh,hh,True
sìn-á,囟仔,25,sìn-á,sin3a2,sin3a2,sina,sina,sa,sa,True
sìn-huē,囟會,25,sìn-hōe,sin3hue7,sin3hoe7,sinhue,sinhoe,sh,sh,True
sìn-hō,囟號,25,sìn-hō,sin3ho7,sin3ho7,sinho,sinho,sh,sh,True
sìn-mn̂g,囟門,25,sìn-mn̂g,sin3mng5,sin3mng5,sinmng,sinmng,sm,sm,True
sìn-tsang,囟鬃,25,sìn-chang,sin3tsang1,sin3chang1,sintsang,sinchang,st,sc,True
in-hô,因何,25,in-hô,in1ho5,in1ho5,inho,inho,ih,ih,True
in-i,因依,25,in-i,in1i1,in1i1,ini,ini,ii,ii,True
in-tsí,因子,25,in-chí,in1tsi2,in1chi2,intsi,inchi,it,ic,True
in-ìng,因應,25,in-èng,in1ing3,in1eng3,ining,ineng,ii,ie,True
in-kó,因果,25,in-kó,in1ko2,in1ko2,inko,inko,ik,ik,True
in-tshú,因此,25,in-chhú,in1tshu2,in1chhu2,intshu,inchhu,it,ic,True
in-uī,因為,25,in-ūi,in1ui7,in1ui7,inui,inui,iu,iu,True
in-iû,因由,25,in-iû,in1iu5,in1iu5,iniu,iniu,ii,ii,True
in-tuan,因端,25,in-toan,in1tuan1,in1toan1,intuan,intoan,it,it,True
in-tuann,因端,25,in-toaⁿ,in1tuann1,in1toann1,intuann,intoann,it,it,True
in-sòo,因素,25,in-sò͘,in1soo3,in1soo3,insoo,insoo,is,is,True
in-iân,因緣,25,in-iân,in1ian5,in1ian5,inian,inian,ii,ii,True
