hanzi,tl,frequency,poj,tl_num,poj_num,tps_num,tl_notone,poj_notone,tps_notone,tl_abbrev,poj_abbrev,tps_abbrev,kungge,is_variant
水觳仔,tsuí-khok-á,16,chúi-khok-á,tsui2khok4a2,chui2khok4a2,ㄗㄨㄧˋㄎㆦㆻㄚˋ,tsuikhoka,chuikhoka,ㄗㄨㄧㄎㆦㆻㄚ,tka,cka,ㄗㄎㄚ,True,False
水車堵,tsuí-tshia-tóo,16,chúi-chhia-tó͘,tsui2tshia1too2,chui2chhia1too2,ㄗㄨㄧˋㄑㄧㄚㄉㆦˋ,tsuitshiatoo,chuichhiatoo,ㄗㄨㄧㄑㄧㄚㄉㆦ,ttt,cct,ㄗㄑㄉ,True,False
水𣁳仔,tsuí-khat-á,16,chúi-khat-á,tsui2khat4a2,chui2khat4a2,ㄗㄨㄧˋㄎㄚㆵㄚˋ,tsuikhata,chuikhata,ㄗㄨㄧㄎㄚㆵㄚ,tka,cka,ㄗㄎㄚ,True,False
沙拉油,sa-lá-iû,16,sa-lá-iû,sa1la2iu5,sa1la2iu5,ㄙㄚㄌㄚˋㄧㄨˊ,salaiu,salaiu,ㄙㄚㄌㄚㄧㄨ,sli,sli,ㄙㄌㄧ,True,False
油壓模,iû-ap-bôo,16,iû-ap-bô͘,iu5ap4boo5,iu5ap4boo5,ㄧㄨˊㄚㆴㆠㆦˊ,iuapboo,iuapboo,ㄧㄨㄚㆴㆠㆦ,iab,iab,ㄧㄚㆠ,True,False
油漏仔,iû-lāu-á,16,iû-lāu-á,iu5lau7a2,iu5lau7a2,ㄧㄨˊㄌㄠ˫ㄚˋ,iulaua,iulaua,ㄧㄨㄌㄠㄚ,ila,ila,ㄧㄌㄚ,True,False
油燈罩,iû-ting-tà,16,iû-teng-tà,iu5ting1ta3,iu5teng1ta3,ㄧㄨˊㄉㄧㄥㄉㄚ˪,iutingta,iutengta,ㄧㄨㄉㄧㄥㄉㄚ,itt,itt,ㄧㄉㄉ,True,False
油筒仔,iû-tâng-á,16,iû-tâng-á,iu5tang5a2,iu5tang5a2,ㄧㄨˊㄉㄤˊㄚˋ,iutanga,iutanga,ㄧㄨㄉㄤㄚ,ita,ita,ㄧㄉㄚ,True,False
泉州派,tsuân-tsiu-phài,16,choân-chiu-phài,tsuan5tsiu1phai3,choan5chiu1phai3,ㄗㄨㄢˊㄐㄧㄨㄆㄞ˪,tsuantsiuphai,choanchiuphai,ㄗㄨㄢㄐㄧㄨㄆㄞ,ttp,ccp,ㄗㄐㄆ,True,False
注蠟機,tsù-la̍h-ki,16,chù-la̍h-ki,tsu3lah8ki1,chu3lah8ki1,ㄗㄨ˪ㄌㄚㆷ̇ㄍㄧ,tsulahki,chulahki,ㄗㄨㄌㄚㆷㄍㄧ,tlk,clk,ㄗㄌㄍ,True,False
洋蔥皮,iûnn-tshang-phuê,16,iûⁿ-chhang-phôe,iunn5tshang1phue5,iunn5chhang1phoe5,ㄧㆫˊㄘㄤㄆㄨㆤˊ,iunntshangphue,iunnchhangphoe,ㄧㆫㄘㄤㄆㄨㆤ,itp,icp,ㄧㄘㄆ,True,False
浮綿仔,phoo-mî-a,16,pho͘-mî-a,phoo1mi5a1,phoo1mi5a1,ㄆㆦㄇㄧˊㄚ,phoomia,phoomia,ㄆㆦㄇㄧㄚ,pma,pma,ㄆㄇㄚ,True,False
浮雕堵,phû-tiau-tóo,16,phû-tiau-tó͘,phu5tiau1too2,phu5tiau1too2,ㄆㄨˊㄉㄧㄠㄉㆦˋ,phutiautoo,phutiautoo,ㄆㄨㄉㄧㄠㄉㆦ,ptt,ptt,ㄆㄉㄉ,True,False
淋碭釉,lâm-thn̄g-iu,16,lâm-thn̄g-iu,lam5thng7iu1,lam5thng7iu1,ㄌㆰˊㄊㆭ˫ㄧㄨ,lamthngiu,lamthngiu,ㄌㆰㄊㆭㄧㄨ,lti,lti,ㄌㄊㄧ,True,False
深篩仔,tshim-thai-á,16,chhim-thai-á,tshim1thai1a2,chhim1thai1a2,ㄑㄧㆬㄊㄞㄚˋ,tshimthaia,chhimthaia,ㄑㄧㆬㄊㄞㄚ,tta,cta,ㄑㄊㄚ,True,False
溫度針,un-tōo-tsiam,16,un-tō͘-chiam,un1too7tsiam1,un1too7chiam1,ㄨㄣㄉㆦ˫ㄐㄧㆰ,untootsiam,untoochiam,ㄨㄣㄉㆦㄐㄧㆰ,utt,utc,ㄨㄉㄐ,True,False
漆線塗,tshat-suànn-thôo,16,chhat-sòaⁿ-thô͘,tshat4suann3thoo5,chhat4soann3thoo5,ㄘㄚㆵㄙㄨㆩ˪ㄊㆦˊ,tshatsuannthoo,chhatsoannthoo,ㄘㄚㆵㄙㄨㆩㄊㆦ,tst,cst,ㄘㄙㄊ,True,False
漆線油,tshat-suànn-iû,16,chhat-sòaⁿ-iû,tshat4suann3iu5,chhat4soann3iu5,ㄘㄚㆵㄙㄨㆩ˪ㄧㄨˊ,tshatsuanniu,chhatsoanniu,ㄘㄚㆵㄙㄨㆩㄧㄨ,tsi,csi,ㄘㄙㄧ,True,False
漆線龍,tshat-suànn-liông,16,chhat-sòaⁿ-liông,tshat4suann3liong5,chhat4soann3liong5,ㄘㄚㆵㄙㄨㆩ˪ㄌㄧㆲˊ,tshatsuannliong,chhatsoannliong,ㄘㄚㆵㄙㄨㆩㄌㄧㆲ,tsl,csl,ㄘㄙㄌ,True,False
火勾仔,hué-kau-á,16,hóe-kau-á,hue2kau1a2,hoe2kau1a2,ㄏㄨㆤˋㄍㄠㄚˋ,huekaua,hoekaua,ㄏㄨㆤㄍㄠㄚ,hka,hka,ㄏㄍㄚ,True,False
火耙仔,hué-pê-á,16,hóe-pê-á,hue2pe5a2,hoe2pe5a2,ㄏㄨㆤˋㄅㆤˊㄚˋ,huepea,hoepea,ㄏㄨㆤㄅㆤㄚ,hpa,hpa,ㄏㄅㄚ,True,False
火鉗仔,hué-khînn-á,16,hóe-khîⁿ-á,hue2khinn5a2,hoe2khinn5a2,ㄏㄨㆤˋㄎㆪˊㄚˋ,huekhinna,hoekhinna,ㄏㄨㆤㄎㆪㄚ,hka,hka,ㄏㄎㄚ,True,False
火鍋爐,hué-ko-lôo,16,hóe-ko-lô͘,hue2ko1loo5,hoe2ko1loo5,ㄏㄨㆤˋㄍㄛㄌㆦˊ,huekoloo,hoekoloo,ㄏㄨㆤㄍㄛㄌㆦ,hkl,hkl,ㄏㄍㄌ,True,False
灰匙仔,hue-sî-á,16,hoe-sî-á,hue1si5a2,hoe1si5a2,ㄏㄨㆤㄒㄧˊㄚˋ,huesia,hoesia,ㄏㄨㆤㄒㄧㄚ,hsa,hsa,ㄏㄒㄚ,True,False
烏心石,oo-sim-tsio̍h,16,o͘-sim-chio̍h,oo1sim1tsioh8,oo1sim1chioh8,ㆦㄒㄧㆬㄐㄧㄛㆷ̇,oosimtsioh,oosimchioh,ㆦㄒㄧㆬㄐㄧㄛㆷ,ost,osc,ㆦㄒㄐ,True,False
熟桐油,si̍k-tâng-iû,16,se̍k-tâng-iû,sik8tang5iu5,sek8tang5iu5,ㄒㄧㆻ̇ㄉㄤˊㄧㄨˊ,siktangiu,sektangiu,ㄒㄧㆻㄉㄤㄧㄨ,sti,sti,ㄒㄉㄧ,True,False
燈火罩,ting-hué-tà,16,teng-hóe-tà,ting1hue2ta3,teng1hoe2ta3,ㄉㄧㄥㄏㄨㆤˋㄉㄚ˪,tinghueta,tenghoeta,ㄉㄧㄥㄏㄨㆤㄉㄚ,tht,tht,ㄉㄏㄉ,True,False
燖筒仔,tīm-tâng-á,16,tīm-tâng-á,tim7tang5a2,tim7tang5a2,ㄉㄧㆬ˫ㄉㄤˊㄚˋ,timtanga,timtanga,ㄉㄧㆬㄉㄤㄚ,tta,tta,ㄉㄉㄚ,True,False
牛喙罨,gû-tshuì-am,16,gû-chhùi-am,gu5tshui3am1,gu5chhui3am1,ㆣㄨˊㄘㄨㄧ˪ㆰ,gutshuiam,guchhuiam,ㆣㄨㄘㄨㄧㆰ,gta,gca,ㆣㄘㆰ,True,False
牛鈴仔,gû-lîng-á,16,gû-lêng-á,gu5ling5a2,gu5leng5a2,ㆣㄨˊㄌㄧㄥˊㄚˋ,gulinga,gulenga,ㆣㄨㄌㄧㄥㄚ,gla,gla,ㆣㄌㄚ,True,False
牽漆線,khan-tshat-suànn,16,khan-chhat-sòaⁿ,khan1tshat4suann3,khan1chhat4soann3,ㄎㄢㄘㄚㆵㄙㄨㆩ˪,khantshatsuann,khanchhatsoann,ㄎㄢㄘㄚㆵㄙㄨㆩ,kts,kcs,ㄎㄘㄙ,True,False
獅仔跤,sai-á-kha,16,sai-á-kha,sai1a2kha1,sai1a2kha1,ㄙㄞㄚˋㄎㄚ,saiakha,saiakha,ㄙㄞㄚㄎㄚ,sak,sak,ㄙㄚㄎ,True,False
珊瑚樹,suan-ôo-tshiū,16,soan-ô͘-chhiū,suan1oo5tshiu7,soan1oo5chhiu7,ㄙㄨㄢㆦˊㄑㄧㄨ˫,suanootshiu,soanoochhiu,ㄙㄨㄢㆦㄑㄧㄨ,sot,soc,ㄙㆦㄑ,True,False
珠仔台,tsu-á-tâi,16,chu-á-tâi,tsu1a2tai5,chu1a2tai5,ㄗㄨㄚˋㄉㄞˊ,tsuatai,chuatai,ㄗㄨㄚㄉㄞ,tat,cat,ㄗㄚㄉ,True,False
瑪瑙刀,bé-ló-to,16,bé-ló-to,be2lo2to1,be2lo2to1,ㆠㆤˋㄌㄛˋㄉㄛ,beloto,beloto,ㆠㆤㄌㄛㄉㄛ,blt,blt,ㆠㄌㄉ,True,False
璇石膏,suān-tsio̍h-ko,16,soān-chio̍h-ko,suan7tsioh8ko1,soan7chioh8ko1,ㄙㄨㄢ˫ㄐㄧㄛㆷ̇ㄍㄛ,suantsiohko,soanchiohko,ㄙㄨㄢㄐㄧㄛㆷㄍㄛ,stk,sck,ㄙㄐㄍ,True,False
璇石花,suān-tsio̍h-hue,16,soān-chio̍h-hoe,suan7tsioh8hue1,soan7chioh8hoe1,ㄙㄨㄢ˫ㄐㄧㄛㆷ̇ㄏㄨㆤ,suantsiohhue,soanchiohhoe,ㄙㄨㄢㄐㄧㄛㆷㄏㄨㆤ,sth,sch,ㄙㄐㄏ,True,False
瓜笠仔,kue-le̍h-á,16,koe-le̍h-á,kue1leh8a2,koe1leh8a2,ㄍㄨㆤㄌㆤㆷ̇ㄚˋ,kueleha,koeleha,ㄍㄨㆤㄌㆤㆷㄚ,kla,kla,ㄍㄌㄚ,True,False
瓷仔枋,huî-á-pang,16,hûi-á-pang,hui5a2pang1,hui5a2pang1,ㄏㄨㄧˊㄚˋㄅㄤ,huiapang,huiapang,ㄏㄨㄧㄚㄅㄤ,hap,hap,ㄏㄚㄅ,True,False
瓷仔車,huî-á-tshia,16,hûi-á-chhia,hui5a2tshia1,hui5a2chhia1,ㄏㄨㄧˊㄚˋㄑㄧㄚ,huiatshia,huiachhia,ㄏㄨㄧㄚㄑㄧㄚ,hat,hac,ㄏㄚㄑ,True,False
畫板仔,uē-pán-á,16,ōe-pán-á,ue7pan2a2,oe7pan2a2,ㄨㆤ˫ㄅㄢˋㄚˋ,uepana,oepana,ㄨㆤㄅㄢㄚ,upa,opa,ㄨㄅㄚ,True,False
畫活眼,uē-ua̍h-gán,16,ōe-oa̍h-gán,ue7uah8gan2,oe7oah8gan2,ㄨㆤ˫ㄨㄚㆷ̇ㆣㄢˋ,ueuahgan,oeoahgan,ㄨㆤㄨㄚㆷㆣㄢ,uug,oog,ㄨㄨㆣ,True,False
畫石頭,uē-tsio̍h-thâu,16,ōe-chio̍h-thâu,ue7tsioh8thau5,oe7chioh8thau5,ㄨㆤ˫ㄐㄧㄛㆷ̇ㄊㄠˊ,uetsiohthau,oechiohthau,ㄨㆤㄐㄧㄛㆷㄊㄠ,utt,oct,ㄨㄐㄊ,True,False
白匏仔,pe̍h-pû-á,16,pe̍h-pû-á,peh8pu5a2,peh8pu5a2,ㄅㆤㆷ̇ㄅㄨˊㄚˋ,pehpua,pehpua,ㄅㆤㆷㄅㄨㄚ,ppa,ppa,ㄅㄅㄚ,True,False
白玉仔,pe̍h-gi̍k-á,16,pe̍h-ge̍k-á,peh8gik8a2,peh8gek8a2,ㄅㆤㆷ̇ㆣㄧㆻ̇ㄚˋ,pehgika,pehgeka,ㄅㆤㆷㆣㄧㆻㄚ,pga,pga,ㄅㆣㄚ,True,False
白糊仔,pe̍h-kôo-á,16,pe̍h-kô͘-á,peh8koo5a2,peh8koo5a2,ㄅㆤㆷ̇ㄍㆦˊㄚˋ,pehkooa,pehkooa,ㄅㆤㆷㄍㆦㄚ,pka,pka,ㄅㄍㄚ,True,False
白胚紙,pe̍h-phue-tsuá,16,pe̍h-phoe-chóa,peh8phue1tsua2,peh8phoe1choa2,ㄅㆤㆷ̇ㄆㄨㆤㄗㄨㄚˋ,pehphuetsua,pehphoechoa,ㄅㆤㆷㄆㄨㆤㄗㄨㄚ,ppt,ppc,ㄅㄆㄗ,True,True
皮槌仔,phuê-thuî-á,16,phôe-thûi-á,phue5thui5a2,phoe5thui5a2,ㄆㄨㆤˊㄊㄨㄧˊㄚˋ,phuethuia,phoethuia,ㄆㄨㆤㄊㄨㄧㄚ,pta,pta,ㄆㄊㄚ,True,False
看紙紋,khuànn-tsuá-bûn,16,khòaⁿ-chóa-bûn,khuann3tsua2bun5,khoann3choa2bun5,ㄎㄨㆩ˪ㄗㄨㄚˋㆠㄨㄣˊ,khuanntsuabun,khoannchoabun,ㄎㄨㆩㄗㄨㄚㆠㄨㄣ,ktb,kcb,ㄎㄗㆠ,True,False
石榴皮,tsio̍h-liû-phuê,16,chio̍h-liû-phôe,tsioh8liu5phue5,chioh8liu5phoe5,ㄐㄧㄛㆷ̇ㄌㄧㄨˊㄆㄨㆤˊ,tsiohliuphue,chiohliuphoe,ㄐㄧㄛㆷㄌㄧㄨㄆㄨㆤ,tlp,clp,ㄐㄌㄆ,True,False
石灰粉,tsio̍h-hue-hún,16,chio̍h-hoe-hún,tsioh8hue1hun2,chioh8hoe1hun2,ㄐㄧㄛㆷ̇ㄏㄨㆤㄏㄨㄣˋ,tsiohhuehun,chiohhoehun,ㄐㄧㄛㆷㄏㄨㆤㄏㄨㄣ,thh,chh,ㄐㄏㄏ,True,False
石磨仔,tsio̍h-bō-á,16,chio̍h-bō-á,tsioh8bo7a2,chioh8bo7a2,ㄐㄧㄛㆷ̇ㆠㄛ˫ㄚˋ,tsiohboa,chiohboa,ㄐㄧㄛㆷㆠㄛㄚ,tba,cba,ㄐㆠㄚ,True,False
石膏模,tsio̍h-ko-bôo,16,chio̍h-ko-bô͘,tsioh8ko1boo5,chioh8ko1boo5,ㄐㄧㄛㆷ̇ㄍㄛㆠㆦˊ,tsiohkoboo,chiohkoboo,ㄐㄧㄛㆷㄍㄛㆠㆦ,tkb,ckb,ㄐㄍㆠ,True,False
石膏碗,tsio̍h-ko-uánn,16,chio̍h-ko-óaⁿ,tsioh8ko1uann2,chioh8ko1oann2,ㄐㄧㄛㆷ̇ㄍㄛㄨㆩˋ,tsiohkouann,chiohkooann,ㄐㄧㄛㆷㄍㄛㄨㆩ,tku,cko,ㄐㄍㄨ,True,False
石舂臼,tsio̍h-tsing-khū,16,chio̍h-cheng-khū,tsioh8tsing1khu7,chioh8cheng1khu7,ㄐㄧㄛㆷ̇ㄐㄧㄥㄎㄨ˫,tsiohtsingkhu,chiohchengkhu,ㄐㄧㄛㆷㄐㄧㄥㄎㄨ,ttk,cck,ㄐㄐㄎ,True,False
砂輪機,sua-lûn-ki,16,soa-lûn-ki,sua1lun5ki1,soa1lun5ki1,ㄙㄨㄚㄌㄨㄣˊㄍㄧ,sualunki,soalunki,ㄙㄨㄚㄌㄨㄣㄍㄧ,slk,slk,ㄙㄌㄍ,True,True
破竹仔,phuà-tik-á,16,phòa-tek-á,phua3tik4a2,phoa3tek4a2,ㄆㄨㄚ˪ㄉㄧㆻㄚˋ,phuatika,phoateka,ㄆㄨㄚㄉㄧㆻㄚ,pta,pta,ㄆㄉㄚ,True,False
破篾仔,phuà-bi̍h-á,16,phòa-bi̍h-á,phua3bih8a2,phoa3bih8a2,ㄆㄨㄚ˪ㆠㄧㆷ̇ㄚˋ,phuabiha,phoabiha,ㄆㄨㄚㆠㄧㆷㄚ,pba,pba,ㄆㆠㄚ,True,False
磅璇石,pōng-suān-tsio̍h,16,pōng-soān-chio̍h,pong7suan7tsioh8,pong7soan7chioh8,ㄅㆲ˫ㄙㄨㄢ˫ㄐㄧㄛㆷ̇,pongsuantsioh,pongsoanchioh,ㄅㆲㄙㄨㄢㄐㄧㄛㆷ,pst,psc,ㄅㄙㄐ,True,False
穀亭畚,kok-tīng-pùn,16,kok-tēng-pùn,kok4ting7pun3,kok4teng7pun3,ㄍㆦㆻㄉㄧㄥ˫ㄅㄨㄣ˪,koktingpun,koktengpun,ㄍㆦㆻㄉㄧㄥㄅㄨㄣ,ktp,ktp,ㄍㄉㄅ,True,False
空殼管,khang-khak-kóng,16,khang-khak-kóng,khang1khak4kong2,khang1khak4kong2,ㄎㄤㄎㄚㆻㄍㆲˋ,khangkhakkong,khangkhakkong,ㄎㄤㄎㄚㆻㄍㆲ,kkk,kkk,ㄎㄎㄍ,True,False
立德粉,li̍p-tik-hún,16,li̍p-tek-hún,lip8tik4hun2,lip8tek4hun2,ㄌㄧㆴ̇ㄉㄧㆻㄏㄨㄣˋ,liptikhun,liptekhun,ㄌㄧㆴㄉㄧㆻㄏㄨㄣ,lth,lth,ㄌㄉㄏ,True,False
竹仔箸,tik-á-tī,16,tek-á-tī,tik4a2ti7,tek4a2ti7,ㄉㄧㆻㄚˋㄉㄧ˫,tikati,tekati,ㄉㄧㆻㄚㄉㄧ,tat,tat,ㄉㄚㄉ,True,False
竹夫人,tik-hu-jîn,16,tek-hu-jîn,tik4hu1jin5,tek4hu1jin5,ㄉㄧㆻㄏㄨㆢㄧㄣˊ,tikhujin,tekhujin,ㄉㄧㆻㄏㄨㆢㄧㄣ,thj,thj,ㄉㄏㆢ,True,False
竹篾仔,tik-bi̍h-á,16,tek-bi̍h-á,tik4bih8a2,tek4bih8a2,ㄉㄧㆻㆠㄧㆷ̇ㄚˋ,tikbiha,tekbiha,ㄉㄧㆻㆠㄧㆷㄚ,tba,tba,ㄉㆠㄚ,True,False
竹鋏仔,tik-giap-á,16,tek-giap-á,tik4giap4a2,tek4giap4a2,ㄉㄧㆻㆣㄧㄚㆴㄚˋ,tikgiapa,tekgiapa,ㄉㄧㆻㆣㄧㄚㆴㄚ,tga,tga,ㄉㆣㄚ,True,False
竹𥴊仔,tik-kám-á,16,tek-kám-á,tik4kam2a2,tek4kam2a2,ㄉㄧㆻㄍㆰˋㄚˋ,tikkama,tekkama,ㄉㄧㆻㄍㆰㄚ,tka,tka,ㄉㄍㄚ,True,False
筍屏仔,sún-pîn-á,16,sún-pîn-á,sun2pin5a2,sun2pin5a2,ㄙㄨㄣˋㄅㄧㄣˊㄚˋ,sunpina,sunpina,ㄙㄨㄣㄅㄧㄣㄚ,spa,spa,ㄙㄅㄚ,True,False
籠鋪仔,láng-phoo-á,16,láng-pho͘-á,lang2phoo1a2,lang2phoo1a2,ㄌㄤˋㄆㆦㄚˋ,langphooa,langphooa,ㄌㄤㄆㆦㄚ,lpa,lpa,ㄌㄆㄚ,True,False
米釐尺,bí-lî-tshioh,16,bí-lî-chhioh,bi2li5tshioh4,bi2li5chhioh4,ㆠㄧˋㄌㄧˊㄑㄧㄛㆷ,bilitshioh,bilichhioh,ㆠㄧㄌㄧㄑㄧㄛㆷ,blt,blc,ㆠㄌㄑ,True,False
粉線管,hún-suànn-kóng,16,hún-sòaⁿ-kóng,hun2suann3kong2,hun2soann3kong2,ㄏㄨㄣˋㄙㄨㆩ˪ㄍㆲˋ,hunsuannkong,hunsoannkong,ㄏㄨㄣㄙㄨㆩㄍㆲ,hsk,hsk,ㄏㄙㄍ,True,False
糖篋仔,thn̂g-kheh-á,16,thn̂g-kheh-á,thng5kheh4a2,thng5kheh4a2,ㄊㆭˊㄎㆤㆷㄚˋ,thngkheha,thngkheha,ㄊㆭㄎㆤㆷㄚ,tka,tka,ㄊㄎㄚ,True,False
紅寶石,âng-pó-tsio̍h,16,âng-pó-chio̍h,ang5po2tsioh8,ang5po2chioh8,ㄤˊㄅㄛˋㄐㄧㄛㆷ̇,angpotsioh,angpochioh,ㄤㄅㄛㄐㄧㄛㆷ,apt,apc,ㄤㄅㄐ,True,False
紙膠帶,tsuá-ka-tuà,16,chóa-ka-tòa,tsua2ka1tua3,choa2ka1toa3,ㄗㄨㄚˋㄍㄚㄉㄨㄚ˪,tsuakatua,choakatoa,ㄗㄨㄚㄍㄚㄉㄨㄚ,tkt,ckt,ㄗㄍㄉ,True,True
紙輪釘,tsuá-lián-ting,16,chóa-lián-teng,tsua2lian2ting1,choa2lian2teng1,ㄗㄨㄚˋㄌㄧㄢˋㄉㄧㄥ,tsualianting,choalianteng,ㄗㄨㄚㄌㄧㄢㄉㄧㄥ,tlt,clt,ㄗㄌㄉ,True,False
紙輪釘,tsuá-lián-tìng,16,chóa-lián-tèng,tsua2lian2ting3,choa2lian2teng3,ㄗㄨㄚˋㄌㄧㄢˋㄉㄧㄥ˪,tsualianting,choalianteng,ㄗㄨㄚㄌㄧㄢㄉㄧㄥ,tlt,clt,ㄗㄌㄉ,True,False
紡布輪,pháng-pòo-lún,16,pháng-pò͘-lún,phang2poo3lun2,phang2poo3lun2,ㄆㄤˋㄅㆦ˪ㄌㄨㄣˋ,phangpoolun,phangpoolun,ㄆㄤㄅㆦㄌㄨㄣ,ppl,ppl,ㄆㄅㄌ,True,True
紡金檯,pháng-kim-tâi,16,pháng-kim-tâi,phang2kim1tai5,phang2kim1tai5,ㄆㄤˋㄍㄧㆬㄉㄞˊ,phangkimtai,phangkimtai,ㄆㄤㄍㄧㆬㄉㄞ,pkt,pkt,ㄆㄍㄉ,True,False
索仔捲,soh-á-kńg,16,soh-á-kńg,soh4a2kng2,soh4a2kng2,ㄙㄛㆷㄚˋㄍㆭˋ,sohakng,sohakng,ㄙㄛㆷㄚㄍㆭ,sak,sak,ㄙㄚㄍ,True,False
紫色的,tsí-sik-ê,16,chí-sek-ê,tsi2sik4e5,chi2sek4e5,ㄐㄧˋㄒㄧㆻㆤˊ,tsisike,chiseke,ㄐㄧㄒㄧㆻㆤ,tse,cse,ㄐㄒㆤ,True,False
結龍跤,kiat-lîng-kha,16,kiat-lêng-kha,kiat4ling5kha1,kiat4leng5kha1,ㄍㄧㄚㆵㄌㄧㄥˊㄎㄚ,kiatlingkha,kiatlengkha,ㄍㄧㄚㆵㄌㄧㄥㄎㄚ,klk,klk,ㄍㄌㄎ,True,False
絲仔線,si-á-suànn,16,si-á-sòaⁿ,si1a2suann3,si1a2soann3,ㄒㄧㄚˋㄙㄨㆩ˪,siasuann,siasoann,ㄒㄧㄚㄙㄨㆩ,sas,sas,ㄒㄚㄙ,True,False
網仔甲,bāng-á-kah,16,bāng-á-kah,bang7a2kah4,bang7a2kah4,ㆠㄤ˫ㄚˋㄍㄚㆷ,bangakah,bangakah,ㆠㄤㄚㄍㄚㆷ,bak,bak,ㆠㄚㄍ,True,True
練塗機,liān-thôo-ki,16,liān-thô͘-ki,lian7thoo5ki1,lian7thoo5ki1,ㄌㄧㄢ˫ㄊㆦˊㄍㄧ,lianthooki,lianthooki,ㄌㄧㄢㄊㆦㄍㄧ,ltk,ltk,ㄌㄊㄍ,True,False
縛厝蓋,pa̍k-tshù-kuà,16,pa̍k-chhù-kòa,pak8tshu3kua3,pak8chhu3koa3,ㄅㄚㆻ̇ㄘㄨ˪ㄍㄨㄚ˪,paktshukua,pakchhukoa,ㄅㄚㆻㄘㄨㄍㄨㄚ,ptk,pck,ㄅㄘㄍ,True,False
縛紙釘,pa̍k-tsuá-ting,16,pa̍k-chóa-teng,pak8tsua2ting1,pak8choa2teng1,ㄅㄚㆻ̇ㄗㄨㄚˋㄉㄧㄥ,paktsuating,pakchoateng,ㄅㄚㆻㄗㄨㄚㄉㄧㄥ,ptt,pct,ㄅㄗㄉ,True,False
繞銅線,liàu-tâng-suànn,16,liàu-tâng-sòaⁿ,liau3tang5suann3,liau3tang5soann3,ㄌㄧㄠ˪ㄉㄤˊㄙㄨㆩ˪,liautangsuann,liautangsoann,ㄌㄧㄠㄉㄤㄙㄨㆩ,lts,lts,ㄌㄉㄙ,True,False
繡花車,siù-hue-tshia,16,siù-hoe-chhia,siu3hue1tshia1,siu3hoe1chhia1,ㄒㄧㄨ˪ㄏㄨㆤㄑㄧㄚ,siuhuetshia,siuhoechhia,ㄒㄧㄨㄏㄨㆤㄑㄧㄚ,sht,shc,ㄒㄏㄑ,True,False
繡補店,siù-póo-tiàm,16,siù-pó͘-tiàm,siu3poo2tiam3,siu3poo2tiam3,ㄒㄧㄨ˪ㄅㆦˋㄉㄧㆰ˪,siupootiam,siupootiam,ㄒㄧㄨㄅㆦㄉㄧㆰ,spt,spt,ㄒㄅㄉ,True,False
羊仔頭,iûnn-á-thâu,16,iûⁿ-á-thâu,iunn5a2thau5,iunn5a2thau5,ㄧㆫˊㄚˋㄊㄠˊ,iunnathau,iunnathau,ㄧㆫㄚㄊㄠ,iat,iat,ㄧㄚㄊ,True,False
美工刀,bí-kang-to,16,bí-kang-to,bi2kang1to1,bi2kang1to1,ㆠㄧˋㄍㄤㄉㄛ,bikangto,bikangto,ㆠㄧㄍㄤㄉㄛ,bkt,bkt,ㆠㄍㄉ,True,False
耐火磚,nāi-hué-tsng,16,nāi-hóe-chng,nai7hue2tsng1,nai7hoe2chng1,ㄋㄞ˫ㄏㄨㆤˋㄗㆭ,naihuetsng,naihoechng,ㄋㄞㄏㄨㆤㄗㆭ,nht,nhc,ㄋㄏㄗ,True,False
胭脂蟲,ian-tsi-thâng,16,ian-chi-thâng,ian1tsi1thang5,ian1chi1thang5,ㄧㄢㄐㄧㄊㄤˊ,iantsithang,ianchithang,ㄧㄢㄐㄧㄊㄤ,itt,ict,ㄧㄐㄊ,True,False
腰帶花,io-tuà-hue,16,io-tòa-hoe,io1tua3hue1,io1toa3hoe1,ㄧㄛㄉㄨㄚ˪ㄏㄨㆤ,iotuahue,iotoahoe,ㄧㄛㄉㄨㄚㄏㄨㆤ,ith,ith,ㄧㄉㄏ,True,True
腱子肉,kiàn-tsí-bah,16,kiàn-chí-bah,kian3tsi2bah4,kian3chi2bah4,ㄍㄧㄢ˪ㄐㄧˋㆠㄚㆷ,kiantsibah,kianchibah,ㄍㄧㄢㄐㄧㆠㄚㆷ,ktb,kcb,ㄍㄐㆠ,True,False
臥蠶眉,ngōo-tshám-bî,16,ngō͘-chhám-bî,ngoo7tsham2bi5,ngoo7chham2bi5,ㄫㆦ˫ㄘㆰˋㆠㄧˊ,ngootshambi,ngoochhambi,ㄫㆦㄘㆰㆠㄧ,ntb,ncb,ㄫㄘㆠ,True,False
自動剾,tsū-tōng-khau,16,chū-tōng-khau,tsu7tong7khau1,chu7tong7khau1,ㄗㄨ˫ㄉㆲ˫ㄎㄠ,tsutongkhau,chutongkhau,ㄗㄨㄉㆲㄎㄠ,ttk,ctk,ㄗㄉㄎ,True,False
臺灣杉,tâi-uân-sam,16,tâi-oân-sam,tai5uan5sam1,tai5oan5sam1,ㄉㄞˊㄨㄢˊㄙㆰ,taiuansam,taioansam,ㄉㄞㄨㄢㄙㆰ,tus,tos,ㄉㄨㄙ,True,False
舂龜仔,tsing-ku-á,16,cheng-ku-á,tsing1ku1a2,cheng1ku1a2,ㄐㄧㄥㄍㄨㄚˋ,tsingkua,chengkua,ㄐㄧㄥㄍㄨㄚ,tka,cka,ㄐㄍㄚ,True,False
