tl,hanzi,frequency,poj,tl_num,poj_num,tps_num,tps_num_var,tl_notone,poj_notone,tps_notone,tps_notone_var,tl_abbrev,poj_abbrev,tps_abbrev,tps_abbrev_var,taijit,is_variant
tsiàn-tiûnn,戰場,25,chiàn-tiûⁿ,tsian3tiunn5,chian3tiunn5,ㄐㄧㄢ˪ㄉㄧㆫˊ,,tsiantiunn,chiantiunn,ㄐㄧㄢㄉㄧㆫ,,tt,ct,ㄐㄉ,,True,False
tsiàn-hô,戰壕,25,chiàn-hô,tsian3ho5,chian3ho5,ㄐㄧㄢ˪ㄏㄛˊ,,tsianho,chianho,ㄐㄧㄢㄏㄛ,,th,ch,ㄐㄏ,,True,False
tsiàn-luí,戰壘,25,chiàn-lúi,tsian3lui2,chian3lui2,ㄐㄧㄢ˪ㄌㄨㄧˋ,,tsianlui,chianlui,ㄐㄧㄢㄌㄨㄧ,,tl,cl,ㄐㄌ,,True,False
tsiàn-sū,戰士,25,chiàn-sū,tsian3su7,chian3su7,ㄐㄧㄢ˪ㄙㄨ˫,,tsiansu,chiansu,ㄐㄧㄢㄙㄨ,,ts,cs,ㄐㄙ,,True,False
tsiàn-tsiòng,戰將,25,chiàn-chiòng,tsian3tsiong3,chian3chiong3,ㄐㄧㄢ˪ㄐㄧㆲ˪,,tsiantsiong,chianchiong,ㄐㄧㄢㄐㄧㆲ,,tt,cc,ㄐㄐ,,True,False
tsiàn-i̍k,戰役,25,chiàn-e̍k,tsian3ik8,chian3ek8,ㄐㄧㄢ˪ㄧㆻ̇,,tsianik,chianek,ㄐㄧㄢㄧㆻ,,ti,ce,ㄐㄧ,,True,False
tsùn-būn,戰悶,25,chùn-būn,tsun3bun7,chun3bun7,ㄗㄨㄣ˪ㆠㄨㄣ˫,,tsunbun,chunbun,ㄗㄨㄣㆠㄨㄣ,,tb,cb,ㄗㆠ,,True,True
tsiàn-tsiàn,戰戰,25,chiàn-chiàn,tsian3tsian3,chian3chian3,ㄐㄧㄢ˪ㄐㄧㄢ˪,,tsiantsian,chianchian,ㄐㄧㄢㄐㄧㄢ,,tt,cc,ㄐㄐ,,True,False
tsiàn-tsia̍t,戰捷,25,chiàn-chia̍t,tsian3tsiat8,chian3chiat8,ㄐㄧㄢ˪ㄐㄧㄚㆵ̇,,tsiantsiat,chianchiat,ㄐㄧㄢㄐㄧㄚㆵ,,tt,cc,ㄐㄐ,,True,False
tsiàn-pāi,戰敗,25,chiàn-pāi,tsian3pai7,chian3pai7,ㄐㄧㄢ˪ㄅㄞ˫,,tsianpai,chianpai,ㄐㄧㄢㄅㄞ,,tp,cp,ㄐㄅ,,True,False
tsiàn-tsu,戰書,25,chiàn-chu,tsian3tsu1,chian3chu1,ㄐㄧㄢ˪ㄗㄨ,,tsiantsu,chianchu,ㄐㄧㄢㄗㄨ,,tt,cc,ㄐㄗ,,True,False
tsiàn-pînn,戰棚,25,chiàn-pîⁿ,tsian3pinn5,chian3pinn5,ㄐㄧㄢ˪ㄅㆪˊ,,tsianpinn,chianpinn,ㄐㄧㄢㄅㆪ,,tp,cp,ㄐㄅ,,True,False
tsiàn-sí,戰死,25,chiàn-sí,tsian3si2,chian3si2,ㄐㄧㄢ˪ㄒㄧˋ,,tsiansi,chiansi,ㄐㄧㄢㄒㄧ,,ts,cs,ㄐㄒ,,True,False
tsiàn-huat,戰法,25,chiàn-hoat,tsian3huat4,chian3hoat4,ㄐㄧㄢ˪ㄏㄨㄚㆵ,,tsianhuat,chianhoat,ㄐㄧㄢㄏㄨㄚㆵ,,th,ch,ㄐㄏ,,True,False
tsiàn-kau,戰溝,25,chiàn-kau,tsian3kau1,chian3kau1,ㄐㄧㄢ˪ㄍㄠ,,tsiankau,chiankau,ㄐㄧㄢㄍㄠ,,tk,ck,ㄐㄍ,,True,False
tsiàn-kah,戰甲,25,chiàn-kah,tsian3kah4,chian3kah4,ㄐㄧㄢ˪ㄍㄚㆷ,,tsiankah,chiankah,ㄐㄧㄢㄍㄚㆷ,,tk,ck,ㄐㄍ,,True,True
tsùn-hong,戰瘋,25,chùn-hong,tsun3hong1,chun3hong1,ㄗㄨㄣ˪ㄏㆲ,,tsunhong,chunhong,ㄗㄨㄣㄏㆲ,,th,ch,ㄗㄏ,,True,False
tsiàn-tuan,戰端,25,chiàn-toan,tsian3tuan1,chian3toan1,ㄐㄧㄢ˪ㄉㄨㄢ,,tsiantuan,chiantoan,ㄐㄧㄢㄉㄨㄢ,,tt,ct,ㄐㄉ,,True,False
tsiàn-tshik,戰策,25,chiàn-chhek,tsian3tshik4,chian3chhek4,ㄐㄧㄢ˪ㄑㄧㆻ,,tsiantshik,chianchhek,ㄐㄧㄢㄑㄧㆻ,,tt,cc,ㄐㄑ,,True,False
tsùn-kóo,戰股,25,chùn-kó͘,tsun3koo2,chun3koo2,ㄗㄨㄣ˪ㄍㆦˋ,,tsunkoo,chunkoo,ㄗㄨㄣㄍㆦ,,tk,ck,ㄗㄍ,,True,False
tsiàn-kioh,戰腳,25,chiàn-kioh,tsian3kioh4,chian3kioh4,ㄐㄧㄢ˪ㄍㄧㄛㆷ,,tsiankioh,chiankioh,ㄐㄧㄢㄍㄧㄛㆷ,,tk,ck,ㄐㄍ,,True,False
tsùn-kha,戰腳,25,chùn-kha,tsun3kha1,chun3kha1,ㄗㄨㄣ˪ㄎㄚ,,tsunkha,chunkha,ㄗㄨㄣㄎㄚ,,tk,ck,ㄗㄎ,,True,True
tsiàn-tsûn,戰船,25,chiàn-chûn,tsian3tsun5,chian3chun5,ㄐㄧㄢ˪ㄗㄨㄣˊ,,tsiantsun,chianchun,ㄐㄧㄢㄗㄨㄣ,,tt,cc,ㄐㄗ,,True,False
tsiàn-su̍t,戰術,25,chiàn-su̍t,tsian3sut8,chian3sut8,ㄐㄧㄢ˪ㄙㄨㆵ̇,,tsiansut,chiansut,ㄐㄧㄢㄙㄨㆵ,,ts,cs,ㄐㄙ,,True,False
tsiàn-tīn,戰陣,25,chiàn-tīn,tsian3tin7,chian3tin7,ㄐㄧㄢ˪ㄉㄧㄣ˫,,tsiantin,chiantin,ㄐㄧㄢㄉㄧㄣ,,tt,ct,ㄐㄉ,,True,False
tsiàn-hûn,戰雲,25,chiàn-hûn,tsian3hun5,chian3hun5,ㄐㄧㄢ˪ㄏㄨㄣˊ,,tsianhun,chianhun,ㄐㄧㄢㄏㄨㄣ,,th,ch,ㄐㄏ,,True,False
tsiàn-hia,戰靴,25,chiàn-hia,tsian3hia1,chian3hia1,ㄐㄧㄢ˪ㄏㄧㄚ,,tsianhia,chianhia,ㄐㄧㄢㄏㄧㄚ,,th,ch,ㄐㄏ,,True,False
tsiàn-bé,戰馬,25,chiàn-bé,tsian3be2,chian3be2,ㄐㄧㄢ˪ㆠㆤˋ,,tsianbe,chianbe,ㄐㄧㄢㆠㆤ,,tb,cb,ㄐㆠ,,True,False
tsiàn-kóo,戰鼓,25,chiàn-kó͘,tsian3koo2,chian3koo2,ㄐㄧㄢ˪ㄍㆦˋ,,tsiankoo,chiankoo,ㄐㄧㄢㄍㆦ,,tk,ck,ㄐㄍ,,True,False
hì-tsú,戲主,25,hì-chú,hi3tsu2,hi3chu2,ㄏㄧ˪ㄗㄨˋ,,hitsu,hichu,ㄏㄧㄗㄨ,,ht,hc,ㄏㄗ,,True,False
hì-á,戲仔,25,hì-á,hi3a2,hi3a2,ㄏㄧ˪ㄚˋ,,hia,hia,ㄏㄧㄚ,,ha,ha,ㄏㄚ,,True,False
hì-tâi,戲台,25,hì-tâi,hi3tai5,hi3tai5,ㄏㄧ˪ㄉㄞˊ,,hitai,hitai,ㄏㄧㄉㄞ,,ht,ht,ㄏㄉ,,True,False
hì-tuann,戲單,25,hì-toaⁿ,hi3tuann1,hi3toann1,ㄏㄧ˪ㄉㄨㆩ,,hituann,hitoann,ㄏㄧㄉㄨㆩ,,ht,ht,ㄏㄉ,,True,False
hì-hn̂g,戲園,25,hì-hn̂g,hi3hng5,hi3hng5,ㄏㄧ˪ㄏㆭˊ,,hihng,hihng,ㄏㄧㄏㆭ,,hh,hh,ㄏㄏ,,True,False
hì-uân,戲園,25,hì-oân,hi3uan5,hi3oan5,ㄏㄧ˪ㄨㄢˊ,,hiuan,hioan,ㄏㄧㄨㄢ,,hu,ho,ㄏㄨ,,True,False
hì-tiûnn,戲場,25,hì-tiûⁿ,hi3tiunn5,hi3tiunn5,ㄏㄧ˪ㄉㄧㆫˊ,,hitiunn,hitiunn,ㄏㄧㄉㄧㆫ,,ht,ht,ㄏㄉ,,True,False
sńg-huāi,戲壞,25,sńg-hoāi,sng2huai7,sng2hoai7,ㄙㆭˋㄏㄨㄞ˫,,snghuai,snghoai,ㄙㆭㄏㄨㄞ,,sh,sh,ㄙㄏ,,True,False
sńg-hāi,戲害,25,sńg-hāi,sng2hai7,sng2hai7,ㄙㆭˋㄏㄞ˫,,snghai,snghai,ㄙㆭㄏㄞ,,sh,sh,ㄙㄏ,,True,False
hí-lāng,戲弄,25,hí-lāng,hi2lang7,hi2lang7,ㄏㄧˋㄌㄤ˫,,hilang,hilang,ㄏㄧㄌㄤ,,hl,hl,ㄏㄌ,,True,False
pio-pio,戲戲,25,pio-pio,pio1pio1,pio1pio1,ㄅㄧㄛㄅㄧㄛ,,piopio,piopio,ㄅㄧㄛㄅㄧㄛ,,pp,pp,ㄅㄅ,,True,False
hì-pâng,戲房,25,hì-pâng,hi3pang5,hi3pang5,ㄏㄧ˪ㄅㄤˊ,,hipang,hipang,ㄏㄧㄅㄤ,,hp,hp,ㄏㄅ,,True,False
hì-bûn,戲文,25,hì-bûn,hi3bun5,hi3bun5,ㄏㄧ˪ㆠㄨㄣˊ,,hibun,hibun,ㄏㄧㆠㄨㄣ,,hb,hb,ㄏㆠ,,True,False
hì-tuànn,戲旦,25,hì-tòaⁿ,hi3tuann3,hi3toann3,ㄏㄧ˪ㄉㄨㆩ˪,,hituann,hitoann,ㄏㄧㄉㄨㆩ,,ht,ht,ㄏㄉ,,True,False
hì-khik,戲曲,25,hì-khek,hi3khik4,hi3khek4,ㄏㄧ˪ㄎㄧㆻ,,hikhik,hikhek,ㄏㄧㄎㄧㆻ,,hk,hk,ㄏㄎ,,True,False
hì-ho̍k,戲服,25,hì-ho̍k,hi3hok8,hi3hok8,ㄏㄧ˪ㄏㆦㆻ̇,,hihok,hihok,ㄏㄧㄏㆦㆻ,,hh,hh,ㄏㄏ,,True,False
hì-thiāu,戲柱,25,hì-thiāu,hi3thiau7,hi3thiau7,ㄏㄧ˪ㄊㄧㄠ˫,,hithiau,hithiau,ㄏㄧㄊㄧㄠ,,ht,ht,ㄏㄊ,,True,False
hì-toh,戲桌,25,hì-toh,hi3toh4,hi3toh4,ㄏㄧ˪ㄉㄛㆷ,,hitoh,hitoh,ㄏㄧㄉㄛㆷ,,ht,ht,ㄏㄉ,,True,False
hì-pînn,戲棚,25,hì-pîⁿ,hi3pinn5,hi3pinn5,ㄏㄧ˪ㄅㆪˊ,,hipinn,hipinn,ㄏㄧㄅㆪ,,hp,hp,ㄏㄅ,,True,False
hì-pan,戲班,25,hì-pan,hi3pan1,hi3pan1,ㄏㄧ˪ㄅㄢ,,hipan,hipan,ㄏㄧㄅㄢ,,hp,hp,ㄏㄅ,,True,False
hì-sing,戲生,25,hì-seng,hi3sing1,hi3seng1,ㄏㄧ˪ㄒㄧㄥ,,hising,hiseng,ㄏㄧㄒㄧㄥ,,hs,hs,ㄏㄒ,,True,False
hì-phûn,戲盆,25,hì-phûn,hi3phun5,hi3phun5,ㄏㄧ˪ㄆㄨㄣˊ,,hiphun,hiphun,ㄏㄧㄆㄨㄣ,,hp,hp,ㄏㄆ,,True,False
pio-tshiò,戲笑,25,pio-chhiò,pio1tshio3,pio1chhio3,ㄅㄧㄛㄑㄧㄛ˪,,piotshio,piochhio,ㄅㄧㄛㄑㄧㄛ,,pt,pc,ㄅㄑ,,True,False
sńg-tshiò,戲笑,25,sńg-chhiò,sng2tshio3,sng2chhio3,ㄙㆭˋㄑㄧㄛ˪,,sngtshio,sngchhio,ㄙㆭㄑㄧㄛ,,st,sc,ㄙㄑ,,True,False
hì-siunn,戲箱,25,hì-siuⁿ,hi3siunn1,hi3siunn1,ㄏㄧ˪ㄒㄧㆫ,,hisiunn,hisiunn,ㄏㄧㄒㄧㆫ,,hs,hs,ㄏㄒ,,True,False
hì-láng,戲籠,25,hì-láng,hi3lang2,hi3lang2,ㄏㄧ˪ㄌㄤˋ,,hilang,hilang,ㄏㄧㄌㄤ,,hl,hl,ㄏㄌ,,True,False
hì-khiunn,戲腔,25,hì-khiuⁿ,hi3khiunn1,hi3khiunn1,ㄏㄧ˪ㄎㄧㆫ,,hikhiunn,hikhiunn,ㄏㄧㄎㄧㆫ,,hk,hk,ㄏㄎ,,True,False
hì-kioh,戲腳,25,hì-kioh,hi3kioh4,hi3kioh4,ㄏㄧ˪ㄍㄧㄛㆷ,,hikioh,hikioh,ㄏㄧㄍㄧㄛㆷ,,hk,hk,ㄏㄍ,,True,False
hì-tsûn,戲船,25,hì-chûn,hi3tsun5,hi3chun5,ㄏㄧ˪ㄗㄨㄣˊ,,hitsun,hichun,ㄏㄧㄗㄨㄣ,,ht,hc,ㄏㄗ,,True,False
hì-hóo,戲虎,25,hì-hó͘,hi3hoo2,hi3hoo2,ㄏㄧ˪ㄏㆦˋ,,hihoo,hihoo,ㄏㄧㄏㆦ,,hh,hh,ㄏㄏ,,True,True
hì-giân,戲言,25,hì-giân,hi3gian5,hi3gian5,ㄏㄧ˪ㆣㄧㄢˊ,,higian,higian,ㄏㄧㆣㄧㄢ,,hg,hg,ㄏㆣ,,True,False
hì-hiauh,戲謔,25,hì-hiauh,hi3hiauh4,hi3hiauh4,ㄏㄧ˪ㄏㄧㄠㆷ,,hihiauh,hihiauh,ㄏㄧㄏㄧㄠㆷ,,hh,hh,ㄏㄏ,,True,False
hì-hiok,戲謔,25,hì-hiok,hi3hiok4,hi3hiok4,ㄏㄧ˪ㄏㄧㆦㆻ,,hihiok,hihiok,ㄏㄧㄏㄧㆦㆻ,,hh,hh,ㄏㄏ,,True,False
sńg-huā,戲譁,25,sńg-hōa,sng2hua7,sng2hoa7,ㄙㆭˋㄏㄨㄚ˫,,snghua,snghoa,ㄙㆭㄏㄨㄚ,,sh,sh,ㄙㄏ,,True,False
hì-ti,戲豬,25,hì-ti,hi3ti1,hi3ti1,ㄏㄧ˪ㄉㄧ,,hiti,hiti,ㄏㄧㄉㄧ,,ht,ht,ㄏㄉ,,True,False
hì-tshuàng,戲闖,25,hì-chhoàng,hi3tshuang3,hi3chhoang3,ㄏㄧ˪ㄘㄨㄤ˪,,hitshuang,hichhoang,ㄏㄧㄘㄨㄤ,,ht,hc,ㄏㄘ,,True,False
hì-kuán,戲館,25,hì-koán,hi3kuan2,hi3koan2,ㄏㄧ˪ㄍㄨㄢˋ,,hikuan,hikoan,ㄏㄧㄍㄨㄢ,,hk,hk,ㄏㄍ,,True,False
hì-tshut,戲齣,25,hì-chhut,hi3tshut4,hi3chhut4,ㄏㄧ˪ㄘㄨㆵ,,hitshut,hichhut,ㄏㄧㄘㄨㆵ,,ht,hc,ㄏㄘ,,True,False
tsho̍k-kì,戳記,25,chho̍k-kì,tshok8ki3,chhok8ki3,ㄘㆦㆻ̇ㄍㄧ˪,,tshokki,chhokki,ㄘㆦㆻㄍㄧ,,tk,ck,ㄘㄍ,,True,False
tì-bō,戴帽,25,tì-bō,ti3bo7,ti3bo7,ㄉㄧ˪ㆠㄛ˫,,tibo,tibo,ㄉㄧㆠㄛ,,tb,tb,ㄉㆠ,,True,False
tì-tì,戴戴,25,tì-tì,ti3ti3,ti3ti3,ㄉㄧ˪ㄉㄧ˪,,titi,titi,ㄉㄧㄉㄧ,,tt,tt,ㄉㄉ,,True,False
tì-phí,戴疕,25,tì-phí,ti3phi2,ti3phi2,ㄉㄧ˪ㄆㄧˋ,,tiphi,tiphi,ㄉㄧㄆㄧ,,tp,tp,ㄉㄆ,,True,False
tì-tíng,戴頂,25,tì-téng,ti3ting2,ti3teng2,ㄉㄧ˪ㄉㄧㄥˋ,,titing,titeng,ㄉㄧㄉㄧㄥ,,tt,tt,ㄉㄉ,,True,False
tì-kè,戴髻,25,tì-kè,ti3ke3,ti3ke3,ㄉㄧ˪ㄍㆤ˪,,tike,tike,ㄉㄧㄍㆤ,,tk,tk,ㄉㄍ,,True,False
hōo-tsú,戶主,25,hō͘-chú,hoo7tsu2,hoo7chu2,ㄏㆦ˫ㄗㄨˋ,,hootsu,hoochu,ㄏㆦㄗㄨ,,ht,hc,ㄏㄗ,,True,False
hōo-kháu,戶口,25,hō͘-kháu,hoo7khau2,hoo7khau2,ㄏㆦ˫ㄎㄠˋ,,hookhau,hookhau,ㄏㆦㄎㄠ,,hk,hk,ㄏㄎ,,True,False
hōo-uì,戶尉,25,hō͘-ùi,hoo7ui3,hoo7ui3,ㄏㆦ˫ㄨㄧ˪,,hooui,hooui,ㄏㆦㄨㄧ,,hu,hu,ㄏㄨ,,True,False
hōo-hōo,戶戶,25,hō͘-hō͘,hoo7hoo7,hoo7hoo7,ㄏㆦ˫ㄏㆦ˫,,hoohoo,hoohoo,ㄏㆦㄏㆦ,,hh,hh,ㄏㄏ,,True,False
hōo-pâng,戶房,25,hō͘-pâng,hoo7pang5,hoo7pang5,ㄏㆦ˫ㄅㄤˊ,,hoopang,hoopang,ㄏㆦㄅㄤ,,hp,hp,ㄏㄅ,,True,False
hōo-sòo,戶數,25,hō͘-sò͘,hoo7soo3,hoo7soo3,ㄏㆦ˫ㄙㆦ˪,,hoosoo,hoosoo,ㄏㆦㄙㆦ,,hs,hs,ㄏㄙ,,True,False
hōo-sè,戶稅,25,hō͘-sè,hoo7se3,hoo7se3,ㄏㆦ˫ㄙㆤ˪,,hoose,hoose,ㄏㆦㄙㆤ,,hs,hs,ㄏㄙ,,True,False
hōo-pōo,戶部,25,hō͘-pō͘,hoo7poo7,hoo7poo7,ㄏㆦ˫ㄅㆦ˫,,hoopoo,hoopoo,ㄏㆦㄅㆦ,,hp,hp,ㄏㄅ,,True,False
hòo-ta,戽乾,25,hò͘-ta,hoo3ta1,hoo3ta1,ㄏㆦ˪ㄉㄚ,,hoota,hoota,ㄏㆦㄉㄚ,,ht,ht,ㄏㄉ,,True,True
hòo-hòo,戽戽,25,hò͘-hò͘,hoo3hoo3,hoo3hoo3,ㄏㆦ˪ㄏㆦ˪,,hoohoo,hoohoo,ㄏㆦㄏㆦ,,hh,hh,ㄏㄏ,,True,False
hòo-tshiú,戽手,25,hò͘-chhiú,hoo3tshiu2,hoo3chhiu2,ㄏㆦ˪ㄑㄧㄨˋ,,hootshiu,hoochhiu,ㄏㆦㄑㄧㄨ,,ht,hc,ㄏㄑ,,True,False
hòo-iā,戽掖,25,hò͘-iā,hoo3ia7,hoo3ia7,ㄏㆦ˪ㄧㄚ˫,,hooia,hooia,ㄏㆦㄧㄚ,,hi,hi,ㄏㄧ,,True,False
hòo-siah,戽杓,25,hò͘-siah,hoo3siah4,hoo3siah4,ㄏㆦ˪ㄒㄧㄚㆷ,,hoosiah,hoosiah,ㄏㆦㄒㄧㄚㆷ,,hs,hs,ㄏㄒ,,True,False
hòo-tháng,戽桶,25,hò͘-tháng,hoo3thang2,hoo3thang2,ㄏㆦ˪ㄊㄤˋ,,hoothang,hoothang,ㄏㆦㄊㄤ,,ht,ht,ㄏㄊ,,True,False
hòo-kia̍h,戽櫸,25,hò͘-kia̍h,hoo3kiah8,hoo3kiah8,ㄏㆦ˪ㄍㄧㄚㆷ̇,,hookiah,hookiah,ㄏㆦㄍㄧㄚㆷ,,hk,hk,ㄏㄍ,,True,False
hòo-tsuí,戽水,25,hò͘-chúi,hoo3tsui2,hoo3chui2,ㄏㆦ˪ㄗㄨㄧˋ,,hootsui,hoochui,ㄏㆦㄗㄨㄧ,,ht,hc,ㄏㄗ,,True,False
hòo-kau,戽溝,25,hò͘-kau,hoo3kau1,hoo3kau1,ㄏㆦ˪ㄍㄠ,,hookau,hookau,ㄏㆦㄍㄠ,,hk,hk,ㄏㄍ,,True,False
hòo-hia,戽瓠,25,hò͘-hia,hoo3hia1,hoo3hia1,ㄏㆦ˪ㄏㄧㄚ,,hoohia,hoohia,ㄏㆦㄏㄧㄚ,,hh,hh,ㄏㄏ,,True,True
hòo-hî,戽魚,25,hò͘-hî,hoo3hi5,hoo3hi5,ㄏㆦ˪ㄏㄧˊ,,hoohi,hoohi,ㄏㆦㄏㄧ,,hh,hh,ㄏㄏ,,True,False
pâng-tiong,房中,25,pâng-tiong,pang5tiong1,pang5tiong1,ㄅㄤˊㄉㄧㆲ,,pangtiong,pangtiong,ㄅㄤㄉㄧㆲ,,pt,pt,ㄅㄉ,,True,False
pông-sū,房事,25,pông-sū,pong5su7,pong5su7,ㄅㆲˊㄙㄨ˫,,pongsu,pongsu,ㄅㆲㄙㄨ,,ps,ps,ㄅㄙ,,True,False
pâng-á,房仔,25,pâng-á,pang5a2,pang5a2,ㄅㄤˊㄚˋ,,panga,panga,ㄅㄤㄚ,,pa,pa,ㄅㄚ,,True,False
pâng-hūn,房份,25,pâng-hūn,pang5hun7,pang5hun7,ㄅㄤˊㄏㄨㄣ˫,,panghun,panghun,ㄅㄤㄏㄨㄣ,,ph,ph,ㄅㄏ,,True,False
pâng-sòo,房數,25,pâng-sò͘,pang5soo3,pang5soo3,ㄅㄤˊㄙㆦ˪,,pangsoo,pangsoo,ㄅㄤㄙㆦ,,ps,ps,ㄅㄙ,,True,False
pâng-tong,房東,25,pâng-tong,pang5tong1,pang5tong1,ㄅㄤˊㄉㆲ,,pangtong,pangtong,ㄅㄤㄉㆲ,,pt,pt,ㄅㄉ,,True,False
pâng-khe,房科,25,pâng-khe,pang5khe1,pang5khe1,ㄅㄤˊㄎㆤ,,pangkhe,pangkhe,ㄅㄤㄎㆤ,,pk,pk,ㄅㄎ,,True,False
pâng-sè,房稅,25,pâng-sè,pang5se3,pang5se3,ㄅㄤˊㄙㆤ˪,,pangse,pangse,ㄅㄤㄙㆤ,,ps,ps,ㄅㄙ,,True,False
pâng-tshin,房親,25,pâng-chhin,pang5tshin1,pang5chhin1,ㄅㄤˊㄑㄧㄣ,,pangtshin,pangchhin,ㄅㄤㄑㄧㄣ,,pt,pc,ㄅㄑ,,True,False
pâng-tiúnn,房長,25,pâng-tiúⁿ,pang5tiunn2,pang5tiunn2,ㄅㄤˊㄉㄧㆫˋ,,pangtiunn,pangtiunn,ㄅㄤㄉㄧㆫ,,pt,pt,ㄅㄉ,,True,False
pâng-mn̂g,房門,25,pâng-mn̂g,pang5mng5,pang5mng5,ㄅㄤˊㄇㆭˊ,,pangmng,pangmng,ㄅㄤㄇㆭ,,pm,pm,ㄅㄇ,,True,False
pâng-thâu,房頭,25,pâng-thâu,pang5thau5,pang5thau5,ㄅㄤˊㄊㄠˊ,,pangthau,pangthau,ㄅㄤㄊㄠ,,pt,pt,ㄅㄊ,,True,False
sóo-tí,所以,25,só͘-tí,soo2ti2,soo2ti2,ㄙㆦˋㄉㄧˋ,,sooti,sooti,ㄙㆦㄉㄧ,,st,st,ㄙㄉ,,True,False
sóo-tsuè,所做,25,só͘-chòe,soo2tsue3,soo2choe3,ㄙㆦˋㄗㄨㆤ˪,,sootsue,soochoe,ㄙㆦㄗㄨㆤ,,st,sc,ㄙㄗ,,True,False
sóo-ji̍p,所入,25,só͘-ji̍p,soo2jip8,soo2jip8,ㄙㆦˋㆢㄧㆴ̇,,soojip,soojip,ㄙㆦㆢㄧㆴ,,sj,sj,ㄙㆢ,,True,False
sóo-thian,所天,25,só͘-thian,soo2thian1,soo2thian1,ㄙㆦˋㄊㄧㄢ,,soothian,soothian,ㄙㆦㄊㄧㄢ,,st,st,ㄙㄊ,,True,False
sóo-hònn,所好,25,só͘-hòⁿ,soo2honn3,soo2honn3,ㄙㆦˋㄏㆧ˪,,soohonn,soohonn,ㄙㆦㄏㆧ,,sh,sh,ㄙㄏ,,True,False
sóo-sio̍k,所屬,25,só͘-sio̍k,soo2siok8,soo2siok8,ㄙㆦˋㄒㄧㆦㆻ̇,,soosiok,soosiok,ㄙㆦㄒㄧㆦㆻ,,ss,ss,ㄙㄒ,,True,False
sóo-tit,所得,25,só͘-tit,soo2tit4,soo2tit4,ㄙㆦˋㄉㄧㆵ,,sootit,sootit,ㄙㆦㄉㄧㆵ,,st,st,ㄙㄉ,,True,False
sóo-siūnn,所想,25,só͘-siūⁿ,soo2siunn7,soo2siunn7,ㄙㆦˋㄒㄧㆫ˫,,soosiunn,soosiunn,ㄙㆦㄒㄧㆫ,,ss,ss,ㄙㄒ,,True,False
sóo-ài,所愛,25,só͘-ài,soo2ai3,soo2ai3,ㄙㆦˋㄞ˪,,sooai,sooai,ㄙㆦㄞ,,sa,sa,ㄙㄞ,,True,False
sóo-siu,所收,25,só͘-siu,soo2siu1,soo2siu1,ㄙㆦˋㄒㄧㄨ,,soosiu,soosiu,ㄙㆦㄒㄧㄨ,,ss,ss,ㄙㄒ,,True,False
sóo-bāng,所望,25,só͘-bāng,soo2bang7,soo2bang7,ㄙㆦˋㆠㄤ˫,,soobang,soobang,ㄙㆦㆠㄤ,,sb,sb,ㄙㆠ,,True,False
sóo-huat,所發,25,só͘-hoat,soo2huat4,soo2hoat4,ㄙㆦˋㄏㄨㄚㆵ,,soohuat,soohoat,ㄙㆦㄏㄨㄚㆵ,,sh,sh,ㄙㄏ,,True,False
sóo-tsai,所知,25,só͘-chai,soo2tsai1,soo2chai1,ㄙㆦˋㄗㄞ,,sootsai,soochai,ㄙㆦㄗㄞ,,st,sc,ㄙㄗ,,True,False
sóo-uē,所能,25,só͘-ōe,soo2ue7,soo2oe7,ㄙㆦˋㄨㆤ˫,,sooue,soooe,ㄙㆦㄨㆤ,,su,so,ㄙㄨ,,True,False
sóo-kiânn,所行,25,só͘-kiâⁿ,soo2kiann5,soo2kiann5,ㄙㆦˋㄍㄧㆩˊ,,sookiann,sookiann,ㄙㆦㄍㄧㆩ,,sk,sk,ㄙㄍ,,True,False
sóo-kiàn,所見,25,só͘-kiàn,soo2kian3,soo2kian3,ㄙㆦˋㄍㄧㄢ˪,,sookian,sookian,ㄙㆦㄍㄧㄢ,,sk,sk,ㄙㄍ,,True,False
sóo-kóng,所講,25,só͘-kóng,soo2kong2,soo2kong2,ㄙㆦˋㄍㆲˋ,,sookong,sookong,ㄙㆦㄍㆲ,,sk,sk,ㄙㄍ,,True,False
sóo-hù,所費,25,só͘-hù,soo2hu3,soo2hu3,ㄙㆦˋㄏㄨ˪,,soohu,soohu,ㄙㆦㄏㄨ,,sh,sh,ㄙㄏ,,True,False
sóo-sù,所賜,25,só͘-sù,soo2su3,soo2su3,ㄙㆦˋㄙㄨ˪,,soosu,soosu,ㄙㆦㄙㄨ,,ss,ss,ㄙㄙ,,True,False
sóo-tiông,所長,25,só͘-tiông,soo2tiong5,soo2tiong5,ㄙㆦˋㄉㄧㆲˊ,,sootiong,sootiong,ㄙㆦㄉㄧㆲ,,st,st,ㄙㄉ,,True,False
sóo-tiúnn,所長,25,só͘-tiúⁿ,soo2tiunn2,soo2tiunn2,ㄙㆦˋㄉㄧㆫˋ,,sootiunn,sootiunn,ㄙㆦㄉㄧㆫ,,st,st,ㄙㄉ,,True,False
sóo-khò,所靠,25,só͘-khò,soo2kho3,soo2kho3,ㄙㆦˋㄎㄛ˪,,sookho,sookho,ㄙㆦㄎㄛ,,sk,sk,ㄙㄎ,,True,False
sóo-guān,所願,25,só͘-goān,soo2guan7,soo2goan7,ㄙㆦˋㆣㄨㄢ˫,,sooguan,soogoan,ㄙㆦㆣㄨㄢ,,sg,sg,ㄙㆣ,,True,False
