tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,taijit
kiunn-si,薑絲,25,kiuⁿ-si,kiunn1si1,kiunn1si1,kiunnsi,kiunnsi,ks,ks,True
kiunn-gê,薑芽,25,kiuⁿ-gê,kiunn1ge5,kiunn1ge5,kiunnge,kiunnge,kg,kg,True
kiunn-n̂g,薑黃,25,kiuⁿ-n̂g,kiunn1ng5,kiunn1ng5,kiunnng,kiunnng,kn,kn,True
tsiàn-tsú,薦主,25,chiàn-chú,tsian3tsu2,chian3chu2,tsiantsu,chianchu,tt,cc,True
tsiàn-lâng,薦人,25,chiàn-lâng,tsian3lang5,chian3lang5,tsianlang,chianlang,tl,cl,True
tsiàn-ín,薦引,25,chiàn-ín,tsian3in2,chian3in2,tsianin,chianin,ti,ci,True
tsiàn-pua̍t,薦拔,25,chiàn-poa̍t,tsian3puat8,chian3poat8,tsianpuat,chianpoat,tp,cp,True
tsiàn-su,薦書,25,chiàn-su,tsian3su1,chian3su1,tsiansu,chiansu,ts,cs,True
tsiàn-a̍p,薦盒,25,chiàn-a̍p,tsian3ap8,chian3ap8,tsianap,chianap,ta,ca,True
tsiàn-tsóo,薦祖,25,chiàn-chó͘,tsian3tsoo2,chian3choo2,tsiantsoo,chianchoo,tt,cc,True
tsiàn-kú,薦舉,25,chiàn-kú,tsian3ku2,chian3ku2,tsianku,chianku,tk,ck,True
tsiàn-tsiàn,薦薦,25,chiàn-chiàn,tsian3tsian3,chian3chian3,tsiantsian,chianchian,tt,cc,True
sin-hōng,薪俸,25,sin-hōng,sin1hong7,sin1hong7,sinhong,sinhong,sh,sh,True
tsû-táu,薯斗,25,chû-táu,tsu5tau2,chu5tau2,tsutau,chutau,tt,ct,True
tsû-tāu,薯豆,25,chû-tāu,tsu5tau7,chu5tau7,tsutau,chutau,tt,ct,True
hun-tsháu,薰草,25,hun-chháu,hun1tshau2,hun1chhau2,huntshau,hunchhau,ht,hc,True
hun-tô,薰陶,25,hun-tô,hun1to5,hun1to5,hunto,hunto,ht,ht,True
tsià-miâ,藉名,25,chià-miâ,tsia3mia5,chia3mia5,tsiamia,chiamia,tm,cm,True
tsià-tshiú,藉手,25,chià-chhiú,tsia3tshiu2,chia3chhiu2,tsiatshiu,chiachhiu,tt,cc,True
tsià-iōng,藉用,25,chià-iōng,tsia3iong7,chia3iong7,tsiaiong,chiaiong,ti,ci,True
tsià-tshing,藉稱,25,chià-chheng,tsia3tshing1,chia3chheng1,tsiatshing,chiachheng,tt,cc,True
tsià-tuan,藉端,25,chià-toan,tsia3tuan1,chia3toan1,tsiatuan,chiatoan,tt,ct,True
tsià-sik,藉索,25,chià-sek,tsia3sik4,chia3sek4,tsiasik,chiasek,ts,cs,True
tsià-tsià,藉藉,25,chià-chià,tsia3tsia3,chia3chia3,tsiatsia,chiachia,tt,cc,True
tsià-giân,藉言,25,chià-giân,tsia3gian5,chia3gian5,tsiagian,chiagian,tg,cg,True
tsià-sû,藉詞,25,chià-sû,tsia3su5,chia3su5,tsiasu,chiasu,ts,cs,True
tsià-uē,藉話,25,chià-ōe,tsia3ue7,chia3oe7,tsiaue,chiaoe,tu,co,True
lâm-lîng,藍綾,25,lâm-lêng,lam5ling5,lam5leng5,lamling,lamleng,ll,ll,True
lâm-kòng,藍貢,25,lâm-kòng,lam5kong3,lam5kong3,lamkong,lamkong,lk,lk,True
lâm-tshing,藍青,25,lâm-chheng,lam5tshing1,lam5chheng1,lamtshing,lamchheng,lt,lc,True
lâm-tiān,藍靛,25,lâm-tiān,lam5tian7,lam5tian7,lamtian,lamtian,lt,lt,True
lâm-tíng,藍頂,25,lâm-téng,lam5ting2,lam5teng2,lamting,lamteng,lt,lt,True
lâm-lîng,藍鴒,25,lâm-lêng,lam5ling5,lam5leng5,lamling,lamleng,ll,ll,True
khǹg-hē,藏下,25,khǹg-hē,khng3he7,khng3he7,khnghe,khnghe,kh,kh,True
khǹg-uàn,藏怨,25,khǹg-oàn,khng3uan3,khng3oan3,khnguan,khngoan,ku,ko,True
tsông-ì,藏意,25,chông-ì,tsong5i3,chong5i3,tsongi,chongi,ti,ci,True
tsông-tsuat,藏拙,25,chông-choat,tsong5tsuat4,chong5choat4,tsongtsuat,chongchoat,tt,cc,True
tsông-su,藏書,25,chông-su,tsong5su1,chong5su1,tsongsu,chongsu,ts,cs,True
khǹg-kuan,藏棺,25,khǹg-koan,khng3kuan1,khng3koan1,khngkuan,khngkoan,kk,kk,True
khǹg-pōo,藏步,25,khǹg-pō͘,khng3poo7,khng3poo7,khngpoo,khngpoo,kp,kp,True
khǹg-hè,藏歲,25,khǹg-hè,khng3he3,khng3he3,khnghe,khnghe,kh,kh,True
tsông-pán,藏版,25,chông-pán,tsong5pan2,chong5pan2,tsongpan,chongpan,tp,cp,True
khǹg-tsû,藏薯,25,khǹg-chû,khng3tsu5,khng3chu5,khngtsu,khngchu,kt,kc,True
khǹg-khǹg,藏藏,25,khǹg-khǹg,khng3khng3,khng3khng3,khngkhng,khngkhng,kk,kk,True
tsông-tsông,藏藏,25,chông-chông,tsong5tsong5,chong5chong5,tsongtsong,chongchong,tt,cc,True
biáu-sī,藐視,25,biáu-sī,biau2si7,biau2si7,biausi,biausi,bs,bs,True
ngāu-tsat,藕節,25,ngāu-chat,ngau7tsat4,ngau7chat4,ngautsat,ngauchat,nt,nc,True
gē-ki,藝妓,25,gē-ki,ge7ki1,ge7ki1,geki,geki,gk,gk,True
gē-tuànn,藝妲,25,gē-tòaⁿ,ge7tuann3,ge7toann3,getuann,getoann,gt,gt,True
gē-pîng,藝棚,25,gē-pêng,ge7ping5,ge7peng5,geping,gepeng,gp,gp,True
gē-niū,藝量,25,gē-niū,ge7niu7,ge7niu7,geniu,geniu,gn,gn,True
gī-niū,藝量,25,gī-niū,gi7niu7,gi7niu7,giniu,giniu,gn,gn,True
gē-koh,藝閣,25,gē-koh,ge7koh4,ge7koh4,gekoh,gekoh,gk,gk,True
tîn-nn̂g,藤䯖,25,tîn-nn̂g,tin5nng5,tin5nng5,tinnng,tinnng,tn,tn,True
tîn-tshn̂g,藤床,25,tîn-chhn̂g,tin5tshng5,tin5chhng5,tintshng,tinchhng,tt,tc,True
tîn-pōo,藤捗,25,tîn-pō͘,tin5poo7,tin5poo7,tinpoo,tinpoo,tp,tp,True
tîn-phóng,藤搻,25,tîn-phóng,tin5phong2,tin5phong2,tinphong,tinphong,tp,tp,True
tîn-tsím,藤枕,25,tîn-chím,tin5tsim2,tin5chim2,tintsim,tinchim,tt,tc,True
tîn-toh,藤桌,25,tîn-toh,tin5toh4,tin5toh4,tintoh,tintoh,tt,tt,True
tîn-kùn,藤棍,25,tîn-kùn,tin5kun3,tin5kun3,tinkun,tinkun,tk,tk,True
tîn-pâi,藤牌,25,tîn-pâi,tin5pai5,tin5pai5,tinpai,tinpai,tp,tp,True
tîn-gû,藤牛,25,tîn-gû,tin5gu5,tin5gu5,tingu,tingu,tg,tg,True
tîn-phê,藤皮,25,tîn-phê,tin5phe5,tin5phe5,tinphe,tinphe,tp,tp,True
tîn-nâ,藤籃,25,tîn-nâ,tin5na5,tin5na5,tinna,tinna,tn,tn,True
tîn-tsháu,藤草,25,tîn-chháu,tin5tshau2,tin5chhau2,tintshau,tinchhau,tt,tc,True
tîn-tshio̍h,藤蓆,25,tîn-chhio̍h,tin5tshioh8,tin5chhioh8,tintshioh,tinchhioh,tt,tc,True
tîn-tsû,藤薯,25,tîn-chû,tin5tsu5,tin5chu5,tintsu,tinchu,tt,tc,True
tîn-kiō,藤轎,25,tîn-kiō,tin5kio7,tin5kio7,tinkio,tinkio,tk,tk,True
tîn-ting,藤釘,25,tîn-teng,tin5ting1,tin5teng1,tinting,tinteng,tt,tt,True
tîn-pinn,藤鞭,25,tîn-piⁿ,tin5pinn1,tin5pinn1,tinpinn,tinpinn,tp,tp,True
tîn-n̂g,藤黃,25,tîn-n̂g,tin5ng5,tin5ng5,tinng,tinng,tn,tn,True
io̍h-tan,藥丹,25,io̍h-tan,ioh8tan1,ioh8tan1,iohtan,iohtan,it,it,True
io̍h-kè,藥價,25,io̍h-kè,ioh8ke3,ioh8ke3,iohke,iohke,ik,ik,True
io̍h-tsheh,藥冊,25,io̍h-chheh,ioh8tsheh4,ioh8chheh4,iohtsheh,iohchheh,it,ic,True
io̍h-hun,藥分,25,io̍h-hun,ioh8hun1,ioh8hun1,iohhun,iohhun,ih,ih,True
io̍h-tsián,藥剪,25,io̍h-chián,ioh8tsian2,ioh8chian2,iohtsian,iohchian,it,ic,True
io̍h-sî,藥匙,25,io̍h-sî,ioh8si5,ioh8si5,iohsi,iohsi,is,is,True
io̍h-bī,藥味,25,io̍h-bī,ioh8bi7,ioh8bi7,iohbi,iohbi,ib,ib,True
io̍h-lok,藥囊,25,io̍h-lok,ioh8lok4,ioh8lok4,iohlok,iohlok,il,il,True
io̍h-pô,藥婆,25,io̍h-pô,ioh8po5,ioh8po5,iohpo,iohpo,ip,ip,True
io̍h-thiap,藥帖,25,io̍h-thiap,ioh8thiap4,ioh8thiap4,iohthiap,iohthiap,it,it,True
io̍h-tiàm,藥店,25,io̍h-tiàm,ioh8tiam3,ioh8tiam3,iohtiam,iohtiam,it,it,True
io̍h-ín,藥引,25,io̍h-ín,ioh8in2,ioh8in2,iohin,iohin,ii,ii,True
io̍h-sìng,藥性,25,io̍h-sèng,ioh8sing3,ioh8seng3,iohsing,iohseng,is,is,True
io̍h-tsa̍h,藥截,25,io̍h-cha̍h,ioh8tsah8,ioh8chah8,iohtsah,iohchah,it,ic,True
io̍h-suánn,藥散,25,io̍h-sóaⁿ,ioh8suann2,ioh8soann2,iohsuann,iohsoann,is,is,True
io̍h-liāu,藥料,25,io̍h-liāu,ioh8liau7,ioh8liau7,iohliau,iohliau,il,il,True
io̍h-hng,藥方,25,io̍h-hng,ioh8hng1,ioh8hng1,iohhng,iohhng,ih,ih,True
io̍h-su,藥書,25,io̍h-su,ioh8su1,ioh8su1,iohsu,iohsu,is,is,True
io̍h-bua̍h,藥末,25,io̍h-boa̍h,ioh8buah8,ioh8boah8,iohbuah,iohboah,ib,ib,True
io̍h-tsai,藥栽,25,io̍h-chai,ioh8tsai1,ioh8chai1,iohtsai,iohchai,it,ic,True
io̍h-tiâu,藥條,25,io̍h-tiâu,ioh8tiau5,ioh8tiau5,iohtiau,iohtiau,it,it,True
io̍h-tsàn,藥棧,25,io̍h-chàn,ioh8tsan3,ioh8chan3,iohtsan,iohchan,it,ic,True
io̍h-tû,藥櫥,25,io̍h-tû,ioh8tu5,ioh8tu5,iohtu,iohtu,it,it,True
io̍h-tsâng,藥欉,25,io̍h-châng,ioh8tsang5,ioh8chang5,iohtsang,iohchang,it,ic,True
io̍h-to̍k,藥毒,25,io̍h-to̍k,ioh8tok8,ioh8tok8,iohtok,iohtok,it,it,True
io̍h-khì,藥氣,25,io̍h-khì,ioh8khi3,ioh8khi3,iohkhi,iohkhi,ik,ik,True
io̍h-tsuí,藥水,25,io̍h-chúi,ioh8tsui2,ioh8chui2,iohtsui,iohchui,it,ic,True
io̍h-thng,藥湯,25,io̍h-thng,ioh8thng1,ioh8thng1,iohthng,iohthng,it,it,True
io̍h-tái,藥滓,25,io̍h-tái,ioh8tai2,ioh8tai2,iohtai,iohtai,it,it,True
io̍h-phìnn,藥片,25,io̍h-phìⁿ,ioh8phinn3,ioh8phinn3,iohphinn,iohphinn,ip,ip,True
io̍h-pâi,藥牌,25,io̍h-pâi,ioh8pai5,ioh8pai5,iohpai,iohpai,ip,ip,True
io̍h-ông,藥王,25,io̍h-ông,ioh8ong5,ioh8ong5,iohong,iohong,io,io,True
io̍h-phê,藥皮,25,io̍h-phê,ioh8phe5,ioh8phe5,iohphe,iohphe,ip,ip,True
io̍h-siunn,藥箱,25,io̍h-siuⁿ,ioh8siunn1,ioh8siunn1,iohsiunn,iohsiunn,is,is,True
io̍h-phōo,藥簿,25,io̍h-phō͘,ioh8phoo7,ioh8phoo7,iohphoo,iohphoo,ip,ip,True
io̍h-láng,藥籠,25,io̍h-láng,ioh8lang2,ioh8lang2,iohlang,iohlang,il,il,True
io̍h-tshiam,藥籤,25,io̍h-chhiam,ioh8tshiam1,ioh8chhiam1,iohtshiam,iohchhiam,it,ic,True
io̍h-hún,藥粉,25,io̍h-hún,ioh8hun2,ioh8hun2,iohhun,iohhun,ih,ih,True
io̍h-phoh,藥粕,25,io̍h-phoh,ioh8phoh4,ioh8phoh4,iohphoh,iohphoh,ip,ip,True
io̍h-tsuá,藥紙,25,io̍h-chóa,ioh8tsua2,ioh8choa2,iohtsua,iohchoa,it,ic,True
io̍h-kuàn,藥罐,25,io̍h-koàn,ioh8kuan3,ioh8koan3,iohkuan,iohkoan,ik,ik,True
io̍h-ko,藥膏,25,io̍h-ko,ioh8ko1,ioh8ko1,iohko,iohko,ik,ik,True
io̍h-tê,藥茶,25,io̍h-tê,ioh8te5,ioh8te5,iohte,iohte,it,it,True
io̍h-tsháu,藥草,25,io̍h-chháu,ioh8tshau2,ioh8chhau2,iohtshau,iohchhau,it,ic,True
io̍h-hóo,藥虎,25,io̍h-hó͘,ioh8hoo2,ioh8hoo2,iohhoo,iohhoo,ih,ih,True
io̍h-tshu,藥蛆,25,io̍h-chhu,ioh8tshu1,ioh8chhu1,iohtshu,iohchhu,it,ic,True
io̍h-hâng,藥行,25,io̍h-hâng,ioh8hang5,ioh8hang5,iohhang,iohhang,ih,ih,True
io̍h-huì,藥費,25,io̍h-hùi,ioh8hui3,ioh8hui3,iohhui,iohhui,ih,ih,True
io̍h-tsu,藥資,25,io̍h-chu,ioh8tsu1,ioh8chu1,iohtsu,iohchu,it,ic,True
io̍h-kau,藥郊,25,io̍h-kau,ioh8kau1,ioh8kau1,iohkau,iohkau,ik,ik,True
io̍h-tsiú,藥酒,25,io̍h-chiú,ioh8tsiu2,ioh8chiu2,iohtsiu,iohchiu,it,ic,True
io̍h-tsiùnn,藥醬,25,io̍h-chiùⁿ,ioh8tsiunn3,ioh8chiunn3,iohtsiunn,iohchiunn,it,ic,True
io̍h-kóo,藥鈷,25,io̍h-kó͘,ioh8koo2,ioh8koo2,iohkoo,iohkoo,ik,ik,True
io̍h-tsînn,藥錢,25,io̍h-chîⁿ,ioh8tsinn5,ioh8chinn5,iohtsinn,iohchinn,it,ic,True
io̍h-e,藥鍋,25,io̍h-e,ioh8e1,ioh8e1,iohe,iohe,ie,ie,True
io̍h-sng,藥閂,25,io̍h-sng,ioh8sng1,ioh8sng1,iohsng,iohsng,is,is,True
io̍h-thâu,藥頭,25,io̍h-thâu,ioh8thau5,ioh8thau5,iohthau,iohthau,it,it,True
io̍h-piánn,藥餅,25,io̍h-piáⁿ,ioh8piann2,ioh8piann2,iohpiann,iohpiann,ip,ip,True
phuan-tsú,藩主,25,phoan-chú,phuan1tsu2,phoan1chu2,phuantsu,phoanchu,pt,pc,True
tsû-u,藷蕷,25,chû-u,tsu5u1,chu5u1,tsuu,chuu,tu,cu,True
lôo-kam,蘆柑,25,lô͘-kam,loo5kam1,loo5kam1,lookam,lookam,lk,lk,True
lôo-kiat,蘆橘,25,lô͘-kiat,loo5kiat4,loo5kiat4,lookiat,lookiat,lk,lk,True
lôo-sún,蘆筍,25,lô͘-sún,loo5sun2,loo5sun2,loosun,loosun,ls,ls,True
lôo-hue,蘆花,25,lô͘-hoe,loo5hue1,loo5hoe1,loohue,loohoe,lh,lh,True
lôo-tik,蘆荻,25,lô͘-tek,loo5tik4,loo5tek4,lootik,lootek,lt,lt,True
lôo-uí,蘆葦,25,lô͘-úi,loo5ui2,loo5ui2,looui,looui,lu,lu,True
lôo-tîn,蘆藤,25,lô͘-tîn,loo5tin5,loo5tin5,lootin,lootin,lt,lt,True
lôo-sué,蘆黍,25,lô͘-sóe,loo5sue2,loo5soe2,loosue,loosoe,ls,ls,True
soo-tóo,蘇堵,25,so͘-tó͘,soo1too2,soo1too2,sootoo,sootoo,st,st,True
soo-ba̍k,蘇墨,25,so͘-ba̍k,soo1bak8,soo1bak8,soobak,soobak,sb,sb,True
soo-khiáu,蘇巧,25,so͘-khiáu,soo1khiau2,soo1khiau2,sookhiau,sookhiau,sk,sk,True
soo-tánn,蘇打,25,so͘-táⁿ,soo1tann2,soo1tann2,sootann,sootann,st,st,True
soo-bo̍k,蘇木,25,so͘-bo̍k,soo1bok8,soo1bok8,soobok,soobok,sb,sb,True
soo-hâng,蘇杭,25,so͘-hâng,soo1hang5,soo1hang5,soohang,soohang,sh,sh,True
soo-khì,蘇氣,25,so͘-khì,soo1khi3,soo1khi3,sookhi,sookhi,sk,sk,True
soo-sóng,蘇爽,25,so͘-sóng,soo1song2,soo1song2,soosong,soosong,ss,ss,True
soo-pán,蘇版,25,so͘-pán,soo1pan2,soo1pan2,soopan,soopan,sp,sp,True
soo-gi̍k,蘇玉,25,so͘-ge̍k,soo1gik8,soo1gek8,soogik,soogek,sg,sg,True
soo-puânn,蘇盤,25,so͘-pôaⁿ,soo1puann5,soo1poann5,soopuann,soopoann,sp,sp,True
soo-tsian,蘇箋,25,so͘-chian,soo1tsian1,soo1chian1,sootsian,soochian,st,sc,True
soo-io,蘇腰,25,so͘-io,soo1io1,soo1io1,sooio,sooio,si,si,True
soo-kha,蘇腳,25,so͘-kha,soo1kha1,soo1kha1,sookha,sookha,sk,sk,True
soo-soo,蘇蘇,25,so͘-so͘,soo1soo1,soo1soo1,soosoo,soosoo,ss,ss,True
soo-pôo,蘇袍,25,so͘-pô͘,soo1poo5,soo1poo5,soopoo,soopoo,sp,sp,True
soo-thih,蘇鐵,25,so͘-thih,soo1thih4,soo1thih4,soothih,soothih,st,st,True
pîn-pô,蘋婆,25,pîn-pô,pin5po5,pin5po5,pinpo,pinpo,pp,pp,True
pông-kó,蘋果,25,pông-kó,pong5ko2,pong5ko2,pongko,pongko,pk,pk,True
lân-tik,蘭竹,25,lân-tek,lan5tik4,lan5tek4,lantik,lantek,lt,lt,True
lân-hue,蘭花,25,lân-hoe,lan5hue1,lan5hoe1,lanhue,lanhoe,lh,lh,True
lân-sin,蘭莘,25,lân-sin,lan5sin1,lan5sin1,lansin,lansin,ls,ls,True
lân-kòng,蘭貢,25,lân-kòng,lan5kong3,lan5kong3,lankong,lankong,lk,lk,True
tsànn-ji̍t,蘸日,25,chàⁿ-ji̍t,tsann3jit8,chann3jit8,tsannjit,channjit,tj,cj,True
tsàm-tsuí,蘸水,25,chàm-chúi,tsam3tsui2,cham3chui2,tsamtsui,chamchui,tt,cc,True
tsànn-tsuí,蘸水,25,chàⁿ-chúi,tsann3tsui2,chann3chui2,tsanntsui,channchui,tt,cc,True
tsànn-iû,蘸油,25,chàⁿ-iû,tsann3iu5,chann3iu5,tsanniu,channiu,ti,ci,True
tsàm-kha,蘸腳,25,chàm-kha,tsam3kha1,cham3kha1,tsamkha,chamkha,tk,ck,True
tsàm-tsàm,蘸蘸,25,chàm-chàm,tsam3tsam3,cham3cham3,tsamtsam,chamcham,tt,cc,True
tsàm-tuē,蘸蹄,25,chàm-tōe,tsam3tue7,cham3toe7,tsamtue,chamtoe,tt,ct,True
nâ-po̍k,蘿蔔,25,nâ-po̍k,na5pok8,na5pok8,napok,napok,np,np,True
hóo-sian,虎仙,25,hó͘-sian,hoo2sian1,hoo2sian1,hoosian,hoosian,hs,hs,True
hóo-tshì,虎刺,25,hó͘-chhì,hoo2tshi3,hoo2chhi3,hootshi,hoochhi,ht,hc,True
hóo-eh,虎厄,25,hó͘-eh,hoo2eh4,hoo2eh4,hooeh,hooeh,he,he,True
hóo-kháu,虎口,25,hó͘-kháu,hoo2khau2,hoo2khau2,hookhau,hookhau,hk,hk,True
hóo-ui,虎威,25,hó͘-ui,hoo2ui1,hoo2ui1,hooui,hooui,hu,hu,True
hóo-tsiòng,虎將,25,hó͘-chiòng,hoo2tsiong3,hoo2chiong3,hootsiong,hoochiong,ht,hc,True
hóo-siū,虎巢,25,hó͘-siū,hoo2siu7,hoo2siu7,hoosiu,hoosiu,hs,hs,True
hóo-bō,虎帽,25,hó͘-bō,hoo2bo7,hoo2bo7,hoobo,hoobo,hb,hb,True
hóo-ah,虎押,25,hó͘-ah,hoo2ah4,hoo2ah4,hooah,hooah,ha,ha,True
hóo-tsióng,虎掌,25,hó͘-chióng,hoo2tsiong2,hoo2chiong2,hootsiong,hoochiong,ht,hc,True
hóo-pan,虎斑,25,hó͘-pan,hoo2pan1,hoo2pan1,hoopan,hoopan,hp,hp,True
hóo-thiōng,虎杖,25,hó͘-thiōng,hoo2thiong7,hoo2thiong7,hoothiong,hoothiong,ht,ht,True
hóo-pńg,虎榜,25,hó͘-pńg,hoo2png2,hoo2png2,hoopng,hoopng,hp,hp,True
hóo-tû,虎櫥,25,hó͘-tû,hoo2tu5,hoo2tu5,hootu,hootu,ht,ht,True
hóo-jiáu,虎爪,25,hó͘-jiáu,hoo2jiau2,hoo2jiau2,hoojiau,hoojiau,hj,hj,True
hóo-iâ,虎爺,25,hó͘-iâ,hoo2ia5,hoo2ia5,hooia,hooia,hi,hi,True
hóo-lông,虎狼,25,hó͘-lông,hoo2long5,hoo2long5,hoolong,hoolong,hl,hl,True
hóo-sai,虎獅,25,hó͘-sai,hoo2sai1,hoo2sai1,hoosai,hoosai,hs,hs,True
hóo-sa,虎砂,25,hó͘-sa,hoo2sa1,hoo2sa1,hoosa,hoosa,hs,hs,True
hóo-sîn,虎神,25,hó͘-sîn,hoo2sin5,hoo2sin5,hoosin,hoosin,hs,hs,True
hóo-hia̍t,虎穴,25,hó͘-hia̍t,hoo2hiat8,hoo2hiat8,hoohiat,hoohiat,hh,hh,True
hóo-hû,虎符,25,hó͘-hû,hoo2hu5,hoo2hu5,hoohu,hoohu,hh,hh,True
hóo-lô,虎羅,25,hó͘-lô,hoo2lo5,hoo2lo5,hoolo,hoolo,hl,hl,True
hóo-hue,虎花,25,hó͘-hoe,hoo2hue1,hoo2hoe1,hoohue,hoohoe,hh,hh,True
hóo-m̄,虎莓,25,hó͘-m̄,hoo2m7,hoo2m7,hoom,hoom,hm,hm,True
hóo-io̍h,虎藥,25,hó͘-io̍h,hoo2ioh8,hoo2ioh8,hooioh,hooioh,hi,hi,True
hóo-hóo,虎虎,25,hó͘-hó͘,hoo2hoo2,hoo2hoo2,hoohoo,hoohoo,hh,hh,True
hóo-pà,虎豹,25,hó͘-pà,hoo2pa3,hoo2pa3,hoopa,hoopa,hp,hp,True
hóo-niau,虎貓,25,hó͘-niau,hoo2niau1,hoo2niau1,hooniau,hooniau,hn,hn,True
hóo-tsiò,虎醮,25,hó͘-chiò,hoo2tsio3,hoo2chio3,hootsio,hoochio,ht,hc,True
hóo-ê,虎鞋,25,hó͘-ê,hoo2e5,hoo2e5,hooe,hooe,he,he,True
hóo-thâu,虎頭,25,hó͘-thâu,hoo2thau5,hoo2thau5,hoothau,hoothau,ht,ht,True
hóo-kut,虎骨,25,hó͘-kut,hoo2kut4,hoo2kut4,hookut,hookut,hk,hk,True
hóo-tshiu,虎鬚,25,hó͘-chhiu,hoo2tshiu1,hoo2chhiu1,hootshiu,hoochhiu,ht,hc,True
hóo-hî,虎魚,25,hó͘-hî,hoo2hi5,hoo2hi5,hoohi,hoohi,hh,hh,True
hóo-khí,虎齒,25,hó͘-khí,hoo2khi2,hoo2khi2,hookhi,hookhi,hk,hk,True
gio̍k-thāi,虐待,25,gio̍k-thāi,giok8thai7,giok8thai7,giokthai,giokthai,gt,gt,True
gio̍k-tsìng,虐政,25,gio̍k-chèng,giok8tsing3,giok8cheng3,gioktsing,giokcheng,gt,gc,True
gi̍k-bú,虐母,25,ge̍k-bú,gik8bu2,gek8bu2,gikbu,gekbu,gb,gb,True
khiân-pô,虔婆,25,khiân-pô,khian5po5,khian5po5,khianpo,khianpo,kp,kp,True
khiân-sim,虔心,25,khiân-sim,khian5sim1,khian5sim1,khiansim,khiansim,ks,ks,True
khiân-ì,虔意,25,khiân-ì,khian5i3,khian5i3,khiani,khiani,ki,ki,True
khiân-kìng,虔敬,25,khiân-kèng,khian5king3,khian5keng3,khianking,khiankeng,kk,kk,True
khiân-tshiò,虔笑,25,khiân-chhiò,khian5tshio3,khian5chhio3,khiantshio,khianchhio,kt,kc,True
tshú-sè,處世,25,chhú-sè,tshu2se3,chhu2se3,tshuse,chhuse,ts,cs,True
tshú-sū,處事,25,chhú-sū,tshu2su7,chhu2su7,tshusu,chhusu,ts,cs,True
tshú-hun,處分,25,chhú-hun,tshu2hun1,chhu2hun1,tshuhun,chhuhun,th,ch,True
tshú-hîng,處刑,25,chhú-hêng,tshu2hing5,chhu2heng5,tshuhing,chhuheng,th,ch,True
tshú-hô,處和,25,chhú-hô,tshu2ho5,chhu2ho5,tshuho,chhuho,th,ch,True
tshú-sū,處士,25,chhú-sū,tshu2su7,chhu2su7,tshusu,chhusu,ts,cs,True
tshú-lú,處女,25,chhú-lú,tshu2lu2,chhu2lu2,tshulu,chhulu,tl,cl,True
tshú-tsiat,處折,25,chhú-chiat,tshu2tsiat4,chhu2chiat4,tshutsiat,chhuchiat,tt,cc,True
tshú-tsám,處斬,25,chhú-chám,tshu2tsam2,chhu2cham2,tshutsam,chhucham,tt,cc,True
tshú-tuàn,處斷,25,chhú-toàn,tshu2tuan3,chhu2toan3,tshutuan,chhutoan,tt,ct,True
tshú-hong,處方,25,chhú-hong,tshu2hong1,chhu2hong1,tshuhong,chhuhong,th,ch,True
tshù-sú,處暑,25,chhù-sú,tshu3su2,chhu3su2,tshusu,chhusu,ts,cs,True
tshú-kuat,處決,25,chhú-koat,tshu2kuat4,chhu2koat4,tshukuat,chhukoat,tk,ck,True
tshú-tī,處治,25,chhú-tī,tshu2ti7,chhu2ti7,tshuti,chhuti,tt,ct,True
tshú-tsuē,處罪,25,chhú-chōe,tshu2tsue7,chhu2choe7,tshutsue,chhuchoe,tt,cc,True
tshú-tì,處置,25,chhú-tì,tshu2ti3,chhu2ti3,tshuti,chhuti,tt,ct,True
tshú-hua̍t,處罰,25,chhú-hoa̍t,tshu2huat8,chhu2hoat8,tshuhuat,chhuhoat,th,ch,True
tshù-tshù,處處,25,chhù-chhù,tshu3tshu3,chhu3chhu3,tshutshu,chhuchhu,tt,cc,True
hu-thuân,虛傳,25,hu-thoân,hu1thuan5,hu1thoan5,huthuan,huthoan,ht,ht,True
hu-kè,虛價,25,hu-kè,hu1ke3,hu1ke3,huke,huke,hk,hk,True
hu-bîng,虛名,25,hu-bêng,hu1bing5,hu1beng5,hubing,hubeng,hb,hb,True
hu-miâ,虛名,25,hu-miâ,hu1mia5,hu1mia5,humia,humia,hm,hm,True
hu-tuē,虛地,25,hu-tōe,hu1tue7,hu1toe7,hutue,hutoe,ht,ht,True
hu-jī,虛字,25,hu-jī,hu1ji7,hu1ji7,huji,huji,hj,hj,True
hu-si̍t,虛實,25,hu-si̍t,hu1sit8,hu1sit8,husit,husit,hs,hs,True
hu-tué,虛底,25,hu-tóe,hu1tue2,hu1toe2,hutue,hutoe,ht,ht,True
hu-tōo,虛度,25,hu-tō͘,hu1too7,hu1too7,hutoo,hutoo,ht,ht,True
hu-jio̍k,虛弱,25,hu-jio̍k,hu1jiok8,hu1jiok8,hujiok,hujiok,hj,hj,True
hu-lám,虛弱,25,hu-lám,hu1lam2,hu1lam2,hulam,hulam,hl,hl,True
hu-sim,虛心,25,hu-sim,hu1sim1,hu1sim1,husim,husim,hs,hs,True
hu-sún,虛損,25,hu-sún,hu1sun2,hu1sun2,husun,husun,hs,hs,True
hu-îng,虛榮,25,hu-êng,hu1ing5,hu1eng5,huing,hueng,hi,he,True
hu-hôo,虛浮,25,hu-hô͘,hu1hoo5,hu1hoo5,huhoo,huhoo,hh,hh,True
