tl,hanzi,frequency,poj,tl_num,poj_num,tps_num,tps_num_var,tl_notone,poj_notone,tps_notone,tps_notone_var,tl_abbrev,poj_abbrev,tps_abbrev,tps_abbrev_var,sitbut,is_variant
kóo-gua̍t-kun,古月根,16,kó͘-goa̍t-kun,koo2guat8kun1,koo2goat8kun1,ㄍㆦˋㆣㄨㄚㆵ̇ㄍㄨㄣ,,kooguatkun,koogoatkun,ㄍㆦㆣㄨㄚㆵㄍㄨㄣ,,kgk,kgk,ㄍㆣㄍ,,True,False
tông-tī-tsháu,同治草,16,tông-tī-chháu,tong5ti7tshau2,tong5ti7chhau2,ㄉㆲˊㄉㄧ˫ㄘㄠˋ,,tongtitshau,tongtichhau,ㄉㆲㄉㄧㄘㄠ,,ttt,ttc,ㄉㄉㄘ,,True,False
hiòng-thian-tsuánn,向天盞,16,hiòng-thian-chóaⁿ,hiong3thian1tsuann2,hiong3thian1choann2,ㄏㄧㆲ˪ㄊㄧㄢㄗㄨㆩˋ,,hiongthiantsuann,hiongthianchoann,ㄏㄧㆲㄊㄧㄢㄗㄨㆩ,,htt,htc,ㄏㄊㄗ,,True,False
hiòng-thian-hông,向天黃,16,hiòng-thian-hông,hiong3thian1hong5,hiong3thian1hong5,ㄏㄧㆲ˪ㄊㄧㄢㄏㆲˊ,,hiongthianhong,hiongthianhong,ㄏㄧㆲㄊㄧㄢㄏㆲ,,hth,hth,ㄏㄊㄏ,,True,False
kā-lâng-niau,咬人猫,16,kā-lâng-niau,ka7lang5niau1,ka7lang5niau1,ㄍㄚ˫ㄌㄤˊㄋㄧㄠ,,kalangniau,kalangniau,ㄍㄚㄌㄤㄋㄧㄠ,,kln,kln,ㄍㄌㄋ,,True,False
hâm-hong-tsháu,咸豐草,16,hâm-hong-chháu,ham5hong1tshau2,ham5hong1chhau2,ㄏㆰˊㄏㆲㄘㄠˋ,,hamhongtshau,hamhongchhau,ㄏㆰㄏㆲㄘㄠ,,hht,hhc,ㄏㄏㄘ,,True,False
to-nî-á,哆哖仔,16,to-nî-á,to1ni5a2,to1ni5a2,ㄉㄛㄋㄧˊㄚˋ,,tonia,tonia,ㄉㄛㄋㄧㄚ,,tna,tna,ㄉㄋㄚ,,True,False
lā-lí-á,嘮哩仔,16,lā-lí-á,la7li2a2,la7li2a2,ㄌㄚ˫ㄌㄧˋㄚˋ,,lalia,lalia,ㄌㄚㄌㄧㄚ,,lla,lla,ㄌㄌㄚ,,True,False
sù-kuì-tshun,四季春,16,sù-kùi-chhun,su3kui3tshun1,su3kui3chhun1,ㄙㄨ˪ㄍㄨㄧ˪ㄘㄨㄣ,,sukuitshun,sukuichhun,ㄙㄨㄍㄨㄧㄘㄨㄣ,,skt,skc,ㄙㄍㄘ,,True,False
sù-kuì-kiat,四季橘,16,sù-kùi-kiat,su3kui3kiat4,su3kui3kiat4,ㄙㄨ˪ㄍㄨㄧ˪ㄍㄧㄚㆵ,,sukuikiat,sukuikiat,ㄙㄨㄍㄨㄧㄍㄧㄚㆵ,,skk,skk,ㄙㄍㄍ,,True,False
sù-sî-tshun,四時春,16,sù-sî-chhun,su3si5tshun1,su3si5chhun1,ㄙㄨ˪ㄒㄧˊㄘㄨㄣ,,susitshun,susichhun,ㄙㄨㄒㄧㄘㄨㄣ,,sst,ssc,ㄙㄒㄘ,,True,False
sù-bí-tsháu,四米草,16,sù-bí-chháu,su3bi2tshau2,su3bi2chhau2,ㄙㄨ˪ㆠㄧˋㄘㄠˋ,,subitshau,subichhau,ㄙㄨㆠㄧㄘㄠ,,sbt,sbc,ㄙㆠㄘ,,True,False
sì-hio̍h-tshài,四葉菜,16,sì-hio̍h-chhài,si3hioh8tshai3,si3hioh8chhai3,ㄒㄧ˪ㄏㄧㄛㆷ̇ㄘㄞ˪,,sihiohtshai,sihiohchhai,ㄒㄧㄏㄧㄛㆷㄘㄞ,,sht,shc,ㄒㄏㄘ,,True,False
sì-hio̍h-liân,四葉蓮,16,sì-hio̍h-liân,si3hioh8lian5,si3hioh8lian5,ㄒㄧ˪ㄏㄧㄛㆷ̇ㄌㄧㄢˊ,,sihiohlian,sihiohlian,ㄒㄧㄏㄧㄛㆷㄌㄧㄢ,,shl,shl,ㄒㄏㄌ,,True,False
înn-á-hue,圓仔花,16,îⁿ-á-hoe,inn5a2hue1,inn5a2hoe1,ㆪˊㄚˋㄏㄨㆤ,,innahue,innahoe,ㆪㄚㄏㄨㆤ,,iah,iah,ㆪㄚㄏ,,True,False
înn-tshài-thâu,圓菜頭,16,îⁿ-chhài-thâu,inn5tshai3thau5,inn5chhai3thau5,ㆪˊㄘㄞ˪ㄊㄠˊ,,inntshaithau,innchhaithau,ㆪㄘㄞㄊㄠ,,itt,ict,ㆪㄘㄊ,,True,False
thóo-puàn-hā,土半夏,16,thó͘-poàn-hā,thoo2puan3ha7,thoo2poan3ha7,ㄊㆦˋㄅㄨㄢ˪ㄏㄚ˫,,thoopuanha,thoopoanha,ㄊㆦㄅㄨㄢㄏㄚ,,tph,tph,ㄊㄅㄏ,,True,False
thóo-tshuan-nî,土川連,16,thó͘-chhoan-nî,thoo2tshuan1ni5,thoo2chhoan1ni5,ㄊㆦˋㄘㄨㄢㄋㄧˊ,,thootshuanni,thoochhoanni,ㄊㆦㄘㄨㄢㄋㄧ,,ttn,tcn,ㄊㄘㄋ,,True,False
thóo-tîm-hiunn,土沈香,16,thó͘-tîm-hiuⁿ,thoo2tim5hiunn1,thoo2tim5hiunn1,ㄊㆦˋㄉㄧㆬˊㄏㄧㆫ,,thootimhiunn,thootimhiunn,ㄊㆦㄉㄧㆬㄏㄧㆫ,,tth,tth,ㄊㄉㄏ,,True,False
thóo-giû-tshit,土牛七,16,thó͘-giû-chhit,thoo2giu5tshit4,thoo2giu5chhit4,ㄊㆦˋㆣㄧㄨˊㄑㄧㆵ,,thoogiutshit,thoogiuchhit,ㄊㆦㆣㄧㄨㄑㄧㆵ,,tgt,tgc,ㄊㆣㄑ,,True,False
thóo-jio̍k-kuì,土肉桂,16,thó͘-jio̍k-kùi,thoo2jiok8kui3,thoo2jiok8kui3,ㄊㆦˋㆢㄧㆦㆻ̇ㄍㄨㄧ˪,,thoojiokkui,thoojiokkui,ㄊㆦㆢㄧㆦㆻㄍㄨㄧ,,tjk,tjk,ㄊㆢㄍ,,True,False
thóo-ho̍k-lîng,土茯苓,16,thó͘-ho̍k-lêng,thoo2hok8ling5,thoo2hok8leng5,ㄊㆦˋㄏㆦㆻ̇ㄌㄧㄥˊ,,thoohokling,thoohokleng,ㄊㆦㄏㆦㆻㄌㄧㄥ,,thl,thl,ㄊㄏㄌ,,True,False
thôo-tāu-kū,土豆舅,16,thô͘-tāu-kū,thoo5tau7ku7,thoo5tau7ku7,ㄊㆦˊㄉㄠ˫ㄍㄨ˫,,thootauku,thootauku,ㄊㆦㄉㄠㄍㄨ,,ttk,ttk,ㄊㄉㄍ,,True,True
tuē-giâ-kang,地蜈蚣,16,tōe-giâ-kang,tue7gia5kang1,toe7gia5kang1,ㄉㄨㆤ˫ㆣㄧㄚˊㄍㄤ,,tuegiakang,toegiakang,ㄉㄨㆤㆣㄧㄚㄍㄤ,,tgk,tgk,ㄉㆣㄍ,,True,False
tē-kut-phî,地骨皮,16,tē-kut-phî,te7kut4phi5,te7kut4phi5,ㄉㆤ˫ㄍㄨㆵㄆㄧˊ,,tekutphi,tekutphi,ㄉㆤㄍㄨㆵㄆㄧ,,tkp,tkp,ㄉㄍㄆ,,True,False
poo-lûn-á,埔崙仔,16,po͘-lûn-á,poo1lun5a2,poo1lun5a2,ㄅㆦㄌㄨㄣˊㄚˋ,,pooluna,pooluna,ㄅㆦㄌㄨㄣㄚ,,pla,pla,ㄅㄌㄚ,,True,False
poo-pit-á,埔筆仔,16,po͘-pit-á,poo1pit4a2,poo1pit4a2,ㄅㆦㄅㄧㆵㄚˋ,,poopita,poopita,ㄅㆦㄅㄧㆵㄚ,,ppa,ppa,ㄅㄅㄚ,,True,False
poo-tsháu-iūnn,埔草樣,16,po͘-chháu-iūⁿ,poo1tshau2iunn7,poo1chhau2iunn7,ㄅㆦㄘㄠˋㄧㆫ˫,,pootshauiunn,poochhauiunn,ㄅㆦㄘㄠㄧㆫ,,pti,pci,ㄅㄘㄧ,,True,False
poo-iâm-á,埔鹽仔,16,po͘-iâm-á,poo1iam5a2,poo1iam5a2,ㄅㆦㄧㆰˊㄚˋ,,pooiama,pooiama,ㄅㆦㄧㆰㄚ,,pia,pia,ㄅㄧㄚ,,True,False
hē-koo-tsháu,夏枯草,16,hē-ko͘-chháu,he7koo1tshau2,he7koo1chhau2,ㄏㆤ˫ㄍㆦㄘㄠˋ,,hekootshau,hekoochhau,ㄏㆤㄍㆦㄘㄠ,,hkt,hkc,ㄏㄍㄘ,,True,False
hâ-phî-lâm,夏皮楠,16,hâ-phî-lâm,ha5phi5lam5,ha5phi5lam5,ㄏㄚˊㄆㄧˊㄌㆰˊ,,haphilam,haphilam,ㄏㄚㄆㄧㄌㆰ,,hpl,hpl,ㄏㄆㄌ,,True,False
tāi-ting-hông,大丁黃,16,tāi-teng-hông,tai7ting1hong5,tai7teng1hong5,ㄉㄞ˫ㄉㄧㄥㄏㆲˊ,,taitinghong,taitenghong,ㄉㄞㄉㄧㄥㄏㆲ,,tth,tth,ㄉㄉㄏ,,True,False
tuā-phànn-tshiū,大冇樹,16,tōa-phàⁿ-chhiū,tua7phann3tshiu7,toa7phann3chhiu7,ㄉㄨㄚ˫ㄆㆩ˪ㄑㄧㄨ˫,,tuaphanntshiu,toaphannchhiu,ㄉㄨㄚㄆㆩㄑㄧㄨ,,tpt,tpc,ㄉㄆㄑ,,True,False
tuā-huê-hûn,大回魂,16,tōa-hôe-hûn,tua7hue5hun5,toa7hoe5hun5,ㄉㄨㄚ˫ㄏㄨㆤˊㄏㄨㄣˊ,,tuahuehun,toahoehun,ㄉㄨㄚㄏㄨㆤㄏㄨㄣ,,thh,thh,ㄉㄏㄏ,,True,False
tuā-gōng-tshiū,大戇樹,16,tōa-gōng-chhiū,tua7gong7tshiu7,toa7gong7chhiu7,ㄉㄨㄚ˫ㆣㆲ˫ㄑㄧㄨ˫,,tuagongtshiu,toagongchhiu,ㄉㄨㄚㆣㆲㄑㄧㄨ,,tgt,tgc,ㄉㆣㄑ,,True,False
tuā-táu-iū,大斗柚,16,tōa-táu-iū,tua7tau2iu7,toa7tau2iu7,ㄉㄨㄚ˫ㄉㄠˋㄧㄨ˫,,tuatauiu,toatauiu,ㄉㄨㄚㄉㄠㄧㄨ,,tti,tti,ㄉㄉㄧ,,True,False
tuā-phànn-tshiū,大有樹,16,tōa-phàⁿ-chhiū,tua7phann3tshiu7,toa7phann3chhiu7,ㄉㄨㄚ˫ㄆㆩ˪ㄑㄧㄨ˫,,tuaphanntshiu,toaphannchhiu,ㄉㄨㄚㄆㆩㄑㄧㄨ,,tpt,tpc,ㄉㄆㄑ,,True,False
tuā-tsuí-phiô,大水萍,16,tōa-chúi-phiô,tua7tsui2phio5,toa7chui2phio5,ㄉㄨㄚ˫ㄗㄨㄧˋㄆㄧㄛˊ,,tuatsuiphio,toachuiphio,ㄉㄨㄚㄗㄨㄧㄆㄧㄛ,,ttp,tcp,ㄉㄗㄆ,,True,False
tāi-kah-tsháu,大甲草,16,tāi-kah-chháu,tai7kah4tshau2,tai7kah4chhau2,ㄉㄞ˫ㄍㄚㆷㄘㄠˋ,,taikahtshau,taikahchhau,ㄉㄞㄍㄚㆷㄘㄠ,,tkt,tkc,ㄉㄍㄘ,,True,True
tuā-pe̍h-hue,大白花,16,tōa-pe̍h-hoe,tua7peh8hue1,toa7peh8hoe1,ㄉㄨㄚ˫ㄅㆤㆷ̇ㄏㄨㆤ,,tuapehhue,toapehhoe,ㄉㄨㄚㄅㆤㆷㄏㄨㆤ,,tph,tph,ㄉㄅㄏ,,True,False
tuā-âng-sim,大紅心,16,tōa-âng-sim,tua7ang5sim1,toa7ang5sim1,ㄉㄨㄚ˫ㄤˊㄒㄧㆬ,,tuaangsim,toaangsim,ㄉㄨㄚㄤㄒㄧㆬ,,tas,tas,ㄉㄤㄒ,,True,False
tuā-âng-hue,大紅花,16,tōa-âng-hoe,tua7ang5hue1,toa7ang5hoe1,ㄉㄨㄚ˫ㄤˊㄏㄨㆤ,,tuaanghue,toaanghoe,ㄉㄨㄚㄤㄏㄨㆤ,,tah,tah,ㄉㄤㄏ,,True,False
tuā-huan-hûn,大翻魂,16,tōa-hoan-hûn,tua7huan1hun5,toa7hoan1hun5,ㄉㄨㄚ˫ㄏㄨㄢㄏㄨㄣˊ,,tuahuanhun,toahoanhun,ㄉㄨㄚㄏㄨㄢㄏㄨㄣ,,thh,thh,ㄉㄏㄏ,,True,False
tuā-hio̍h-phànn,大葉冇,16,tōa-hio̍h-phàⁿ,tua7hioh8phann3,toa7hioh8phann3,ㄉㄨㄚ˫ㄏㄧㄛㆷ̇ㄆㆩ˪,,tuahiohphann,toahiohphann,ㄉㄨㄚㄏㄧㄛㆷㄆㆩ,,thp,thp,ㄉㄏㄆ,,True,False
tuā-hio̍h-tōo,大葉杜,16,tōa-hio̍h-tō͘,tua7hioh8too7,toa7hioh8too7,ㄉㄨㄚ˫ㄏㄧㄛㆷ̇ㄉㆦ˫,,tuahiohtoo,toahiohtoo,ㄉㄨㄚㄏㄧㄛㆷㄉㆦ,,tht,tht,ㄉㄏㄉ,,True,False
tuā-hio̍h-lâm,大葉楠,16,tōa-hio̍h-lâm,tua7hioh8lam5,toa7hioh8lam5,ㄉㄨㄚ˫ㄏㄧㄛㆷ̇ㄌㆰˊ,,tuahiohlam,toahiohlam,ㄉㄨㄚㄏㄧㄛㆷㄌㆰ,,thl,thl,ㄉㄏㄌ,,True,False
tuā-phû-tô,大葡萄,16,tōa-phû-tô,tua7phu5to5,toa7phu5to5,ㄉㄨㄚ˫ㄆㄨˊㄉㄛˊ,,tuaphuto,toaphuto,ㄉㄨㄚㄆㄨㄉㄛ,,tpt,tpt,ㄉㄆㄉ,,True,False
tuā-thè-hông,大退癀,16,tōa-thè-hông,tua7the3hong5,toa7the3hong5,ㄉㄨㄚ˫ㄊㆤ˪ㄏㆲˊ,,tuathehong,toathehong,ㄉㄨㄚㄊㆤㄏㆲ,,tth,tth,ㄉㄊㄏ,,True,False
tuā-kim-ing,大金英,16,tōa-kim-eng,tua7kim1ing1,toa7kim1eng1,ㄉㄨㄚ˫ㄍㄧㆬㄧㄥ,,tuakiming,toakimeng,ㄉㄨㄚㄍㄧㆬㄧㄥ,,tki,tke,ㄉㄍㄧ,,True,False
tuā-thâu-tê,大頭茶,16,tōa-thâu-tê,tua7thau5te5,toa7thau5te5,ㄉㄨㄚ˫ㄊㄠˊㄉㆤˊ,,tuathaute,toathaute,ㄉㄨㄚㄊㄠㄉㆤ,,ttt,ttt,ㄉㄊㄉ,,True,False
tuā-thâu-tshang,大頭葱,16,tōa-thâu-chhang,tua7thau5tshang1,toa7thau5chhang1,ㄉㄨㄚ˫ㄊㄠˊㄘㄤ,,tuathautshang,toathauchhang,ㄉㄨㄚㄊㄠㄘㄤ,,ttt,ttc,ㄉㄊㄘ,,True,False
tuā-hong-tsháu,大風草,16,tōa-hong-chháu,tua7hong1tshau2,toa7hong1chhau2,ㄉㄨㄚ˫ㄏㆲㄘㄠˋ,,tuahongtshau,toahongchhau,ㄉㄨㄚㄏㆲㄘㄠ,,tht,thc,ㄉㄏㄘ,,True,False
tuā-hong-tîn,大風藤,16,tōa-hong-tîn,tua7hong1tin5,toa7hong1tin5,ㄉㄨㄚ˫ㄏㆲㄉㄧㄣˊ,,tuahongtin,toahongtin,ㄉㄨㄚㄏㆲㄉㄧㄣ,,tht,tht,ㄉㄏㄉ,,True,False
tāi-hông-tsháu,大黃草,16,tāi-hông-chháu,tai7hong5tshau2,tai7hong5chhau2,ㄉㄞ˫ㄏㆲˊㄘㄠˋ,,taihongtshau,taihongchhau,ㄉㄞㄏㆲㄘㄠ,,tht,thc,ㄉㄏㄘ,,True,False
thian-lâm-sing,天南星,16,thian-lâm-seng,thian1lam5sing1,thian1lam5seng1,ㄊㄧㄢㄌㆰˊㄒㄧㄥ,,thianlamsing,thianlamseng,ㄊㄧㄢㄌㆰㄒㄧㄥ,,tls,tls,ㄊㄌㄒ,,True,False
thian-bûn-tong,天門冬,16,thian-bûn-tong,thian1bun5tong1,thian1bun5tong1,ㄊㄧㄢㆠㄨㄣˊㄉㆲ,,thianbuntong,thianbuntong,ㄊㄧㄢㆠㄨㄣㄉㆲ,,tbt,tbt,ㄊㆠㄉ,,True,False
kip-tik-thô,夾竹桃,16,kip-tek-thô,kip4tik4tho5,kip4tek4tho5,ㄍㄧㆴㄉㄧㆻㄊㄛˊ,,kiptiktho,kiptektho,ㄍㄧㆴㄉㄧㆻㄊㄛ,,ktt,ktt,ㄍㄉㄊ,,True,False
ko-pô-ōo,姑婆芋,16,ko-pô-ō͘,ko1po5oo7,ko1po5oo7,ㄍㄛㄅㄛˊㆦ˫,,kopooo,kopooo,ㄍㄛㄅㄛㆦ,,kpo,kpo,ㄍㄅㆦ,,True,False
ui-lîng-sian,威靈仙,16,ui-lêng-sian,ui1ling5sian1,ui1leng5sian1,ㄨㄧㄌㄧㄥˊㄒㄧㄢ,,uilingsian,uilengsian,ㄨㄧㄌㄧㄥㄒㄧㄢ,,uls,uls,ㄨㄌㄒ,,True,False
bēng-tsong-tik,孟宗竹,16,bēng-chong-tek,beng7tsong1tik4,beng7chong1tek4,ㆠㆤㆭ˫ㄗㆲㄉㄧㆻ,,bengtsongtik,bengchongtek,ㆠㆤㆭㄗㆲㄉㄧㆻ,,btt,bct,ㆠㄗㄉ,,True,False
tīng-king-tsháu,定經草,16,tēng-keng-chháu,ting7king1tshau2,teng7keng1chhau2,ㄉㄧㄥ˫ㄍㄧㄥㄘㄠˋ,,tingkingtshau,tengkengchhau,ㄉㄧㄥㄍㄧㄥㄘㄠ,,tkt,tkc,ㄉㄍㄘ,,True,False
gî-hoo-tuan,宜呼端,16,gî-ho͘-toan,gi5hoo1tuan1,gi5hoo1toan1,ㆣㄧˊㄏㆦㄉㄨㄢ,,gihootuan,gihootoan,ㆣㄧㄏㆦㄉㄨㄢ,,ght,ght,ㆣㄏㄉ,,True,False
hu-kuì-tāu,富貴豆,16,hu-kùi-tāu,hu1kui3tau7,hu1kui3tau7,ㄏㄨㄍㄨㄧ˪ㄉㄠ˫,,hukuitau,hukuitau,ㄏㄨㄍㄨㄧㄉㄠ,,hkt,hkt,ㄏㄍㄉ,,True,False
sió-lé-hue,小禮花,16,sió-lé-hoe,sio2le2hue1,sio2le2hoe1,ㄒㄧㄛˋㄌㆤˋㄏㄨㆤ,,siolehue,siolehoe,ㄒㄧㄛㄌㆤㄏㄨㆤ,,slh,slh,ㄒㄌㄏ,,True,False
sió-huan-hûn,小翻魂,16,sió-hoan-hûn,sio2huan1hun5,sio2hoan1hun5,ㄒㄧㄛˋㄏㄨㄢㄏㄨㄣˊ,,siohuanhun,siohoanhun,ㄒㄧㄛㄏㄨㄢㄏㄨㄣ,,shh,shh,ㄒㄏㄏ,,True,False
sió-kim-ing,小金英,16,sió-kim-eng,sio2kim1ing1,sio2kim1eng1,ㄒㄧㄛˋㄍㄧㆬㄧㄥ,,siokiming,siokimeng,ㄒㄧㄛㄍㄧㆬㄧㄥ,,ski,ske,ㄒㄍㄧ,,True,False
tsiam-bé-hong,尖尾峯,16,chiam-bé-hong,tsiam1be2hong1,chiam1be2hong1,ㄐㄧㆰㆠㆤˋㄏㆲ,,tsiambehong,chiambehong,ㄐㄧㆰㆠㆤㄏㆲ,,tbh,cbh,ㄐㆠㄏ,,True,False
tsiam-bé-hong,尖尾風,16,chiam-bé-hong,tsiam1be2hong1,chiam1be2hong1,ㄐㄧㆰㆠㆤˋㄏㆲ,,tsiambehong,chiambehong,ㄐㄧㆰㆠㆤㄏㆲ,,tbh,cbh,ㄐㆠㄏ,,True,False
bé-ia̍h-hue,尾蝶花,16,bé-ia̍h-hoe,be2iah8hue1,be2iah8hoe1,ㆠㆤˋㄧㄚㆷ̇ㄏㄨㆤ,,beiahhue,beiahhoe,ㆠㆤㄧㄚㆷㄏㄨㆤ,,bih,bih,ㆠㄧㄏ,,True,False
suann-siann-tsa,山仙查,16,soaⁿ-siaⁿ-cha,suann1siann1tsa1,soann1siann1cha1,ㄙㄨㆩㄒㄧㆩㄗㄚ,,suannsianntsa,soannsianncha,ㄙㄨㆩㄒㄧㆩㄗㄚ,,sst,ssc,ㄙㄒㄗ,,True,False
suann-tshì-kue,山刺瓜,16,soaⁿ-chhì-koe,suann1tshi3kue1,soann1chhi3koe1,ㄙㄨㆩㄑㄧ˪ㄍㄨㆤ,,suanntshikue,soannchhikoe,ㄙㄨㆩㄑㄧㄍㄨㆤ,,stk,sck,ㄙㄑㄍ,,True,False
suann-sù-ing,山四英,16,soaⁿ-sù-eng,suann1su3ing1,soann1su3eng1,ㄙㄨㆩㄙㄨ˪ㄧㄥ,,suannsuing,soannsueng,ㄙㄨㆩㄙㄨㄧㄥ,,ssi,sse,ㄙㄙㄧ,,True,False
suann-thôo-tāu,山土豆,16,soaⁿ-thô͘-tāu,suann1thoo5tau7,soann1thoo5tau7,ㄙㄨㆩㄊㆦˊㄉㄠ˫,,suannthootau,soannthootau,ㄙㄨㆩㄊㆦㄉㄠ,,stt,stt,ㄙㄊㄉ,,True,True
suann-poo-kiunn,山埔姜,16,soaⁿ-po͘-kiuⁿ,suann1poo1kiunn1,soann1poo1kiunn1,ㄙㄨㆩㄅㆦㄍㄧㆫ,,suannpookiunn,soannpookiunn,ㄙㄨㆩㄅㆦㄍㄧㆫ,,spk,spk,ㄙㄅㄍ,,True,False
suann-poo-iâm,山埔鹽,16,soaⁿ-po͘-iâm,suann1poo1iam5,soann1poo1iam5,ㄙㄨㆩㄅㆦㄧㆰˊ,,suannpooiam,soannpooiam,ㄙㄨㆩㄅㆦㄧㆰ,,spi,spi,ㄙㄅㄧ,,True,False
suann-pòo-tsí,山布子,16,soaⁿ-pò͘-chí,suann1poo3tsi2,soann1poo3chi2,ㄙㄨㆩㄅㆦ˪ㄐㄧˋ,,suannpootsi,soannpoochi,ㄙㄨㆩㄅㆦㄐㄧ,,spt,spc,ㄙㄅㄐ,,True,True
suann-tang-iū,山東柚,16,soaⁿ-tang-iū,suann1tang1iu7,soann1tang1iu7,ㄙㄨㆩㄉㄤㄧㄨ˫,,suanntangiu,soanntangiu,ㄙㄨㆩㄉㄤㄧㄨ,,sti,sti,ㄙㄉㄧ,,True,False
suann-gî-pê,山枇杷,16,soaⁿ-gî-pê,suann1gi5pe5,soann1gi5pe5,ㄙㄨㆩㆣㄧˊㄅㆤˊ,,suanngipe,soanngipe,ㄙㄨㆩㆣㄧㄅㆤ,,sgp,sgp,ㄙㆣㄅ,,True,False
suann-nâ-tâu,山林投,16,soaⁿ-nâ-tâu,suann1na5tau5,soann1na5tau5,ㄙㄨㆩㄋㄚˊㄉㄠˊ,,suannnatau,soannnatau,ㄙㄨㆩㄋㄚㄉㄠ,,snt,snt,ㄙㄋㄉ,,True,False
suann-kam-á,山柑仔,16,soaⁿ-kam-á,suann1kam1a2,soann1kam1a2,ㄙㄨㆩㄍㆰㄚˋ,,suannkama,soannkama,ㄙㄨㆩㄍㆰㄚ,,ska,ska,ㄙㄍㄚ,,True,False
suann-iū-á,山柚仔,16,soaⁿ-iū-á,suann1iu7a2,soann1iu7a2,ㄙㄨㆩㄧㄨ˫ㄚˋ,,suanniua,soanniua,ㄙㄨㆩㄧㄨㄚ,,sia,sia,ㄙㄧㄚ,,True,False
suann-kun-lîng,山根龍,16,soaⁿ-kun-lêng,suann1kun1ling5,soann1kun1leng5,ㄙㄨㆩㄍㄨㄣㄌㄧㄥˊ,,suannkunling,soannkunleng,ㄙㄨㆩㄍㄨㄣㄌㄧㄥ,,skl,skl,ㄙㄍㄌ,,True,False
suann-kuì-hue,山桂花,16,soaⁿ-kùi-hoe,suann1kui3hue1,soann1kui3hoe1,ㄙㄨㆩㄍㄨㄧ˪ㄏㄨㆤ,,suannkuihue,soannkuihoe,ㄙㄨㆩㄍㄨㄧㄏㄨㆤ,,skh,skh,ㄙㄍㄏ,,True,False
suann-suāinn-á,山檨仔,16,soaⁿ-soāiⁿ-á,suann1suainn7a2,soann1soainn7a2,ㄙㄨㆩㄙㄨㆮ˫ㄚˋ,,suannsuainna,soannsoainna,ㄙㄨㆩㄙㄨㆮㄚ,,ssa,ssa,ㄙㄙㄚ,,True,False
suann-pin-nn̂g,山檳榔,16,soaⁿ-pin-nn̂g,suann1pin1nng5,soann1pin1nng5,ㄙㄨㆩㄅㄧㄣㄋㆭˊ,,suannpinnng,soannpinnng,ㄙㄨㆩㄅㄧㄣㄋㆭ,,spn,spn,ㄙㄅㄋ,,True,False
suann-eng-thô,山櫻桃,16,soaⁿ-eng-thô,suann1eng1tho5,soann1eng1tho5,ㄙㄨㆩㆤㆭㄊㄛˊ,,suannengtho,soannengtho,ㄙㄨㆩㆤㆭㄊㄛ,,set,set,ㄙㆤㄊ,,True,False
suann-tsuí-liú,山水柳,16,soaⁿ-chúi-liú,suann1tsui2liu2,soann1chui2liu2,ㄙㄨㆩㄗㄨㄧˋㄌㄧㄨˋ,,suanntsuiliu,soannchuiliu,ㄙㄨㆩㄗㄨㄧㄌㄧㄨ,,stl,scl,ㄙㄗㄌ,,True,False
suann-ti̍k-lân,山澤蘭,16,soaⁿ-te̍k-lân,suann1tik8lan5,soann1tek8lan5,ㄙㄨㆩㄉㄧㆻ̇ㄌㄢˊ,,suanntiklan,soannteklan,ㄙㄨㆩㄉㄧㆻㄌㄢ,,stl,stl,ㄙㄉㄌ,,True,False
suann-hun-tsháu,山煙草,16,soaⁿ-hun-chháu,suann1hun1tshau2,soann1hun1chhau2,ㄙㄨㆩㄏㄨㄣㄘㄠˋ,,suannhuntshau,soannhunchhau,ㄙㄨㆩㄏㄨㄣㄘㄠ,,sht,shc,ㄙㄏㄘ,,True,False
suann-gû-lin,山牛乳,16,soaⁿ-gû-lin,suann1gu5lin1,soann1gu5lin1,ㄙㄨㆩㆣㄨˊㄌㄧㄣ,,suanngulin,soanngulin,ㄙㄨㆩㆣㄨㄌㄧㄣ,,sgl,sgl,ㄙㆣㄌ,,True,True
suann-ti-kê,山猪枷,16,soaⁿ-ti-kê,suann1ti1ke5,soann1ti1ke5,ㄙㄨㆩㄉㄧㄍㆤˊ,,suanntike,soanntike,ㄙㄨㆩㄉㄧㄍㆤ,,stk,stk,ㄙㄉㄍ,,True,False
suann-ti-bah,山猪肉,16,soaⁿ-ti-bah,suann1ti1bah4,soann1ti1bah4,ㄙㄨㆩㄉㄧㆠㄚㆷ,,suanntibah,soanntibah,ㄙㄨㆩㄉㄧㆠㄚㆷ,,stb,stb,ㄙㄉㆠ,,True,False
suann-ti-kuann,山猪肝,16,soaⁿ-ti-koaⁿ,suann1ti1kuann1,soann1ti1koann1,ㄙㄨㆩㄉㄧㄍㄨㆩ,,suanntikuann,soanntikoann,ㄙㄨㆩㄉㄧㄍㄨㆩ,,stk,stk,ㄙㄉㄍ,,True,False
suann-kue-tshài,山瓜菜,16,soaⁿ-koe-chhài,suann1kue1tshai3,soann1koe1chhai3,ㄙㄨㆩㄍㄨㆤㄘㄞ˪,,suannkuetshai,soannkoechhai,ㄙㄨㆩㄍㄨㆤㄘㄞ,,skt,skc,ㄙㄍㄘ,,True,False
