tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,sitbut,is_variant
tsio̍h-thâu-iū,石頭柚,16,chio̍h-thâu-iū,tsioh8thau5iu7,chioh8thau5iu7,tsiohthauiu,chiohthauiu,tti,cti,True,False
phuà-pòo-tsí,破布子,16,phòa-pò͘-chí,phua3poo3tsi2,phoa3poo3chi2,phuapootsi,phoapoochi,ppt,ppc,True,False
phuà-pòo-bo̍k,破布木,16,phòa-pò͘-bo̍k,phua3poo3bok8,phoa3poo3bok8,phuapoobok,phoapoobok,ppb,ppb,True,False
uánn-kong-hue,碗公花,16,óaⁿ-kong-hoe,uann2kong1hue1,oann2kong1hoe1,uannkonghue,oannkonghoe,ukh,okh,True,False
uánn-lîng-tshiū,碗龍樹,16,óaⁿ-lêng-chhiū,uann2ling5tshiu7,oann2leng5chhiu7,uannlingtshiu,oannlengchhiu,ult,olc,True,False
mn̂g-huē-bak,磅蟹目,16,mn̂g-hōe-bak,mng5hue7bak4,mng5hoe7bak4,mnghuebak,mnghoebak,mhb,mhb,True,False
mn̂g-huē-tsháu,磅蟹草,16,mn̂g-hōe-chháu,mng5hue7tshau2,mng5hoe7chhau2,mnghuetshau,mnghoechhau,mht,mhc,True,False
bō-á-tsháu,磨仔草,16,bō-á-chháu,bo7a2tshau2,bo7a2chhau2,boatshau,boachhau,bat,bac,True,False
hok-tsiu-sam,福州杉,16,hok-chiu-sam,hok4tsiu1sam1,hok4chiu1sam1,hoktsiusam,hokchiusam,hts,hcs,True,False
tsu̍t-bí-tsháu,秫米草,16,chu̍t-bí-chháu,tsut8bi2tshau2,chut8bi2chhau2,tsutbitshau,chutbichhau,tbt,cbc,True,False
hi-tshiam-tsháu,稀簽草,16,hi-chhiam-chháu,hi1tshiam1tshau2,hi1chhiam1chhau2,hitshiamtshau,hichhiamchhau,htt,hcc,True,False
tshuan-san-liông,穿山龍,16,chhoan-san-liông,tshuan1san1liong5,chhoan1san1liong5,tshuansanliong,chhoansanliong,tsl,csl,True,False
tik-á-tshài,竹仔菜,16,tek-á-chhài,tik4a2tshai3,tek4a2chhai3,tikatshai,tekachhai,tat,tac,True,False
tik-á-hio̍h,竹仔葉,16,tek-á-hio̍h,tik4a2hioh8,tek4a2hioh8,tikahioh,tekahioh,tah,tah,True,False
tik-tsat-hông,竹節黃,16,tek-chat-hông,tik4tsat4hong5,tek4chat4hong5,tiktsathong,tekchathong,tth,tch,True,False
tik-hio̍h-lâm,竹葉楠,16,tek-hio̍h-lâm,tik4hioh8lam5,tek4hioh8lam5,tikhiohlam,tekhiohlam,thl,thl,True,False
pit-á-tsháu,筆仔草,16,pit-á-chháu,pit4a2tshau2,pit4a2chhau2,pitatshau,pitachhau,pat,pac,True,False
pit-tâng-tshiū,筆筒樹,16,pit-tâng-chhiū,pit4tang5tshiu7,pit4tang5chhiu7,pittangtshiu,pittangchhiu,ptt,ptc,True,True
pit-lô-tsí,筆羅子,16,pit-lô-chí,pit4lo5tsi2,pit4lo5chi2,pitlotsi,pitlochi,plt,plc,True,False
kun-thâu-tik,筋頭竹,16,kun-thâu-tek,kun1thau5tik4,kun1thau5tek4,kunthautik,kunthautek,ktt,ktt,True,False
tsat-tsat-âng,節節紅,16,chat-chat-âng,tsat4tsat4ang5,chat4chat4ang5,tsattsatang,chatchatang,tta,cca,True,False
tsat-tsat-hue,節節花,16,chat-chat-hoe,tsat4tsat4hue1,chat4chat4hoe1,tsattsathue,chatchathoe,tth,cch,True,False
tîn-tik-á,籐竹仔,16,tîn-tek-á,tin5tik4a2,tin5tek4a2,tintika,tinteka,tta,tta,True,False
bí-nâ-tsháu,米籃草,16,bí-nâ-chháu,bi2na5tshau2,bi2na5chhau2,binatshau,binachhau,bnt,bnc,True,False
tshoo-khng-á,粗糠仔,16,chho͘-khng-á,tshoo1khng1a2,chhoo1khng1a2,tshookhnga,chhookhnga,tka,cka,True,False
tshoo-khng-kak,粗糠壳,16,chho͘-khng-kak,tshoo1khng1kak4,chhoo1khng1kak4,tshookhngkak,chhookhngkak,tkk,ckk,True,False
pùn-ki-tîn,糞箕藤,16,pùn-ki-tîn,pun3ki1tin5,pun3ki1tin5,punkitin,punkitin,pkt,pkt,True,False
âng-lin-tsháu,紅乳草,16,âng-lin-chháu,ang5lin1tshau2,ang5lin1chhau2,anglintshau,anglinchhau,alt,alc,True,True
âng-kāu-khak,紅厚殼,16,âng-kāu-khak,ang5kau7khak4,ang5kau7khak4,angkaukhak,angkaukhak,akk,akk,True,False
âng-tsí-á,紅子仔,16,âng-chí-á,ang5tsi2a2,ang5chi2a2,angtsia,angchia,ata,aca,True,False
âng-sim-á,紅心仔,16,âng-sim-á,ang5sim1a2,ang5sim1a2,angsima,angsima,asa,asa,True,False
âng-tshîng-peh,紅松柏,16,âng-chhêng-peh,ang5tshing5peh4,ang5chheng5peh4,angtshingpeh,angchhengpeh,atp,acp,True,False
âng-káu-tsan,紅校櫕,16,âng-káu-chan,ang5kau2tsan1,ang5kau2chan1,angkautsan,angkauchan,akt,akc,True,False
âng-mn̂g-tsháu,紅毛草,16,âng-mn̂g-chháu,ang5mng5tshau2,ang5mng5chhau2,angmngtshau,angmngchhau,amt,amc,True,False
âng-tām-pí,紅淡比,16,âng-tām-pí,ang5tam7pi2,ang5tam7pi2,angtampi,angtampi,atp,atp,True,False
âng-tsu-á,紅珠仔,16,âng-chu-á,ang5tsu1a2,ang5chu1a2,angtsua,angchua,ata,aca,True,False
âng-tsu-bo̍k,紅珠木,16,âng-chu-bo̍k,ang5tsu1bok8,ang5chu1bok8,angtsubok,angchubok,atb,acb,True,False
âng-tshân-oo,紅田烏,16,âng-chhân-o͘,ang5tshan5oo1,ang5chhan5oo1,angtshanoo,angchhanoo,ato,aco,True,False
âng-phê-kua,紅皮柯,16,âng-phê-koa,ang5phe5kua1,ang5phe5koa1,angphekua,angphekoa,apk,apk,True,False
âng-sia̍h-liû,紅石榴,16,âng-sia̍h-liû,ang5siah8liu5,ang5siah8liu5,angsiahliu,angsiahliu,asl,asl,True,False
âng-tsí-soo,紅紫蘇,16,âng-chí-so͘,ang5tsi2soo1,ang5chi2soo1,angtsisoo,angchisoo,ats,acs,True,False
âng-bah-tōo,紅肉杜,16,âng-bah-tō͘,ang5bah4too7,ang5bah4too7,angbahtoo,angbahtoo,abt,abt,True,False
âng-ka-tang,紅茄苳,16,âng-ka-tang,ang5ka1tang1,ang5ka1tang1,angkatang,angkatang,akt,akt,True,False
âng-pi-muâ,紅蓖麻,16,âng-pi-môa,ang5pi1mua5,ang5pi1moa5,angpimua,angpimoa,apm,apm,True,False
âng-ì-á,紅薏仔,16,âng-ì-á,ang5i3a2,ang5i3a2,angia,angia,aia,aia,True,False
âng-bīn-huan,紅面番,16,âng-bīn-hoan,ang5bin7huan1,ang5bin7hoan1,angbinhuan,angbinhoan,abh,abh,True,False
âng-kut-tsuâ,紅骨蛇,16,âng-kut-chôa,ang5kut4tsua5,ang5kut4choa5,angkuttsua,angkutchoa,akt,akc,True,False
âng-hōng-tshài,紅鳳菜,16,âng-hōng-chhài,ang5hong7tshai3,ang5hong7chhai3,anghongtshai,anghongchhai,aht,ahc,True,False
suè-hio̍h-lâm,細葉楠,16,sòe-hio̍h-lâm,sue3hioh8lam5,soe3hioh8lam5,suehiohlam,soehiohlam,shl,shl,True,False
sù-bî-tsháu,絮薇草,16,sù-bî-chháu,su3bi5tshau2,su3bi5chhau2,subitshau,subichhau,sbt,sbc,True,False
si-suànn-tsháu,絲線草,16,si-sòaⁿ-chháu,si1suann3tshau2,si1soann3chhau2,sisuanntshau,sisoannchhau,sst,ssc,True,False
lik-san-ôo,綠珊瑚,16,lek-san-ô͘,lik4san1oo5,lek4san1oo5,liksanoo,leksanoo,lso,lso,True,False
tiû-tshun-hue,綢春花,16,tiû-chhun-hoe,tiu5tshun1hue1,tiu5chhun1hoe1,tiutshunhue,tiuchhunhoe,tth,tch,True,False
tàu-piah-hông,罩壁黃,16,tàu-piah-hông,tau3piah4hong5,tau3piah4hong5,taupiahhong,taupiahhong,tph,tph,True,True
iûnn-tài-lâi,羊帶來,16,iûⁿ-tài-lâi,iunn5tai3lai5,iunn5tai3lai5,iunntailai,iunntailai,itl,itl,True,False
iûnn-kang-tshì,羊牨刺,16,iûⁿ-kang-chhì,iunn5kang1tshi3,iunn5kang1chhi3,iunnkangtshi,iunnkangchhi,ikt,ikc,True,False
iûnn-kak-tāu,羊角豆,16,iûⁿ-kak-tāu,iunn5kak4tau7,iunn5kak4tau7,iunnkaktau,iunnkaktau,ikt,ikt,True,False
gī-nâ-puânn,義藍盤,16,gī-nâ-pôaⁿ,gi7na5puann5,gi7na5poann5,ginapuann,ginapoann,gnp,gnp,True,False
huan-hûn-tsháu,翻魂草,16,hoan-hûn-chháu,huan1hun5tshau2,hoan1hun5chhau2,huanhuntshau,hoanhunchhau,hht,hhc,True,False
hī-kau-tsháu,耳鉤草,16,hī-kau-chháu,hi7kau1tshau2,hi7kau1chhau2,hikautshau,hikauchhau,hkt,hkc,True,False
ian-tsi-hue,胭脂花,16,ian-chi-hoe,ian1tsi1hue1,ian1chi1hoe1,iantsihue,ianchihoe,ith,ich,True,False
kha-bú-tsháu,脚母草,16,kha-bú-chháu,kha1bu2tshau2,kha1bu2chhau2,khabutshau,khabuchhau,kbt,kbc,True,False
kha-bak-tsháu,脚目草,16,kha-bak-chháu,kha1bak4tshau2,kha1bak4chhau2,khabaktshau,khabakchhau,kbt,kbc,True,False
kha-pe̍h-sún,腳白筍,16,kha-pe̍h-sún,kha1peh8sun2,kha1peh8sun2,khapehsun,khapehsun,kps,kps,True,True
sàn-huih-tsháu,臭天黃,16,sàn-huih-chháu,san3huih4tshau2,san3huih4chhau2,sanhuihtshau,sanhuihchhau,sht,shc,True,False
tshàu-sái-lâm,臭屎楠,16,chhàu-sái-lâm,tshau3sai2lam5,chhau3sai2lam5,tshausailam,chhausailam,tsl,csl,True,False
tshàu-sái-kue,臭屎瓜,16,chhàu-sái-koe,tshau3sai2kue1,chhau3sai2koe1,tshausaikue,chhausaikoe,tsk,csk,True,False
tshàu-tshuan-kiong,臭川芎,16,chhàu-chhoan-kiong,tshau3tshuan1kiong1,chhau3chhoan1kiong1,tshautshuankiong,chhauchhoankiong,ttk,cck,True,False
tshàu-kám-tsháu,臭敢草,16,chhàu-kám-chháu,tshau3kam2tshau2,chhau3kam2chhau2,tshaukamtshau,chhaukamchhau,tkt,ckc,True,False
tshàu-khang-á,臭空仔,16,chhàu-khang-á,tshau3khang1a2,chhau3khang1a2,tshaukhanga,chhaukhanga,tka,cka,True,False
tshàu-tsho-tsháu,臭臊草,16,chhàu-chho-chháu,tshau3tsho1tshau2,chhau3chho1chhau2,tshautshotshau,chhauchhochhau,ttt,ccc,True,False
tshàu-phû-iông,臭芙蓉,16,chhàu-phû-iông,tshau3phu5iong5,chhau3phu5iong5,tshauphuiong,chhauphuiong,tpi,cpi,True,False
ōo-koo-tsháu,芋菰草,16,ō͘-ko͘-chháu,oo7koo1tshau2,oo7koo1chhau2,ookootshau,ookoochhau,okt,okc,True,True
khóo-līng-kang,苦楝江,16,khó͘-lēng-kang,khoo2ling7kang1,khoo2leng7kang1,khoolingkang,khoolengkang,klk,klk,True,False
khóo-līng-kū,苦楝舅,16,khó͘-lēng-kū,khoo2ling7ku7,khoo2leng7ku7,khoolingku,khoolengku,klk,klk,True,False
khóo-kue-tsháu,苦瓜草,16,khó͘-koe-chháu,khoo2kue1tshau2,khoo2koe1chhau2,khookuetshau,khookoechhau,kkt,kkc,True,False
khóo-nâ-puânn,苦藍盤,16,khó͘-nâ-pôaⁿ,khoo2na5puann5,khoo2na5poann5,khoonapuann,khoonapoann,knp,knp,True,False
ing-á-tsháu,英仔草,16,eng-á-chháu,ing1a2tshau2,eng1a2chhau2,ingatshau,engachhau,iat,eac,True,False
tang-e-tshài,苳萵菜,16,tang-e-chhài,tang1e1tshai3,tang1e1chhai3,tangetshai,tangechhai,tet,tec,True,False
hm̂-á-tsháu,茅仔草,16,hm̂-á-chháu,hm5a2tshau2,hm5a2chhau2,hmatshau,hmachhau,hat,hac,True,False
bâ-lî-tik,茅茹竹,16,bâ-lî-tek,ba5li5tik4,ba5li5tek4,balitik,balitek,blt,blt,True,False
ba̍k-nī-hue,茉莉花,16,ba̍k-nī-hoe,bak8ni7hue1,bak8ni7hoe1,baknihue,baknihoe,bnh,bnh,True,False
ka-pe̍h-sún,茭白筍,16,ka-pe̍h-sún,ka1peh8sun2,ka1peh8sun2,kapehsun,kapehsun,kps,kps,True,True
tê-sî-hông,茶匙黃,16,tê-sî-hông,te5si5hong5,te5si5hong5,tesihong,tesihong,tsh,tsh,True,False
tê-bí-tsháu,茶米草,16,tê-bí-chháu,te5bi2tshau2,te5bi2chhau2,tebitshau,tebichhau,tbt,tbc,True,False
tê-si-hông,茶絲黃,16,tê-si-hông,te5si1hong5,te5si1hong5,tesihong,tesihong,tsh,tsh,True,False
tâng-o-tshài,茼萵菜,16,tâng-o-chhài,tang5o1tshai3,tang5o1chhai3,tangotshai,tangochhai,tot,toc,True,True
hô-lân-tsû,荷蘭薯,16,hô-lân-chû,ho5lan5tsu5,ho5lan5chu5,holantsu,holanchu,hlt,hlc,True,False
ho-lin-tāu,荷蘭豆,16,ho-lin-tāu,ho1lin1tau7,ho1lin1tau7,holintau,holintau,hlt,hlt,True,False
tshinn-hong-tsháu,菁方草,16,chhiⁿ-hong-chháu,tshinn1hong1tshau2,chhinn1hong1chhau2,tshinnhongtshau,chhinnhongchhau,tht,chc,True,False
kiok-hue-bo̍k,菊花木,16,kiok-hoe-bo̍k,kiok4hue1bok8,kiok4hoe1bok8,kiokhuebok,kiokhoebok,khb,khb,True,False
tshài-to-tāu,菜刀豆,16,chhài-to-tāu,tshai3to1tau7,chhai3to1tau7,tshaitotau,chhaitotau,ttt,ctt,True,False
tshài-tsháu-thâu,菜草頭,16,chhài-chháu-thâu,tshai3tshau2thau5,chhai3chhau2thau5,tshaitshauthau,chhaichhauthau,ttt,cct,True,False
bān-siū-kó,萬壽果,16,bān-siū-kó,ban7siu7ko2,ban7siu7ko2,bansiuko,bansiuko,bsk,bsk,True,False
bān-liân-siông,萬年松,16,bān-liân-siông,ban7lian5siong5,ban7lian5siong5,banliansiong,banliansiong,bls,bls,True,False
bān-kun-tsháu,萬斤草,16,bān-kun-chháu,ban7kun1tshau2,ban7kun1chhau2,bankuntshau,bankunchhau,bkt,bkc,True,False
bān-thô-hue,萬桃花,16,bān-thô-hoe,ban7tho5hue1,ban7tho5hoe1,banthohue,banthohoe,bth,bth,True,True
bān-tiám-kim,萬點金,16,bān-tiám-kim,ban7tiam2kim1,ban7tiam2kim1,bantiamkim,bantiamkim,btk,btk,True,False
pián-thiok-tsháu,萹蓄草,16,pián-thiok-chháu,pian2thiok4tshau2,pian2thiok4chhau2,pianthioktshau,pianthiokchhau,ptt,ptc,True,False
lo̍h-khak-tsan,落殼櫕,16,lo̍h-khak-chan,loh8khak4tsan1,loh8khak4chan1,lohkhaktsan,lohkhakchan,lkt,lkc,True,False
hio̍h-ē-tsu,葉下珠,16,hio̍h-ē-chu,hioh8e7tsu1,hioh8e7chu1,hiohetsu,hiohechu,het,hec,True,False
hio̍h-ē-pe̍h,葉下白,16,hio̍h-ē-pe̍h,hioh8e7peh8,hioh8e7peh8,hiohepeh,hiohepeh,hep,hep,True,False
hio̍h-ē-âng,葉下紅,16,hio̍h-ē-âng,hioh8e7ang5,hioh8e7ang5,hioheang,hioheang,hea,hea,True,False
kuah-tîn-tsháu,葛藤草,16,koah-tîn-chháu,kuah4tin5tshau2,koah4tin5chhau2,kuahtintshau,koahtinchhau,ktt,ktc,True,True
hô-lôo-pû,葫蘆匏,16,hô-lô͘-pû,ho5loo5pu5,ho5loo5pu5,holoopu,holoopu,hlp,hlp,True,False
pôo-kong-ing,蒲公英,16,pô͘-kong-eng,poo5kong1ing1,poo5kong1eng1,pookonging,pookongeng,pki,pke,True,False
kuà-tshiú-hiunn,蓋手香,16,kòa-chhiú-hiuⁿ,kua3tshiu2hiunn1,koa3chhiu2hiunn1,kuatshiuhiunn,koachhiuhiunn,kth,kch,True,False
pi-muâ-á,蓖麻仔,16,pi-môa-á,pi1mua5a2,pi1moa5a2,pimuaa,pimoaa,pma,pma,True,False
liân-tsiau-hue,蓮蕉花,16,liân-chiau-hoe,lian5tsiau1hue1,lian5chiau1hoe1,liantsiauhue,lianchiauhoe,lth,lch,True,False
tshuà-pán-tsháu,蔡板草,16,chhòa-pán-chháu,tshua3pan2tshau2,chhoa3pan2chhau2,tshuapantshau,chhoapanchhau,tpt,cpc,True,False
huan-á-tshì,蕃仔刺,16,hoan-á-chhì,huan1a2tshi3,hoan1a2chhi3,huanatshi,hoanachhi,hat,hac,True,True
huan-á-uan,蕃仔灣,16,hoan-á-oan,huan1a2uan1,hoan1a2oan1,huanauan,hoanaoan,hau,hao,True,True
huan-á-hue,蕃仔花,16,hoan-á-hoe,huan1a2hue1,hoan1a2hoe1,huanahue,hoanahoe,hah,hah,True,True
huan-á-tîn,蕃仔藤,16,hoan-á-tîn,huan1a2tin5,hoan1a2tin5,huanatin,hoanatin,hat,hat,True,True
huan-á-tāu,蕃仔豆,16,hoan-á-tāu,huan1a2tau7,hoan1a2tau7,huanatau,hoanatau,hat,hat,True,True
huan-tshì-á,蕃刺仔,16,hoan-chhì-á,huan1tshi3a2,hoan1chhi3a2,huantshia,hoanchhia,hta,hca,True,True
huan-pô-uân,蕃婆怨,16,hoan-pô-oân,huan1po5uan5,hoan1po5oan5,huanpouan,hoanpooan,hpu,hpo,True,True
huan-pô-tshiū,蕃婆樹,16,hoan-pô-chhiū,huan1po5tshiu7,hoan1po5chhiu7,huanpotshiu,hoanpochhiu,hpt,hpc,True,True
huan-pô-uan,蕃婆灣,16,hoan-pô-oan,huan1po5uan1,hoan1po5oan1,huanpouan,hoanpooan,hpu,hpo,True,True
han-tsû-kū,蕃薯舅,16,han-chû-kū,han1tsu5ku7,han1chu5ku7,hantsuku,hanchuku,htk,hck,True,True
keh-niau-tsháu,蕨猫草,16,keh-niau-chháu,keh4niau1tshau2,keh4niau1chhau2,kehniautshau,kehniauchhau,knt,knc,True,False
po̍h-kiunn-á,薄姜仔,16,po̍h-kiuⁿ-á,poh8kiunn1a2,poh8kiunn1a2,pohkiunna,pohkiunna,pka,pka,True,False
hóo-kā-hông,虎咬廣,16,hó͘-kā-hông,hoo2ka7hong5,hoo2ka7hong5,hookahong,hookahong,hkh,hkh,True,False
hóo-kā-hông,虎咬癀,16,hó͘-kā-hông,hoo2ka7hong5,hoo2ka7hong5,hookahong,hookahong,hkh,hkh,True,False
hóo-bé-lân,虎尾蘭,16,hó͘-bé-lân,hoo2be2lan5,hoo2be2lan5,hoobelan,hoobelan,hbl,hbl,True,False
hóo-m̂-tshì,虎梅刺,16,hó͘-m̂-chhì,hoo2m5tshi3,hoo2m5chhi3,hoomtshi,hoomchhi,hmt,hmc,True,False
hóo-jiáu-tāu,虎爪豆,16,hó͘-jiáu-tāu,hoo2jiau2tau7,hoo2jiau2tau7,hoojiautau,hoojiautau,hjt,hjt,True,False
hóo-phê-lâm,虎皮楠,16,hó͘-phê-lâm,hoo2phe5lam5,hoo2phe5lam5,hoophelam,hoophelam,hpl,hpl,True,False
hôo-hī-tsháu,虎耳草,16,hô͘-hī-chháu,hoo5hi7tshau2,hoo5hi7chhau2,hoohitshau,hoohichhau,hht,hhc,True,False
hóo-thâu-kam,虎頭柑,16,hó͘-thâu-kam,hoo2thau5kam1,hoo2thau5kam1,hoothaukam,hoothaukam,htk,htk,True,False
sat-bú-tsí,虱母子,16,sat-bú-chí,sat4bu2tsi2,sat4bu2chi2,satbutsi,satbuchi,sbt,sbc,True,False
sat-bú-thâu,虱母頭,16,sat-bú-thâu,sat4bu2thau5,sat4bu2thau5,satbuthau,satbuthau,sbt,sbt,True,False
sat-pìn-tsháu,虱篦草,16,sat-pìn-chháu,sat4pin3tshau2,sat4pin3chhau2,satpintshau,satpinchhau,spt,spc,True,False
báng-á-hun,蚊仔煙,16,báng-á-hun,bang2a2hun1,bang2a2hun1,bangahun,bangahun,bah,bah,True,True
juā-á-tsháu,蚋仔草,16,jōa-á-chháu,jua7a2tshau2,joa7a2chhau2,juaatshau,joaachhau,jat,jac,True,False
juē-á-tsháu,蚋仔草,16,jōe-á-chháu,jue7a2tshau2,joe7a2chhau2,jueatshau,joeachhau,jat,jac,True,False
tsuâ-tsi̍h-hông,蛇舌黃,16,chôa-chi̍h-hông,tsua5tsih8hong5,choa5chih8hong5,tsuatsihhong,choachihhong,tth,cch,True,False
ngôo-bî-tāu,蛾眉豆,16,ngô͘-bî-tāu,ngoo5bi5tau7,ngoo5bi5tau7,ngoobitau,ngoobitau,nbt,nbt,True,False
hê-kong-tshiu,蝦公鬚,16,hê-kong-chhiu,he5kong1tshiu1,he5kong1chhiu1,hekongtshiu,hekongchhiu,hkt,hkc,True,False
hê-koo-tsháu,蝦蛄草,16,hê-ko͘-chháu,he5koo1tshau2,he5koo1chhau2,hekootshau,hekoochhau,hkt,hkc,True,False
ôo-tia̍p-lân,蝴蝶蘭,16,ô͘-tia̍p-lân,oo5tiap8lan5,oo5tiap8lan5,ootiaplan,ootiaplan,otl,otl,True,False
hôo-sîn-si̍t,蝴蠅翼,16,hô͘-sîn-si̍t,hoo5sin5sit8,hoo5sin5sit8,hoosinsit,hoosinsit,hss,hss,True,False
tsîm-kóng-tshài,蟳管菜,16,chîm-kóng-chhài,tsim5kong2tshai3,chim5kong2chhai3,tsimkongtshai,chimkongchhai,tkt,ckc,True,False
sîn-si̍t-tsháu,蠅翼草,16,sîn-si̍t-chháu,sin5sit8tshau2,sin5sit8chhau2,sinsittshau,sinsitchhau,sst,ssc,True,False
ô-khak-á,蠔殼仔,16,ô-khak-á,o5khak4a2,o5khak4a2,okhaka,okhaka,oka,oka,True,True
niû-á-tshiū,蠶仔樹,16,niû-á-chhiū,niu5a2tshiu7,niu5a2chhiu7,niuatshiu,niuachhiu,nat,nac,True,False
kiàn-hông-hông,見紅黃,16,kiàn-hông-hông,kian3hong5hong5,kian3hong5hong5,kianhonghong,kianhonghong,khh,khh,True,False
kuan-im-tik,觀音竹,16,koan-im-tek,kuan1im1tik4,koan1im1tek4,kuanimtik,koanimtek,kit,kit,True,False
piàn-tē-hut,變地忽,16,piàn-tē-hut,pian3te7hut4,pian3te7hut4,piantehut,piantehut,pth,pth,True,False
ti-sái-tshài,豬屎菜,16,ti-sái-chhài,ti1sai2tshai3,ti1sai2chhai3,tisaitshai,tisaichhai,tst,tsc,True,False
ti-tshài-tsháu,豬菜草,16,ti-chhài-chháu,ti1tshai3tshau2,ti1chhai3chhau2,titshaitshau,tichhaichhau,ttt,tcc,True,False
niau-kong-tshi,貓公刺,16,niau-kong-chhi,niau1kong1tshi1,niau1kong1chhi1,niaukongtshi,niaukongchhi,nkt,nkc,True,False
tsha̍t-á-tshiū,賊仔樹,16,chha̍t-á-chhiū,tshat8a2tshiu7,chhat8a2chhiu7,tshatatshiu,chhatachhiu,tat,cac,True,False
sù-bí-tsháu,賜米草,16,sù-bí-chháu,su3bi2tshau2,su3bi2chhau2,subitshau,subichhau,sbt,sbc,True,False
tshiah-kun-tshài,赤根菜,16,chhiah-kun-chhài,tshiah4kun1tshai3,chhiah4kun1chhai3,tshiahkuntshai,chhiahkunchhai,tkt,ckc,True,False
tshiah-huih-á,赤血仔,16,chhiah-huih-á,tshiah4huih4a2,chhiah4huih4a2,tshiahhuiha,chhiahhuiha,tha,cha,True,False
tsáu-bé-thai,走馬胎,16,cháu-bé-thai,tsau2be2thai1,chau2be2thai1,tsaubethai,chaubethai,tbt,cbt,True,False
ku-tsiân-tsháu,車前草,16,ku-chiân-chháu,ku1tsian5tshau2,ku1chian5chhau2,kutsiantshau,kuchianchhau,ktt,kcc,True,False
kè-suann-hiunn,過山香,16,kè-soaⁿ-hiuⁿ,ke3suann1hiunn1,ke3soann1hiunn1,kesuannhiunn,kesoannhiunn,ksh,ksh,True,False
kuè-suann-lîng,過山龍,16,kòe-soaⁿ-lêng,kue3suann1ling5,koe3soann1leng5,kuesuannling,koesoannleng,ksl,ksl,True,False
kè-kang-lîng,過江龍,16,kè-kang-lêng,ke3kang1ling5,ke3kang1leng5,kekangling,kekangleng,kkl,kkl,True,False
ké-kau-tshái,過溝菜,16,ké-kau-chhái,ke2kau1tshai2,ke2kau1chhai2,kekautshai,kekauchhai,kkt,kkc,True,False
kè-kau-lîng,過溝龍,16,kè-kau-lêng,ke3kau1ling5,ke3kau1leng5,kekauling,kekauleng,kkl,kkl,True,False
sik-kia-kó,釋迦果,16,sek-kia-kó,sik4kia1ko2,sek4kia1ko2,sikkiako,sekkiako,skk,skk,True,False
kim-put-huàn,金不換,16,kim-put-hoàn,kim1put4huan3,kim1put4hoan3,kimputhuan,kimputhoan,kph,kph,True,False
kim-tsài-kau,金再鈎,16,kim-chài-kau,kim1tsai3kau1,kim1chai3kau1,kimtsaikau,kimchaikau,ktk,kck,True,False
kim-kiàm-tsháu,金劍草,16,kim-kiàm-chháu,kim1kiam3tshau2,kim1kiam3chhau2,kimkiamtshau,kimkiamchhau,kkt,kkc,True,False
kim-ha̍p-huan,金合歡,16,kim-ha̍p-hoan,kim1hap8huan1,kim1hap8hoan1,kimhaphuan,kimhaphoan,khh,khh,True,False
kim-siā-liû,金榭榴,16,kim-siā-liû,kim1sia7liu5,kim1sia7liu5,kimsialiu,kimsialiu,ksl,ksl,True,False
kim-tsio̍h-ha̍k,金石斛,16,kim-chio̍h-ha̍k,kim1tsioh8hak8,kim1chioh8hak8,kimtsiohhak,kimchiohhak,kth,kch,True,False
kim-sia̍h-liû,金石榴,16,kim-sia̍h-liû,kim1siah8liu5,kim1siah8liu5,kimsiahliu,kimsiahliu,ksl,ksl,True,False
kim-tsio̍h-uí,金石韋,16,kim-chio̍h-úi,kim1tsioh8ui2,kim1chioh8ui2,kimtsiohui,kimchiohui,ktu,kcu,True,False
kim-suànn-liân,金線蓮,16,kim-sòaⁿ-liân,kim1suann3lian5,kim1soann3lian5,kimsuannlian,kimsoannlian,ksl,ksl,True,False
kim-hī-tuī,金耳墜,16,kim-hī-tūi,kim1hi7tui7,kim1hi7tui7,kimhitui,kimhitui,kht,kht,True,False
kim-tsiam-tshài,金針菜,16,kim-chiam-chhài,kim1tsiam1tshai3,kim1chiam1chhai3,kimtsiamtshai,kimchiamchhai,ktt,kcc,True,False
kim-gûn-hue,金銀花,16,kim-gûn-hoe,kim1gun5hue1,kim1gun5hoe1,kimgunhue,kimgunhoe,kgh,kgh,True,False
kim-só-sî,金鎖匙,16,kim-só-sî,kim1so2si5,kim1so2si5,kimsosi,kimsosi,kss,kss,True,False
kim-hî-tsháu,金魚草,16,kim-hî-chháu,kim1hi5tshau2,kim1hi5chhau2,kimhitshau,kimhichhau,kht,khc,True,False
kim-ku-tshiū,金龜樹,16,kim-ku-chhiū,kim1ku1tshiu7,kim1ku1chhiu7,kimkutshiu,kimkuchhiu,kkt,kkc,True,False
liú-á-kiô,鈕仔茄,16,liú-á-kiô,liu2a2kio5,liu2a2kio5,liuakio,liuakio,lak,lak,True,False
tshìng-tshn̂g-lâm,銃床楠,16,chhèng-chhn̂g-lâm,tshing3tshng5lam5,chheng3chhng5lam5,tshingtshnglam,chhengchhnglam,ttl,ccl,True,False
kim-hī-tsháu,錦耳草,16,kim-hī-chháu,kim1hi7tshau2,kim1hi7chhau2,kimhitshau,kimhichhau,kht,khc,True,False
